{-566767,775556}
{525828,-54546}
{-790201,-242463}
{-326189,-13397}
{238597,17778}
{-662866,255517}
{361702,758079}
{-437758,-194362}
{54736,287185}
{-810088,-556330}
{214745,-222480}
{310896,-727842}
{-756565,44537}
{-425614,-271084}
{235035,-366817}
{-94442,-549547}
{859630,-248242}
{696962,-825504}
{-640364,-489640}
{283862,-537752}
{481601,-15354}
{-919343,-213030}
{-352599,-345671}
{178024,114720}
{-250449,262870}
{-204533,377617}
{136357,351654}
{603237,-16143}
{508695,510552}
{-354934,-582415}
{-821928,-673075}
{-341803,74604}
{-187755,576661}
{-944348,274183}
{-858533,-537923}
{-33743,-65106}
{-622563,488974}
{299239,203529}
{36473,-158117}
{182897,-7526}
{-607195,-799940}
{575464,-150745}
{-218460,414266}
{-279733,831640}
{-573530,-916791}
{-910502,30934}
{515423,-843751}
{458771,-105972}
{-472464,136006}
{498534,423}
{12418,6195}
{-931061,231445}
{-158448,-895858}
{268556,-534424}
{-152841,519298}
{266451,-196077}
{49681,823841}
{618836,-783709}
{-275952,-960405}
{-627739,230101}
{-858585,373635}
{-608249,-948119}
{-804734,-891203}
{-92686,-365597}
{419363,209081}
{50700,706452}
{782694,570664}
{-377204,-233617}
{-963724,881429}
{-33810,851562}
{-296963,946727}
{830044,569015}
{20260,-324604}
{-289385,434612}
{-216410,519509}
{-324541,-829403}
{-878877,897235}
{58877,269730}
{-10059,-782488}
{-47279,608009}
{-166597,657000}
{-482167,-565059}
{-133886,-810690}
{-874692,302189}
{387923,184754}
{-466720,-839640}
{-189441,-353881}
{10628,822760}
{-931501,151706}
{-608369,-149242}
{838331,-237681}
{-637023,-466589}
{257794,-508745}
{624328,719792}
{-7509,-87487}
{554061,713862}
{427004,417727}
{-619331,814628}
{45400,-689182}
{592179,744368}
{844114,92985}
{638495,-319208}
{404949,-182641}
{-835442,-481570}
{-799070,816318}
{503265,913061}
{-683254,-268087}
{-795012,162404}
{-302565,-144564}
{-586666,-587063}
{907467,-506124}
{184706,-523852}
{923990,-920675}
{-489614,494419}
{472976,-485299}
{811959,-944112}
{421591,55582}
{107946,555371}
{930849,276819}
{-567687,99329}
{659340,-437431}
{409237,358820}
{731355,-187199}
{528820,657837}
{256984,-514167}
{-874564,-417341}
{649531,439466}
{-13330,745893}
{-114298,-377122}
{-152172,-924248}
{-617060,426839}
{761256,-651790}
{-835094,-420169}
{-753993,-552068}
{50169,657739}
{48829,291667}
{623954,205161}
{441731,659652}
{759354,241669}
{-208165,-575848}
{-577914,-789915}
{-870525,-772428}
{-852016,21191}
{870798,582471}
{18647,-270877}
{435540,-37667}
{-54018,234002}
{172795,342441}
{-842865,-601115}
{-511337,-152582}
{-322209,-782697}
{42131,-206256}
{189798,521156}
{-926162,-338732}
{356659,-760863}
{419583,-798664}
{791158,12835}
{773321,-184346}
{-376191,-325534}
{369208,-997600}
{527423,-221344}
{114576,952264}
{-169808,519190}
{371928,-407337}
{-236130,-465580}
{622589,141979}
{-653967,935601}
{-517804,619181}
{-488953,-17310}
{-919100,111764}
{-719698,233797}
{-467306,254712}
{-579805,231386}
{-925717,719673}
{-877879,-639857}
{625472,477907}
{618061,754954}
{-983290,663067}
{16170,313113}
{56496,705411}
{325115,357194}
{347162,-349014}
{-250640,-657721}
{766408,-27535}
{149344,440128}
{-686205,354120}
{-37056,-704350}
{-753557,766852}
{-383557,848003}
{-719413,992758}
{704387,883163}
{-823104,855262}
{248685,623581}
{435582,637265}
{-163433,603189}
{788375,-32660}
{-12586,939649}
{-596179,-739050}
{-619882,771359}
{-88408,-933933}
{959009,-271984}
{-53712,904228}
{287862,171134}
{-914457,-766667}
{-602957,-696040}
{-157219,536700}
{612799,738586}
{971679,-75300}
{-748530,-880776}
{293531,56386}
{-329419,-176129}
{949814,207916}
{-167610,307405}
{-894543,-620430}
{-189162,245547}
{-68531,128526}
{186630,137802}
{831304,-98554}
{-421708,923097}
{-254478,-479790}
{-71966,-783918}
{149799,992350}
{-318861,18301}
{-77243,-204453}
{-193127,781034}
{-54942,-185153}
{709770,-885170}
{-757762,-423335}
{-670654,-314736}
{167098,159414}
{544982,873351}
{-843042,923097}
{-457057,-579099}
{620717,507148}
{-909502,-331733}
{794277,533990}
{-999320,803883}
{-155811,-170875}
{178010,-360016}
{-640529,-94218}
{-505743,128084}
{-956070,-493945}
{583048,-569832}
{-99244,-879254}
{952549,301979}
{683431,-327652}
{-35579,-400991}
{489280,-292192}
{-687026,676981}
{92507,-545664}
{-515102,89878}
{737818,-749909}
{-170766,-798725}
{-561741,-752636}
{-851044,-791927}
{685834,-372345}
{-541394,52953}
{-738750,-827955}
{751113,905196}
{-405463,179295}
{-743991,467424}
{659895,-421550}
{892185,-369760}
{816094,-987878}
{-309929,-509887}
{-194946,821029}
{774174,-953488}
{-418327,274365}
{147801,986548}
{480348,837133}
{-621573,-506050}
{-467497,-313653}
{-571756,826105}
{679882,-231260}
{-410356,-633692}
{-354529,991001}
{-686846,-828525}
{422644,95224}
{391049,-383}
{613700,635971}
{656076,-470658}
{-146207,-308512}
{923665,385246}
{-887260,299023}
{-390794,-778298}
{-311704,376154}
{993296,-561298}
{-727573,-829450}
{-696343,756605}
{39024,-917613}
{-44318,-759382}
{-197604,61181}
{-222952,-438835}
{-750000,-755909}
{-228525,-387288}
{551474,-895244}
{553844,-608866}
{753963,592556}
{-829337,-766859}
{447341,-170837}
{-186018,723449}
{943160,716311}
{-833562,164780}
{-357335,632853}
{748871,541046}
{-286696,-819615}
{41037,-179971}
{-933012,-195670}
{478979,-92045}
{916975,630822}
{-430454,654071}
{-892626,735967}
{47141,-144329}
{-966113,486868}
{68915,532527}
{-536147,157955}
{165814,-955764}
{-58356,-870323}
{-900688,832098}
{329816,-953308}
{882076,-747793}
{98579,-373837}
{419999,-206421}
{-153059,-489770}
{-132876,-957160}
{-550619,717042}
{870376,763118}
{-635703,-614148}
{-332561,884466}
{-633600,-117135}
{-683166,-528243}
{-206431,710597}
{982046,49040}
{13738,502469}
{-352220,-602804}
{982012,-24199}
{134390,264212}
{-685468,-340087}
{223402,-760357}
{923341,-287641}
{657210,956550}
{139761,73560}
{724605,998403}
{-930315,-58187}
{-968267,351193}
{-222246,-59365}
{-78108,393981}
{809176,425334}
{-55301,137332}
{359402,-205543}
{405755,309122}
{263547,-919273}
{-208207,404046}
{480244,394601}
{801633,78300}
{988704,595692}
{922517,-757567}
{-462415,884425}
{-685556,-241238}
{597854,699415}
{467975,236514}
{-85370,25070}
{938196,-534810}
{644004,-489403}
{-863526,848439}
{247078,231110}
{-963408,-918735}
{669858,-367321}
{-758608,86052}
{-271948,767981}
{251492,655542}
{-951792,980515}
{-947413,178257}
{598814,-645624}
{918714,123481}
{-701007,244904}
{131636,-340591}
{479077,-132228}
{448361,-144563}
{488213,-733969}
{509529,-630115}
{-358591,-189063}
{877096,-384376}
{-840347,74714}
{478735,894067}
{-560876,-206880}
{332564,409389}
{32019,-256401}
{574083,-168391}
{199253,-728478}
{225497,172949}
{260632,-556326}
{181468,215678}
{995187,-270080}
{329499,148526}
{859826,-421567}
{328441,403580}
{502910,641041}
{-763411,312750}
{580153,-763410}
{837968,-540964}
{-438644,679403}
{-46011,648162}
{-269854,858244}
{178185,-162988}
{912382,928002}
{136518,699835}
{628327,33789}
{479331,817947}
{-422797,-204618}
{-843777,893145}
{-441007,-230425}
{-531711,337285}
{234440,638384}
{24538,124627}
{838462,637659}
{-251670,-272767}
{-471454,-661774}
{-367163,947361}
{824806,982860}
{-608197,-837608}
{-103930,732095}
{851208,-818333}
{15138,-44461}
{430095,459774}
{831612,-253778}
{-676466,562442}
{897423,-894787}
{-383944,-866755}
{-208384,-653342}
{974071,-786260}
{-446164,293016}
{666448,814807}
{392837,-252331}
{788222,-607573}
{360073,-228261}
{234752,-750392}
{212364,-539727}
{393907,212642}
{675207,-753329}
{776947,876713}
{673719,-757587}
{462316,-184583}
{867519,-603405}
{26360,582406}
{-794529,-943659}
{966618,-65504}
{-698957,501978}
{423968,645687}
{26232,-596626}
{-286932,347936}
{-194054,-293719}
{823637,-977638}
{-516756,843599}
{-633094,643697}
{246435,-807954}
{-42863,286589}
{375413,-113142}
{664424,335294}
{-930919,-115890}
{-23637,409718}
{51822,542266}
{-680918,-16966}
{850137,-597756}
{-315559,517595}
{-286059,-871816}
{91815,-845960}
{-873121,332786}
{92376,-474150}
{514319,-347615}
{239377,-641089}
{745000,-538013}
{641689,-751530}
{686344,-915230}
{-867453,356390}
{-760037,-192829}
{950179,33611}
{720393,696733}
{-301305,86283}
{-95165,-106862}
{679903,-701601}
{-37234,181404}
{-896518,682259}
{226970,545967}
{-60565,-160145}
{997803,259227}
{-713198,-345412}
{-969806,-63717}
{-866165,534454}
{900648,-326585}
{772151,490718}
{920930,-213268}
{-653261,-280951}
{267289,950171}
{885689,307349}
{-303354,-542201}
{-654884,591417}
{829511,-389694}
{963844,156280}
{472595,-384766}
{-779960,-776919}
{724395,546235}
{59669,-502577}
{-261649,51041}
{158431,-509062}
{-78958,-626602}
{334666,-964573}
{670930,933118}
{533555,-535137}
{474124,905032}
{-971955,933816}
{970886,187134}
{-664314,-635757}
{-150449,-823073}
{-82240,-810877}
{-655483,-241058}
{491028,-965487}
{-894566,54443}
{796626,137121}
{-10114,-933826}
{-575949,-936201}
{868940,730014}
{-65417,-741349}
{321882,-428437}
{-795601,815061}
{-782941,-593685}
{-894761,-384075}
{-92060,-97803}
{924481,-912908}
{311775,781599}
{702310,-135092}
{542353,-874100}
{475952,-546619}
{595662,356957}
{-908110,913798}
{95930,-186678}
{564103,-850830}
{742506,-290069}
{-710874,-506005}
{507190,109679}
{587764,-242033}
{-833601,192348}
{-895520,-741880}
{636245,-48858}
{-28143,113223}
{-87615,-252463}
{865453,-51715}
{657072,-355783}
{854691,-946762}
{-752304,430001}
{282253,-157771}
{137437,637344}
{-143317,-973228}
{672359,547920}
{21157,910454}
{798028,960064}
{-901052,859510}
{82932,-819678}
{498390,802182}
{-221078,319906}
{-190092,-632326}
{-74322,437261}
{-298380,-810707}
{-650951,-786125}
{-196094,-242356}
{-453644,-162711}
{-76482,-106359}
{404418,-698954}
{756397,-12459}
{-30023,444697}
{-315934,-461810}
{-26174,37386}
{412068,-538294}
{897275,373243}
{665899,308315}
{-424366,701826}
{857047,-529981}
{164004,-252472}
{748581,-965323}
{-999216,-34022}
{-319450,832493}
{273321,-708981}
{203836,46535}
{-543064,-327463}
{-981145,842679}
{350621,143586}
{-846432,-910956}
{148616,293928}
{35792,-203290}
{850655,-285332}
{448065,-201191}
{-598727,946738}
{-423097,-762019}
{-921566,-909919}
{533013,-132143}
{765851,-668195}
{70991,147755}
{820754,494636}
{283454,-815446}
{-742982,-980552}
{588598,-976796}
{-166674,278160}
{707587,-418315}
{-873375,312078}
{-994994,-903011}
{-411421,-121565}
{-611974,-95555}
{217693,39532}
{-337176,-316453}
{-421540,-240536}
{-41916,-158061}
{-263860,-378155}
{-966973,-111600}
{197312,591767}
{-170175,-682740}
{-281929,712658}
{-775599,641455}
{142224,881764}
{59340,-617930}
{546963,619054}
{-795750,929327}
{482318,320846}
{726916,-558861}
{-244357,-627949}
{-337628,254092}
{-669893,700991}
{-212679,-570934}
{-352004,-310576}
{957640,-177814}
{279495,-610949}
{-502246,-15254}
{478327,803557}
{-949606,-814307}
{230503,-867232}
{-352717,-721323}
{183650,889473}
{271801,581246}
{565947,-76206}
{880504,-370293}
{-771663,174784}
{-268496,859267}
{541387,-460680}
{720161,-117323}
{-732401,-563599}
{592582,592497}
{-855538,263719}
{-278662,613370}
{844860,771594}
{814244,-649354}
{-912856,-768233}
{-329035,55325}
{-929351,621136}
{-763768,-198959}
{400834,873846}
{133688,-248321}
{-793869,128901}
{-206272,-741}
{925288,-752143}
{173029,352757}
{944891,624311}
{-706025,364961}
{322946,823355}
{-244521,-953681}
{128588,-202000}
{-379336,-453987}
{971717,-595945}
{50595,-765625}
{959594,-741142}
{731705,-809477}
{-381908,-29784}
{-741505,220316}
{103045,241951}
{-625059,-824004}
{939066,-260019}
{405649,540644}
{-934079,67859}
{-424886,757432}
{547165,470221}
{807680,195760}
{-112854,430105}
{652148,-371686}
{711056,-136371}
{694348,-518946}
{-477299,331207}
{501140,-227478}
{-912854,-373973}
{906737,-668256}
{525944,-313001}
{389469,-324803}
{-834891,772728}
{-138189,-194662}
{396977,-36172}
{-133007,464921}
{998350,284892}
{-927126,480174}
{88507,668160}
{477861,-615500}
{972636,-878989}
{679900,-726313}
{118019,493493}
{-63134,333885}
{315806,3567}
{608923,-733000}
{-795415,-693906}
{-431120,623026}
{216131,-33079}
{612663,-9906}
{558875,18706}
{-498811,-201992}
{-8366,94546}
{-726300,-833220}
{265703,313489}
{-873530,137577}
{-475527,22690}
{-448547,374370}
{-572994,147930}
{-782667,-404920}
{592482,926823}
{-845512,840496}
{-324165,845037}
{608999,324354}
{-671769,-728215}
{898140,127736}
{14160,-61436}
{-144089,106360}
{484321,-55351}
{-348722,996546}
{568332,-907581}
{-861194,817355}
{97477,-171776}
{-166653,985249}
{-93678,-496140}
{513040,11336}
{191180,-882692}
{-999535,731289}
{757817,300694}
{-389302,-670471}
{182117,894}
{-660258,-48083}
{-32826,28702}
{702222,-98724}
{-625227,-433304}
{379151,711126}
{-321960,755977}
{-648368,716540}
{-787193,-697755}
{703576,201387}
{-845560,-319266}
{-788628,441182}
{-917906,557114}
{76076,952524}
{-317058,-109297}
{-171946,314410}
{-61769,406589}
{795002,-538745}
{393564,-706841}
{313000,-114545}
{-59507,564960}
{-976898,533620}
{-781482,777880}
{-505753,431065}
{-622955,-851367}
{-1128,577017}
{766622,95383}
{950380,347525}
{918586,145471}
{985467,226436}
{-359007,-238874}
{615106,950783}
{63092,-174515}
{192260,977413}
{553889,-75502}
{-801223,-514155}
{854013,-652290}
{894216,-124926}
{-883042,-154981}
{70738,-254706}
{-907913,-235050}
{-699253,577554}
{-803757,-275909}
{-594584,-361785}
{486689,-325073}
{892801,-671125}
{332299,310988}
{-931870,92366}
{-513415,458454}
{539878,-984309}
{726063,-985612}
{-568781,-806241}
{-361471,-473372}
{-581313,-585611}
{7601,-872148}
{980793,816252}
{291929,-225374}
{-347712,-212439}
{506899,-431420}
{63945,168147}
{368974,-716686}
{-823015,419397}
{-235894,807086}
{774557,229393}
{-416542,453790}
{-701449,875028}
{-901278,-802527}
{-62606,909139}
{649192,418867}
{-483620,-339821}
{166807,-936201}
{-770244,-526349}
{138859,951040}
{683367,85655}
{-651013,-549867}
{377355,-663700}
{640329,17252}
{957829,-843462}
{503980,584499}
{-463754,461009}
{127984,479921}
{275114,395995}
{-972257,-158246}
{441866,376159}
{941511,206142}
{268984,60973}
{347765,47186}
{-793318,451132}
{-475743,732653}
{-15127,-713983}
{593008,855495}
{731173,-117068}
{-143564,609021}
{-372815,704011}
{-352464,-50598}
{-296391,67082}
{951282,-559990}
{-928382,-990792}
{664701,-74763}
{-596439,-587056}
{515042,189549}
{903069,-645436}
{-681755,-401313}
{-234763,-787279}
{-786630,670953}
{139740,273399}
{-26528,-200313}
{-539994,399968}
{-983445,-498391}
{-1575,-660544}
{876859,-179976}
{-567251,-297666}
{-833023,-587390}
{-667361,-777203}
{-727451,-835356}
{764885,-840980}
{-824841,-671841}
{1695,28245}
{-431240,508675}
{693976,-870870}
{-811958,-18259}
{356047,-173206}
{291476,-869442}
{-762385,-841689}
{-86789,-450639}
{-882912,-485538}
{205605,-831141}
{319052,945078}
{-197268,128826}
{-277297,-636813}
{-829094,-143633}
{-253674,697202}
{535849,947448}
{145224,-769911}
{945697,287409}
{-340060,-914257}
{-714323,609143}
{382114,-78893}
{789209,839684}
{726348,383347}
{-721724,717956}
{-282279,-736278}
{-125917,529723}
{774673,521805}
{524061,517615}
{413901,635881}
{-337533,245993}
{530948,363076}
{-997133,638119}
{-605897,544386}
{-435082,-716291}
{-555086,-735749}
{-406041,503820}
{-849871,23051}
{652263,288283}
{-453882,-954382}
{769390,285924}
{522395,-625600}
{-941417,-685730}
{-135483,-94148}
{193341,-361465}
{-774668,-267615}
{-209059,128640}
{-244256,150955}
{-712521,-907431}
{-267189,710891}
{430418,-223607}
{855098,-107424}
{-434224,-128650}
{408905,154321}
{507661,-280905}
{-884483,-284061}
{-868740,-350417}
{-761521,-381532}
{976428,757840}
{959895,398463}
{371153,121508}
{478876,-398021}
{77291,-738454}
{147785,-77276}
{251006,-707951}
{489001,204465}
{-731622,815452}
{864569,604133}
{259527,-534278}
{38469,-243440}
{-166723,77534}
{41407,-886532}
{101002,-304940}
{720965,573930}
{508709,662601}
{-603297,-127497}
{-29372,638226}
{149572,183602}
{-382059,667803}
{-452945,-234379}
{-667317,662450}
{567223,359366}
{144261,-967709}
{-807199,165879}
{-793980,-422912}
{-204270,296846}
{-904650,-46794}
{-518983,948542}
{-338991,93079}
{-884370,537644}
{-474411,331686}
{637558,155179}
{-820171,412088}
{-703105,-166268}
{192081,-520848}
{531234,934363}
{117378,331936}
{479887,585877}
{-893433,-791406}
{-933629,481026}
{-43175,296738}
{639046,909533}
{-713067,60691}
{-936768,-633024}
{22495,92893}
{-834541,12179}
{-633332,777462}
{-268669,-320758}
{-188600,95122}
{117501,-177272}
{-953535,-593368}
{-751517,-462948}
{-709852,313393}
{790109,-309363}
{-647657,990401}
{382310,746669}
{484154,-435555}
{-883445,-469222}
{-369290,764281}
{-325981,931817}
{-338567,617223}
{-607781,-70615}
{568908,208761}
{-409174,559127}
{-352719,531981}
{-126007,110141}
{-582293,-171601}
{620149,462605}
{385627,-605891}
{561911,-804344}
{256021,82035}
{524033,595521}
{154342,-631414}
{-647205,-331145}
{134476,137770}
{-124664,231840}
{-717201,59196}
{551236,-409929}
{395144,509451}
{170125,-314427}
{750973,160315}
{205895,-146173}
{-31206,-94997}
{921317,703160}
{-201567,-954627}
{144395,78558}
{893519,977215}
{-729980,-425109}
{-755981,916129}
{595385,-302248}
{-383244,819460}
{-761081,-980077}
{803474,-752449}
{817758,524406}
{974515,-293418}
{-311760,-222445}
{-822451,548117}
{-719374,-81424}
{-284608,444177}
{942002,-45335}
{-877455,730343}
{-184289,-443486}
{274868,-863298}
{973931,-691369}
{-742815,-732716}
{126848,601805}
{233523,-975644}
{-988734,439499}
{374261,-116898}
{943091,235853}
{-297288,-841586}
{-221892,-586099}
{-809438,-463895}
{-651453,-866241}
{-630181,-60500}
{418361,522101}
{-706840,-388171}
{199384,-904888}
{-241674,804890}
{316426,-946774}
{-228301,-99148}
{994867,-283229}
{844272,762461}
{-880727,92253}
{-960560,-274495}
{-622948,693615}
{444355,-365187}
{407991,405143}
{-759627,-553044}
{-506679,898040}
{698501,-650582}
{500560,-685294}
{260258,-139562}
{657671,784827}
{368679,381305}
{498973,968460}
{-327738,-50091}
{357776,-703866}
{-164129,-154003}
{-134282,-644308}
{-836085,-314745}
{172544,632779}
{-286583,-873391}
{837530,-599654}
{363352,-999684}
{-634875,777405}
{576497,-500692}
{326203,623818}
{-965868,174541}
{-75132,198133}
{339902,184270}
{-913373,-861199}
{-470668,-516352}
{601430,941546}
{-262163,-407204}
{587237,269152}
{6583,-210015}
{288011,-480431}
{-998172,-842343}
{485624,-706769}
{-601422,580333}
{-35376,-899278}
{482616,-404404}
{374502,141456}
{-154247,-499801}
{-278120,107169}
{163431,-706335}
{-171552,123845}
{-154723,-975825}
{-263056,524637}
{-700083,852523}
{639595,-492669}
{382450,-754599}
{-491200,973860}
{329778,-822186}
{-611797,-792803}
{-205708,512117}
{-680728,251434}
{-2792,492394}
{-134934,954728}
{496032,-214952}
{608092,160362}
{869007,-957700}
{-484078,-802822}
{-556129,195548}
{870192,-173165}
{587937,-33870}
{687620,277254}
{734923,-207882}
{681019,799384}
{-906291,-586326}
{26085,117152}
{222585,856069}
{-315180,-2758}
{213291,662988}
{-62225,-121561}
{950948,-177160}
{734687,218989}
{733628,-549845}
{712962,-378925}
{-16696,-65321}
{782727,-753493}
{623208,-933928}
{-393721,38078}
{903432,-495134}
{191783,-797595}
{-37937,-722122}
{-51434,204945}
{-373038,437006}
{-856847,-188781}
{-643978,202486}
{-215196,-900866}
{-974303,-793745}
{628622,-128494}
{975777,-417458}
{470161,-613841}
{411170,35962}
{-278344,266569}
{902951,478519}
{746619,-755274}
{-775384,405506}
{-177356,589063}
{-384616,180344}
{147424,-253474}
{-882031,-345109}
{-551179,-601195}
{-117732,-90775}
{-459097,585271}
{432066,-675484}
{-524777,762556}
{-789568,801168}
{292582,-532584}
{862579,371985}
{526369,-904886}
{571392,-508451}
{878708,-820468}
{-602998,-438696}
{-278998,-555666}
{699649,-42555}
{-448475,203842}
{-489830,761809}
{67506,660300}
{-699353,-706386}
{780972,-407334}
{22805,30243}
{84279,-407367}
{-979743,-294657}
{-580559,-257769}
{592826,605086}
{-723271,336228}
{-471135,-519183}
{-569468,-673075}
{-809545,449574}
{-289228,714750}
{862361,215686}
{-544905,31806}
{11531,353560}
{457776,-675925}
{250902,218015}
{-640124,968141}
{594409,380491}
{311653,-189605}
{141646,616932}
{878746,-861281}
{-322628,-662078}
{-423129,-227813}
{-533109,531399}
{855419,-141400}
{-435752,370462}
{135630,921418}
{965358,827}
{-224085,-771378}
{-113947,-364116}
{-289956,-248105}
{-74756,-33296}
{316041,-898501}
{215086,-17696}
{347528,-664993}
{32960,-193986}
{-564926,-840758}
{435818,-252948}
{833801,-67339}
{-836056,-357231}
{312331,422389}
{-561693,915133}
{934698,740606}
{282943,-743203}
{-418456,-563742}
{-307332,-98547}
{836243,-568190}
{303521,-342895}
{-218151,-661768}
{760868,-726065}
{712524,-181723}
{919762,361836}
{-545885,-229490}
{-260766,-31348}
{530923,-806307}
{-80457,-968795}
{-951484,-115451}
{-244461,444916}
{-826686,470952}
{-588563,-640163}
{-795364,-543163}
{-716189,-190137}
{211048,118553}
{-182643,627112}
{-754909,-883478}
{-102578,993354}
{473531,231209}
{-334091,233540}
{259523,-222583}
{388212,259822}
{446163,-927764}
{-984223,-281432}
{-297439,-293998}
{11801,366280}
{270156,584425}
{-987360,770701}
{631666,741093}
{443003,656137}
{-897790,-517971}
{-657275,658141}
{-1311,-391730}
{757990,16944}
{-392497,-669393}
{-456332,626738}
{-470376,144874}
{-887245,802544}
{903410,-185544}
{-675416,33897}
{314322,-208340}
{702136,-137457}
{345153,992988}
{-283941,-926482}
{24554,667695}
{872366,733831}
{346251,854959}
