{-117490,593747}
{-45286,194754}
{-280764,985527}
{597233,949944}
{908716,790793}
{929267,-998336}
{801002,688556}
{304922,-87329}
{-459670,826694}
{604277,-452991}
{16939,673666}
{-911309,-255190}
{-787083,-6824}
{-185572,534196}
{-704707,-705361}
{940662,538632}
{952087,460785}
{423771,959903}
{-870793,-610381}
{-775676,-120623}
{-430053,797607}
{169606,-120697}
{-591553,-920940}
{655746,-969544}
{-343395,-682695}
{-862604,-763375}
{794665,33995}
{757826,651599}
{-319064,322003}
{818007,881483}
{-305757,978773}
{780493,-87835}
{415643,-928053}
{-450126,-48640}
{583682,-852131}
{755753,47885}
{-989933,81987}
{-849589,-254498}
{284391,635348}
{218585,225771}
{-12212,430974}
{-882250,-744128}
{-599249,325937}
{-618486,466818}
{262211,453357}
{-549273,785644}
{459624,-935548}
{-181173,-830938}
{833641,-692723}
{297024,700320}
{551608,769775}
{918580,815511}
{-303896,811089}
{13720,205332}
{54722,-670054}
{820697,947781}
{-318400,-370227}
{-595853,511698}
{615304,-836053}
{-36563,751672}
{957430,-193627}
{196490,962995}
{576838,524108}
{-689537,-570372}
{149390,141860}
{529645,-411202}
{-972029,-715830}
{935817,-349050}
{-67259,901396}
{-978637,551962}
{534436,471508}
{-584956,750408}
{-500978,479588}
{582825,212570}
{-175043,-81944}
{914401,-41104}
{10671,-282408}
{325388,-581780}
{947438,-602295}
{613667,785239}
{-281970,663767}
{192615,-456647}
{-323235,478518}
{525085,737795}
{-980622,-562062}
{891572,165833}
{-715629,-889902}
{157829,962440}
{976967,860093}
{-21041,-537240}
{-410829,100411}
{-53878,-471669}
{-895408,859009}
{-696072,662986}
{-829968,-259495}
{265027,983095}
{366640,411574}
{-196925,-250458}
{483070,543668}
{-226074,-608447}
{86066,-463958}
{529295,230836}
{198330,865560}
{-230766,-223849}
{-210340,503587}
{-584237,-15018}
{141913,641255}
{-611022,526467}
{-754156,-997725}
{635867,-161212}
{237391,-816054}
{393925,584063}
{193826,-530029}
{360194,-882369}
{140732,388593}
{-810324,-448841}
{942483,366428}
{193624,931046}
{72911,-417672}
{-824002,-108099}
{607884,-314389}
{-220174,507183}
{238880,-112659}
{847834,650681}
{-45063,887164}
{63249,-706702}
{602308,639996}
{644608,962636}
{-423222,-257567}
{992282,522801}
{-697524,317364}
{233958,-854172}
{-22153,36207}
{596544,-777061}
{385783,-143659}
{-202150,-801382}
{-901818,787267}
{-342198,162260}
{-982526,103578}
{-3167,14003}
{-736084,666221}
{830119,-49977}
{-378837,-764792}
{-336929,-243357}
{143620,169845}
{-377689,562539}
{-367227,576697}
{-142365,-914215}
{159410,-729576}
{23717,723930}
{-491689,20540}
{-54893,585865}
{-813021,-721331}
{124813,-550924}
{468485,-862435}
{236820,-526298}
{394084,904258}
{-553927,-857354}
{635407,911233}
{-660291,-925813}
{-289805,-182519}
{449511,425158}
{898063,-47344}
{619740,568111}
{-348016,-950124}
{-137554,984557}
{-722370,981761}
{429885,-892970}
{-73214,171307}
{-845931,-959220}
{-921057,915874}
{617205,554620}
{-993352,-385662}
{349219,-422365}
{-821507,-972749}
{-348696,8080}
{-941208,-981634}
{-294352,568130}
{984416,-274704}
{486487,85340}
{-371065,-129242}
{878220,-310373}
{992732,-469617}
{148839,-800337}
{175584,-914184}
{759822,240843}
{966316,864356}
{381869,-932640}
{-939198,-510218}
{650488,-35642}
{-103711,540144}
{-19954,861097}
{-159449,220974}
{-257592,182006}
{-495864,195209}
{996058,667666}
{745229,-271170}
{-516973,75933}
{367569,-391735}
{-993557,-620062}
{546611,590775}
{-821352,-65109}
{856142,-713448}
{-943667,-824452}
{-595996,603111}
{439433,252152}
{332120,713025}
{415218,997182}
{-692621,-803030}
{397736,349687}
{-683957,624575}
{-481247,835017}
{63147,227209}
{-154170,346580}
{-641748,330466}
{-911191,-55792}
{434104,636284}
{-763961,-604217}
{567605,594039}
{-196317,163092}
{-385682,799043}
{-388162,544641}
{723727,-123874}
{721255,-275728}
{-75488,-24196}
{416481,805865}
{-375704,69935}
{-347457,349984}
{141828,-791490}
{331647,-596899}
{-248237,-727291}
{-937440,680348}
{470528,-889375}
{851457,-908094}
{613641,-836180}
{729556,212736}
{372188,-919873}
{-858856,277708}
{-756045,632082}
{563515,-743410}
{535473,-921052}
{846522,651088}
{325672,458258}
{191929,926611}
{193719,267951}
{-881755,-196666}
{587657,368281}
{-141177,-185214}
{262973,-100577}
{-972409,-125154}
{238931,871808}
{254406,513476}
{681901,19198}
{-364085,-238452}
{81611,621414}
{-718423,-936437}
{468392,127888}
{-788678,-775880}
{-836454,-976968}
{-483105,575983}
{308868,765659}
{-366544,-143195}
{610843,-189442}
{-126734,-347659}
{162891,-554426}
{-765588,497676}
{496492,729900}
{-2084,181600}
{938063,-20905}
{-469868,-752762}
{965708,446974}
{-586582,-206067}
{825678,-219541}
{-609297,-711806}
{228859,-603885}
{-784586,578896}
{-251243,-64254}
{-800900,838821}
{-796219,896047}
{-635926,-132274}
{-899605,-52868}
{-587532,-133190}
{-243377,-84334}
{-559559,269111}
{781530,-568913}
{668880,-386034}
{-212027,366399}
{902694,828057}
{-368987,829699}
{-682598,291410}
{-736963,-953938}
{557473,-625823}
{-593412,958430}
{-120968,-764390}
{145042,-699448}
{147960,368533}
{-926929,-510465}
{679620,-53999}
{-214617,-750102}
{267984,-148090}
{89159,-160687}
{487981,61622}
{-574364,199258}
{-807074,794769}
{-803022,862027}
{-144107,-936222}
{-442462,167813}
{580747,608842}
{459422,917033}
{-731604,98926}
{776724,65289}
{-902975,354797}
{202290,225635}
{-169847,223622}
{-366678,359755}
{-225838,654331}
{-775124,151163}
{-587017,-849693}
{-66772,-466036}
{-812038,-712741}
{-74654,-879226}
{-618731,-375310}
{-12781,488333}
{-222160,960880}
{-751025,-541009}
{880631,220280}
{824182,435649}
{544147,169047}
{-605265,381802}
{669619,764903}
{-10676,476518}
{914398,-267119}
{67938,-521963}
{-717329,-414471}
{465558,-696229}
{517008,665505}
{432047,-383267}
{322918,-339564}
{919905,-121928}
{-771979,-18223}
{234174,-306985}
{319429,-11511}
{608574,313191}
{91515,-284853}
{544502,-180726}
{-853288,-238012}
{-336372,-644493}
{-785987,-985266}
{239901,971663}
{-50704,862817}
{209414,-303359}
{-191702,-379990}
{293330,-640623}
{-81006,956809}
{275575,-562727}
{782516,81722}
{877242,100246}
{-555058,105723}
{-176069,-620900}
{-34292,-622475}
{-561606,511239}
{178732,-96989}
{587847,-515868}
{-244708,911279}
{169474,86894}
{11586,44502}
{-638699,73926}
{-184790,-37612}
{-996498,426008}
{53896,629536}
{219712,530605}
{-261493,623369}
{490407,710998}
{421380,208148}
{-939401,-770070}
{15474,-907586}
{-912032,-187201}
{375090,-644670}
{999140,96221}
{-654156,-728599}
{466851,-165056}
{-713595,503809}
{692278,-295685}
{600059,-238222}
{-536864,996518}
{797659,62253}
{853460,-575930}
{-433562,170677}
{-262624,825644}
{745937,-147713}
{121829,182964}
{-646669,270977}
{883609,650984}
{945680,-996564}
{-390211,-825253}
{395522,-242685}
{-368662,671364}
{-434779,-71311}
{262475,833995}
{193961,648174}
{-409464,-795835}
{-530894,191280}
{-364891,-781876}
{-530962,455558}
{-648388,-51221}
{-464498,-676774}
{-413807,191615}
{-652738,-722336}
{-657446,935844}
{310568,-664942}
{-662156,991371}
{508378,-129740}
{-610848,-276931}
{340494,-839319}
{501472,-880569}
{-389222,-216411}
{158073,272006}
{316377,-181098}
{-420765,-727149}
{656395,641406}
{74849,-861089}
{390542,688144}
{731340,46223}
{-208614,-204229}
{970389,353827}
{-450182,-302297}
{-262892,355587}
{404833,705030}
{-433830,-413525}
{785024,-234884}
{-188879,-192423}
{99241,801180}
{391387,874894}
{-726932,-268014}
{243634,-427610}
{-139093,-165149}
{-735756,915794}
{717342,-592641}
{987285,-340713}
{-181716,674654}
{815400,-451670}
{282236,-569153}
{-861785,692837}
{-684901,-92300}
{-473659,-978435}
{-714270,134219}
{-874639,-306578}
{-135325,666456}
{567778,-48553}
{356309,-894383}
{-651468,-737470}
{482204,275525}
{-874863,-665362}
{-343534,-809186}
{-311513,793026}
{615495,434561}
{96105,-70284}
{-619319,189006}
{-70385,644155}
{-274745,-26951}
{-210637,738740}
{-528894,-290842}
{182187,-287244}
{-580347,-536452}
{241917,165865}
{-571403,-169021}
{-799848,712877}
{769854,224200}
{-950642,53161}
{547863,319941}
{-983370,-564731}
{365988,-277168}
{-707919,987640}
{834904,958108}
{-6835,-709344}
{-929313,-275680}
{414982,-359488}
{-709844,-211393}
{323612,775430}
{-395806,-816004}
{-532629,-420044}
{997303,-2283}
{-567635,817827}
{163669,-895400}
{-459346,-59994}
{-971315,380903}
{-84510,503025}
{-245928,-139538}
{-159670,664589}
{-974733,679610}
{-415498,-557814}
{-109441,-676318}
{226600,256477}
{563199,-11340}
{-830711,-165024}
{-870393,373694}
{-382644,-187034}
{742155,418242}
{401079,736820}
{-466268,-597808}
{186449,-927781}
{528663,-434355}
{490485,-954511}
{-422441,909439}
{884987,-199459}
{-115,784794}
{630756,430215}
{971750,-826890}
{-919306,-426345}
{-730790,844340}
{-978579,-619150}
{645553,-761602}
{662059,-157680}
{-97261,581869}
{501086,-380538}
{-77104,-149533}
{-999096,-481376}
{955078,988158}
{643064,890174}
{-654394,337655}
{-612836,497127}
{474808,993612}
{609578,-448729}
{100075,720090}
{211138,866055}
{564179,-655371}
{980019,-532857}
{197319,950866}
{365848,75750}
{-45486,335049}
{962011,-378744}
{-419038,716756}
{-337297,833391}
{-437022,145716}
{552805,-569953}
{67584,597278}
{5808,792588}
{-779390,-743357}
{948413,840485}
{776432,-34624}
{-658550,52202}
{875276,549611}
{-913490,-215203}
{677380,-933006}
{522508,-771481}
{371728,-80296}
{-192435,-206089}
{996521,601094}
{627229,269140}
{-406712,486083}
{-456814,301276}
{69264,854381}
{478374,-930669}
{-696197,725741}
{-450245,-894498}
{209542,101834}
{185886,-376274}
{226724,431300}
{600641,-854732}
{485356,-780177}
{890472,369330}
{721810,512300}
{-545399,-137318}
{420888,110211}
{-647126,-236372}
{385840,-594387}
{918747,-174885}
{195229,923331}
{702906,190868}
{906230,633769}
{628465,243568}
{528739,693126}
{-877264,-86713}
{634168,-805083}
{-648718,994016}
{-972029,448146}
{728505,-618149}
{-342182,-123360}
{541505,-56998}
{757708,-801607}
{-716621,-935074}
{606418,-422202}
{238623,-617581}
{-852062,922585}
{704742,-252298}
{-311150,-54569}
{779586,959898}
{380190,209263}
{-168322,966099}
{402992,-548375}
{841516,-407765}
{268681,311141}
{-389582,57345}
{-976096,590386}
{-260480,329973}
{348785,774480}
{720572,-328845}
{-165876,320677}
{-80174,219467}
{577291,840778}
{-612546,704604}
{47035,899821}
{-882271,466684}
{-806029,785161}
{500240,168663}
{509725,192006}
{736282,-457253}
{460580,-798945}
{714652,-698766}
{835536,-587701}
{346879,985860}
{-295548,-198007}
{-885026,980404}
{374510,21647}
{102382,-461363}
{295430,-673087}
{-282355,290268}
{-970439,354196}
{450853,988725}
{111075,579189}
{71901,-946349}
{769001,-112701}
{965396,471345}
{-352871,-789406}
{-34783,-271617}
{-513141,359537}
{-484368,747394}
{-571993,-147042}
{-923174,-645804}
{-61386,119055}
{851068,324605}
{-253331,-357665}
{-230683,-330334}
{-773594,226317}
{-75131,-890405}
{-818793,328017}
{-649337,989638}
{-250824,-774504}
{-736092,305830}
{731620,-314535}
{811276,743126}
{-853240,879831}
{980152,-93994}
{-844680,577908}
{914331,241739}
{-713238,-267045}
{-152350,957252}
{-754870,883272}
{-916656,-669515}
{-151337,-216764}
{-356578,448932}
{251268,213773}
{-149883,849252}
{508754,312450}
{207672,-63573}
{578486,-528687}
{-128739,302034}
{266045,-411564}
{348056,-342380}
{-924335,801922}
{-48664,455838}
{767471,-737021}
{-74987,-456183}
{302936,667114}
{-701571,-711751}
{-6445,108738}
{-20809,-990826}
{44270,-56360}
{962420,-687351}
{317484,-742031}
{-261964,82942}
{701584,996576}
{-237703,889270}
{-868640,-635649}
{-4624,-871592}
{-456220,660328}
{-477148,185528}
{290549,224101}
{125772,635912}
{-575599,-749010}
{-377812,94449}
{-673286,172899}
{-912071,-245304}
{527941,-305428}
{771810,318220}
{937015,-133370}
{367865,408642}
{438768,275265}
{314429,581531}
{-136810,-702625}
{-835920,-454169}
{-372060,887450}
{-769053,724728}
{784990,-287353}
{-145880,614818}
{-372145,-919728}
{-296795,-711288}
{292686,-519485}
{361841,10966}
{251750,-877771}
{622584,245369}
{979097,78927}
{-747216,228123}
{-620826,-324434}
{-167607,869726}
{449634,-107399}
{362863,63874}
{-535280,-153916}
{-581143,602436}
{-450507,722214}
{412107,-835583}
{-616687,950554}
{714237,-281586}
{-209488,-12343}
{-25849,-223964}
{-54862,755992}
{295664,-233242}
{558290,980893}
{-424291,521830}
{-494990,-380770}
{-811162,-410096}
{88340,-148499}
{-17156,712318}
{-268842,-263521}
{345235,-347676}
{-970718,910922}
{182041,-991485}
{-942133,404757}
{71609,-810943}
{755791,-792638}
{331905,-881965}
{-491763,202252}
{160748,-777523}
{915496,81973}
{-158193,293067}
{482711,372119}
{549675,-714269}
{-142502,596913}
{-48860,-630653}
{-661362,-414620}
{419832,-509075}
{-917585,-951365}
{-701504,-694603}
{-497754,738534}
{249782,871394}
{996708,-422190}
{984183,623189}
{-404246,504653}
{-748451,677906}
{123274,-260312}
{429199,8992}
{-540135,492881}
{755827,219200}
{351080,835100}
{212731,-17804}
{14597,959555}
{-54684,466082}
{-822228,2737}
{-199808,-696879}
{314754,-48359}
{-72533,341614}
{-427448,-795874}
{-153502,-775656}
{373134,449646}
{-928169,642777}
{-160622,520322}
{-694242,137372}
{925460,-598077}
{971791,-458604}
{-153403,-76416}
{-105154,-993504}
{-624281,943106}
{395877,-821344}
{-749895,-953928}
{595866,-490132}
{-314031,556317}
{546398,722059}
{-306397,-525206}
{687546,-408338}
{-517358,-901274}
{974325,506732}
{-101282,205355}
{-588958,773971}
{302194,-707310}
{382207,-66892}
{-264842,-618654}
{666307,-782714}
{415434,615398}
{925105,632478}
{619787,-760533}
{-51818,630233}
{901790,-721103}
{-285410,-491099}
{935593,539639}
{-173742,-304062}
{-43339,497435}
{78587,-31828}
{-4743,425618}
{363862,-929073}
{-911893,-586646}
{475169,-784554}
{-705996,531159}
{683544,987415}
{-791679,-213825}
{-170259,605639}
{-593512,268562}
{124106,260024}
{-366308,-270300}
{-442914,-770738}
{-416045,65647}
{174116,-826472}
{56409,391559}
{-841449,-438669}
{65453,910834}
{423364,-744058}
{536028,149648}
{-587711,-164850}
{259282,621844}
{802058,436192}
{44109,-122133}
{343448,320518}
{-268032,116960}
{-920709,999568}
{393875,954178}
{-106600,-22340}
{-386524,-836280}
{129497,-565548}
{-100222,-577664}
{248483,-889571}
{-129533,244910}
{386048,25477}
{430691,317007}
{-654180,940173}
{20530,-229285}
{567423,-360634}
{1012,-148314}
{-354979,-803010}
{562915,-571752}
{-329395,765885}
{613882,334376}
{-459238,-308765}
{-569500,-185295}
{851382,-841567}
{2725,620389}
{64764,-879215}
{508316,95141}
{85194,634796}
{499416,-4137}
{762220,-475421}
{887952,-505641}
{725144,628726}
{892587,-122572}
{-709512,103529}
{489753,92537}
{-615195,792523}
{215004,-591764}
{-146561,-864442}
{-246400,-292344}
{754289,-217912}
{-688685,122725}
{-379271,-653023}
{-943425,-962470}
{-509892,-191729}
{588651,-257618}
{369177,288223}
{-10641,105619}
{20137,-448804}
{701016,-144016}
{834783,986309}
{-98098,373825}
{-740769,-888385}
{-349047,-101630}
{786561,852300}
{488921,117631}
{799951,254878}
{-174963,99751}
{232932,-306451}
{553336,-457520}
{764331,-179023}
{-10405,-868601}
{189006,631167}
{197318,-742483}
{833733,-535233}
{-433254,-536940}
{-239542,-515716}
{-560666,-642482}
{-356138,-475373}
{-620657,682008}
{-583372,-524589}
{580472,-814958}
{-782932,-941399}
{-503674,400871}
{358728,91593}
{-445320,-762890}
{74078,-686500}
{-100734,-22897}
{718681,-501795}
{333058,231856}
{-703943,-850675}
{688592,-506331}
{205130,485213}
{-850498,970407}
{523363,-619311}
{-580911,-826702}
{708194,-635744}
{-682249,675741}
{-596353,-630806}
{296459,-850764}
{253560,-189037}
{621077,-547133}
{-371847,-287035}
{-327151,-807848}
{960734,595096}
{348190,66171}
{-315750,-747987}
{871113,-669296}
{-490225,265730}
{-54774,774241}
{497806,416377}
{693513,897300}
{704815,-334226}
{281730,34546}
{-134372,765187}
{-418282,167157}
{-811314,538309}
{764249,-329707}
{-410824,-124009}
{-7308,-795581}
{32203,283627}
{-85701,948413}
{-619205,-262558}
{-666581,-982994}
{-381101,-862482}
{870850,-444403}
{-975273,941509}
{589721,-694703}
{-903895,972858}
{-815002,-246669}
{671868,-508693}
{-457441,334843}
{531487,20889}
{945012,-721009}
{552204,-421363}
{436606,282348}
{131394,367095}
{213474,899103}
{-641490,742290}
{417980,-492970}
{829956,388801}
{16150,-213750}
{809327,228778}
{-788178,-104931}
{803331,384468}
{-122789,-939145}
{-728364,900209}
{314065,-614309}
{944038,-437487}
{-631419,-528542}
{-804849,205176}
{-823944,-549598}
{300634,681077}
{254634,-706202}
{-338655,166339}
{-518089,315240}
{-302256,940813}
{-922463,-411419}
{-263672,357336}
{445203,233389}
{-840999,-206258}
{571687,115628}
{555870,-600060}
{581114,573083}
{186525,372544}
{501749,354798}
{400558,-890036}
{137567,628596}
{-593390,111197}
{784314,112416}
{-545792,451140}
{146275,-47274}
{56616,960288}
{203781,879285}
{64217,5598}
{929744,-698850}
{506047,-206708}
{592370,-149042}
{31600,-783567}
{142903,29174}
{-769159,794884}
{-341545,-132776}
{-961988,-644546}
{-291068,933364}
{-190440,-124474}
{977696,439471}
{910698,224169}
{-572378,-290119}
{-279804,-351474}
{-277670,64110}
{-141124,-168387}
{89050,784805}
{278820,99300}
{-701295,-302809}
{280308,184091}
{817321,-231220}
{-77713,755472}
{-103942,632040}
{-565238,-232756}
{-939176,970778}
{-926840,511510}
{127348,-758625}
{-378296,-297340}
{-935427,-811240}
{-148252,-887022}
{423292,15760}
{-874986,161317}
{-784577,-69155}
{239171,-858050}
{-913483,811174}
{-77890,5893}
{674072,-544955}
{-420843,593017}
{-988037,351164}
{-894293,-714182}
{681574,-908785}
{-882501,805763}
{-902009,-124760}
{762448,511714}
{-984786,777342}
{7143,-286761}
{16134,-895201}
{-187404,107795}
{911218,-308222}
{301913,-108199}
{767920,-220818}
{-882113,-485386}
{-826199,309524}
{-151586,-865521}
{-752710,596647}
{407101,327591}
{721021,-630535}
{786798,-782354}
{-490193,85084}
{-772703,276201}
{870198,950744}
{700510,-708003}
{132483,-430331}
{-527590,894902}
