{841479,768147}
{505216,-715495}
{-648046,359406}
{-146949,922920}
{-854584,869789}
{-40190,628765}
{789959,-410268}
{893069,79245}
{-24865,-405155}
{-343568,-955545}
{953255,-512394}
{952712,-761783}
{-450166,-725971}
{443588,-928959}
{798424,454938}
{-808233,-969384}
{455760,-918678}
{13687,827941}
{-707672,-622643}
{-294146,-986177}
{534495,753167}
{622381,248627}
{-58350,112297}
{756249,-736680}
{493218,-48335}
{48078,510846}
{-735110,453131}
{-36413,-292067}
{-188453,-585990}
{245859,-231639}
{575182,207791}
{-462615,-580437}
{-118326,-981239}
{-542048,-477652}
{-144072,-824913}
{888590,-788394}
{-680714,-406376}
{245999,-267780}
{537449,189609}
{938541,992897}
{-435818,-260270}
{-503217,773522}
{-705704,864775}
{-752414,-189835}
{64549,-396698}
{271225,-168728}
{-658549,-327237}
{165383,-172455}
{-812767,-97565}
{207647,-481773}
{-506520,-26143}
{-518214,-210559}
{-849188,930311}
{790235,-447586}
{-975877,45871}
{131955,260959}
{-688052,779205}
{-748110,-846048}
{644523,32062}
{-606668,782499}
{-368378,-94767}
{-330347,125894}
{-354175,-965982}
{427092,-949351}
{-585464,47840}
{26531,-106703}
{-284578,389289}
{899887,384100}
{403096,945377}
{-58219,-558166}
{280036,-417023}
{269587,-340770}
{-613429,707124}
{-319496,866513}
{989592,532319}
{427589,-676242}
{-950785,-82627}
{-729889,-458397}
{-201938,-235551}
{278793,-326576}
{483430,569180}
{-884526,-925500}
{-209994,282093}
{411235,-505267}
{616953,889524}
{-265685,-393764}
{741840,939149}
{-724135,431353}
{-854922,528989}
{473225,-132062}
{-430805,839301}
{409490,722560}
{450960,410282}
{478502,702768}
{-951860,-277973}
{463138,-402057}
{746859,576006}
{-904034,-421801}
{640723,213877}
{-605669,-595154}
{67018,-810273}
{327980,-321361}
{710454,992832}
{827160,491650}
{-844434,831100}
{294223,-638803}
{32501,503658}
{826116,731797}
{622747,475654}
{92107,267565}
{396348,494651}
{-692284,353024}
{-572456,322182}
{-955524,838624}
{332164,-663193}
{-441092,569914}
{974058,51564}
{-361081,-905725}
{-616524,-536435}
{-905177,364023}
{592083,381310}
{684189,-572630}
{80713,693132}
{667811,-622643}
{827112,-745033}
{511835,-982621}
{569632,-474165}
{927014,-989440}
{561392,585202}
{627681,-261932}
{430652,-267197}
{-736609,295830}
{-564046,-788912}
{728618,241238}
{327586,810057}
{590589,773696}
{207243,-397560}
{72226,580316}
{651556,156839}
{255852,-507383}
{-12030,932778}
{623325,-38898}
{-926417,-205510}
{685450,668986}
{-893601,764616}
{281537,-505703}
{229443,-876755}
{-115211,-342193}
{717432,867891}
{485985,-810167}
{792742,-929407}
{-31880,889384}
{-220437,928306}
{-554428,472065}
{615050,306166}
{-251456,376003}
{-441828,346643}
{-706180,-340214}
{172485,-14111}
{423511,166844}
{112991,-182920}
{47656,-969790}
{522304,911468}
{924314,-779647}
{568362,-293954}
{-283098,810461}
{-459287,215446}
{765065,-45245}
{-477439,-63974}
{401650,-706301}
{309719,216212}
{-423737,-118673}
{-159146,785139}
{-83794,-934826}
{-938671,944379}
{-51060,618790}
{254787,-90593}
{-716528,98889}
{414662,-297277}
{-347959,348997}
{865578,467849}
{-248234,-529452}
{589945,927640}
{500452,688004}
{229193,930176}
{93990,8965}
{-899665,865550}
{-759192,791729}
{-348682,-611140}
{-699251,-302320}
{-132920,-448701}
{294888,907110}
{-433801,-25299}
{-421848,36442}
{377505,-87635}
{635038,-279965}
{175940,-99134}
{31695,682886}
{668413,-316486}
{268291,524380}
{97879,-748382}
{102442,359739}
{-723814,-653644}
{363737,-861070}
{-343213,-414867}
{398658,576523}
{-747839,548871}
{153603,755220}
{-659929,808209}
{325423,-279317}
{-133821,-926588}
{-866570,-555734}
{-784861,621689}
{105352,-287587}
{-609720,387820}
{-946708,-533305}
{683640,-887506}
{-546460,-58300}
{618283,214837}
{809544,731633}
{259671,814921}
{551533,-218214}
{975965,443075}
{-786074,-47806}
{-873392,-478776}
{620635,-618632}
{-77462,-242269}
{604040,518409}
{-845723,747234}
{-472836,595507}
{608481,889972}
{51960,901267}
{-910090,-863703}
{954118,-288140}
{315804,955584}
{541310,820554}
{325821,-302787}
{-570233,765957}
{-455375,610267}
{-630706,469686}
{410075,-590018}
{334222,432770}
{-964066,-606869}
{-380845,-410906}
{32207,23821}
{130487,299653}
{-482706,648696}
{-421453,-654206}
{-488768,232718}
{159379,510015}
{572341,628819}
{-581304,178350}
{790418,-734451}
{-28948,-62264}
{462523,143564}
{-866340,-752503}
{-560492,-215097}
{-169208,-361815}
{878995,213233}
{67358,-629308}
{-630754,-297179}
{-434860,-689856}
{-588903,818359}
{149689,-847349}
{74581,-948552}
{-824557,22337}
{819501,719347}
{-145653,263133}
{-230911,-954609}
{-956754,81654}
{-996383,-37897}
{-507872,374752}
{984691,863243}
{152169,-68295}
{-639650,-377027}
{654796,-598709}
{237470,-69977}
{716280,776879}
{-88642,895733}
{-737021,-697468}
{630787,-86455}
{-964789,-791625}
{-942392,426741}
{-845811,-519893}
{-97266,796004}
{-778501,81706}
{-424657,982157}
{284922,438886}
{758833,-217164}
{-198590,365059}
{695939,775168}
{-335748,662029}
{-403430,-765060}
{-67913,567572}
{-342704,209746}
{-747852,-543335}
{-692473,267305}
{806286,-550545}
{942663,80972}
{-139272,-711425}
{-719533,-243131}
{-360248,-317015}
{-878931,-330579}
{-693894,170466}
{-671412,-795929}
{107133,16920}
{709185,-328205}
{-359393,-909658}
{71611,-903371}
{-489,-134812}
{-784146,-543202}
{-376303,-382905}
{-188437,-562411}
{-562306,-345365}
{195723,-638446}
{268698,152541}
{737890,-290668}
{831796,136298}
{409370,612480}
{430166,870387}
{211216,432672}
{49127,-82010}
{-7105,318466}
{-824057,-134611}
{82417,818825}
{369259,-530154}
{-671622,601302}
{175016,-238890}
{459984,-196753}
{-968099,272460}
{-554718,-769506}
{98933,459220}
{-847896,-614063}
{270165,32783}
{-323848,-80573}
{-142771,922095}
{-509524,-111865}
{-953110,489824}
{493752,-886601}
{200445,811034}
{-142363,302494}
{-87811,-391314}
{-969362,-947522}
{828349,-233387}
{25462,-370993}
{-248078,-486398}
{-157145,-371513}
{-237318,-924431}
{126142,-829210}
{-80701,181111}
{729410,199194}
{516748,-932630}
{-777835,-39281}
{682940,-804741}
{-417178,-716175}
{914298,-589676}
{-386028,291392}
{194907,-553791}
{119634,519073}
{185566,697093}
{273825,544811}
{780553,833848}
{81302,-407725}
{-190626,554539}
{453285,80382}
{-355432,91007}
{905658,629949}
{-98781,91623}
{581914,-366369}
{-504485,-597196}
{750239,-99886}
{520821,-73018}
{18855,-140796}
{306073,-367854}
{878882,-821453}
{-361842,387268}
{68009,-343221}
{-472354,195279}
{-982337,200456}
{949592,514261}
{-426875,861234}
{-923859,463177}
{263888,-817403}
{-716205,-87985}
{-476807,393706}
{-408622,171753}
{-884151,-412615}
{164183,-839188}
{-100432,842505}
{966508,382530}
{-627309,893125}
{923102,646226}
{-449314,349069}
{628917,767395}
{930031,-865309}
{-625385,203770}
{-441915,-305607}
{388954,675817}
{-888069,878276}
{68549,729578}
{-564433,-894299}
{-154967,-743415}
{360202,-697710}
{350217,748403}
{-984753,-719054}
{-742146,908469}
{482310,478383}
{-829744,-587222}
{842106,-624524}
{-661713,119069}
{-495161,44499}
{755258,637511}
{-846912,-150715}
{788434,256270}
{-882926,340102}
{498112,-143844}
{-445842,-855790}
{136307,-166467}
{-828638,476846}
{3869,-842405}
{26419,-476837}
{607802,604095}
{-504759,-721897}
{-908519,861588}
{152608,498914}
{-729235,-438883}
{-876349,-660267}
{585584,249497}
{-532790,945355}
{496441,-149819}
{-530645,-522570}
{774455,-830523}
{657032,215978}
{994819,-462638}
{-607589,269883}
{-144075,323674}
{-282713,335956}
{-336976,-298853}
{-394489,-343783}
{-242578,-96007}
{540741,-804376}
{-3845,-443724}
{-908418,841605}
{-269986,-766357}
{952806,-331853}
{-625087,194401}
{489127,707019}
{749488,-668313}
{152010,344287}
{-258202,-322787}
{-20117,-737612}
{-329669,-842803}
{124779,-90754}
{360859,-287941}
{-341838,-618689}
{834985,418554}
{-278189,179848}
{69351,-740010}
{185525,898072}
{-500088,834667}
{471027,-411732}
{-729076,-200370}
{-213131,717738}
{624560,553609}
{899133,476139}
{-754591,94951}
{212268,492308}
{770896,-855722}
{-770895,592308}
{-485625,607882}
{-130236,-783871}
{980411,694544}
{-107935,-885026}
{-905330,-839641}
{491499,348452}
{-658923,-22817}
{-508626,-448286}
{407803,248505}
{-418787,329834}
{-406855,-797240}
{-713559,-932815}
{180740,-254984}
