{752762,579382}
{-153103,-115225}
{746120,370613}
{-683815,-38122}
{458336,567777}
{-733016,-245132}
{585010,19727}
{286800,800716}
{-330688,-469098}
{674908,200433}
{-575655,-422310}
{-343628,-93913}
{-592869,-840033}
{480062,523848}
{156379,500683}
{620888,233698}
{475543,337207}
{368120,624008}
{-39746,-954696}
{-94821,-148103}
{422292,242257}
{470298,585885}
{-633530,-697253}
{685874,177315}
{-776341,-852194}
{953084,473081}
{374958,467124}
{-816561,-835244}
{-58878,-393490}
{-807294,-488311}
{-756141,-910603}
{-127298,-380901}
{592369,14430}
{-415972,-700305}
{-763422,-995145}
{-648554,-948228}
{-248885,-323185}
{-223422,-139746}
{821967,717124}
{-375206,-524417}
{-595049,-280558}
{-575648,-926356}
{-142131,-518725}
{-405868,-934697}
{-365419,-216617}
{-695664,-865172}
{980490,632556}
{-250938,-855978}
{356630,677944}
{-374312,-571649}
{-880305,-685197}
{-296899,-779344}
{612895,921476}
{-461820,-845843}
{529549,729762}
{-73922,-425425}
{603522,924414}
{456306,175351}
{-967337,-50480}
{-713990,-943292}
{-985060,-823596}
{573687,638995}
{570170,770389}
{-603877,-232208}
{-90779,-761757}
{-794299,-354178}
{-881490,-476199}
{-119734,-932505}
{-213957,-418340}
{-504622,-132329}
{885436,635889}
{951447,209575}
{796801,779745}
{-600629,-902121}
{-250299,-511399}
{629732,824197}
{953088,224185}
{200857,343920}
{142476,557877}
{-134576,-62498}
{-69968,-947935}
{865955,417880}
{300935,733180}
{506304,333808}
{980880,584107}
{-217211,-732338}
{326220,685426}
{-911428,-404782}
{-947639,-547258}
{402190,200334}
{-989072,-788802}
{-211840,-654756}
{644185,955691}
{-893272,-980494}
{44479,479872}
{-707085,-697083}
{230886,541802}
{460374,971729}
{552280,919367}
{202063,840057}
{-432844,-829128}
{130058,559467}
{763652,722151}
{130424,615423}
{349504,659902}
{671190,885486}
{-206714,-116372}
{464663,95245}
{127393,647525}
{-337382,-368087}
{266203,319430}
{983827,967988}
{356204,731639}
{-202772,-380562}
{-548332,-730066}
{855265,919756}
{896278,126469}
{-479093,-109632}
{-515136,-237025}
{-507545,-92906}
{-340010,-877610}
{-520102,-861436}
{-778161,-217639}
{239870,938911}
{835502,487243}
{91034,861007}
{-750552,-757284}
{526442,236376}
{-397576,-270012}
{-434735,-296056}
{839982,154566}
{564658,193167}
{257321,971328}
{681624,211197}
{4988,46698}
{-95417,-656232}
{587102,406784}
{723755,933226}
{-970041,-849301}
{971851,284036}
{-585066,-124017}
{75891,207174}
{428151,464495}
{35049,664619}
{62359,188106}
{95410,283523}
{-507968,-870625}
{677809,594379}
{-602525,-564419}
{-797254,-54768}
{-806538,-158334}
{488887,234225}
{845904,180875}
{-692748,-215925}
{-750790,-796784}
{-374029,-410693}
{171999,918661}
{376754,114968}
{-514733,-717494}
{20512,33246}
{-810328,-358283}
{724160,847170}
{-363665,-211572}
{-467666,-904321}
{754784,173609}
{-711509,-66137}
{-470255,-238136}
{99626,614890}
{-841876,-648123}
{-148543,-668635}
{546979,478963}
{585249,721622}
{376243,603787}
{-866613,-71452}
{-91405,-344735}
{-112982,-56243}
{545252,44998}
{-933181,-663124}
{917579,504999}
{-137969,-172041}
{910106,719021}
{522025,822769}
{499613,717512}
{207273,584124}
{337752,194028}
{-641841,-307010}
{530565,370761}
{657426,303942}
{436176,740020}
{344548,396489}
{440055,306594}
{-533024,-828620}
{829116,846732}
{247492,572504}
{-737322,-910257}
{-90385,-552097}
{-18191,-601161}
{-990997,-777087}
{-626924,-213262}
{-286350,-76309}
{117817,34864}
{-668305,-567888}
{560060,915503}
{169327,162995}
{-881217,-418816}
{305634,27700}
{37062,45891}
{139251,36887}
{-63881,-182311}
{247030,468661}
{345168,586478}
{-231400,-773282}
{983251,851841}
{100331,21167}
{-271417,-420884}
{-871259,-726518}
{541696,763580}
{-813295,-421330}
{-861979,-3710}
{642425,769241}
{499180,114408}
{909299,864308}
{887305,847558}
{-780814,-466388}
{837318,737806}
{831137,127563}
{-371155,-669260}
{-438566,-482554}
{61363,863032}
{384971,505456}
{658740,523135}
{555985,432433}
{708012,319738}
{-230378,-100551}
{292412,456369}
{775330,806005}
{21764,177160}
{31778,615726}
{463122,195588}
{416676,580559}
{-139470,-757798}
{976673,313782}
{-678182,-540293}
{264247,289170}
{798202,581583}
{588460,875412}
{24781,897176}
{130362,447453}
{-236996,-910576}
{-725162,-845751}
{-718783,-985222}
{754038,961894}
{-221726,-158575}
{-9152,-422822}
{415630,739523}
{278475,846483}
{465825,871264}
{-311835,-520126}
{-292070,-275621}
{467893,782}
{-261273,-238064}
{293951,510602}
{677410,250827}
{-119660,-778480}
{-851082,-194109}
{-682584,-991084}
{-907998,-456909}
{549087,768744}
{637629,579314}
{636746,565706}
{112,826980}
{830202,639430}
{140683,316840}
{128239,955000}
{20117,324580}
{-688518,-7164}
{-684901,-433661}
{71047,501247}
{-977319,-138875}
{-677711,-775621}
{378886,775734}
{-355124,-124434}
{-323464,-783617}
{-61130,-911856}
{-577277,-450472}
{-806031,-138990}
{25868,823891}
{-221114,-413437}
{-703604,-909256}
{765406,586966}
{-392914,-484351}
{365901,839475}
{459819,681438}
{907575,742569}
{310330,838345}
{-37666,-644375}
{290665,670244}
{-495825,-891358}
{-202232,-594961}
{47514,878867}
{-668417,-271780}
{-102052,-637682}
{-660121,-616000}
{1806,42073}
{773846,352404}
{-514857,-908570}
{-394858,-199234}
{-617250,-213559}
{253078,415791}
{-798162,-463305}
{448710,650221}
{583610,752273}
{557985,412394}
{-732297,-932700}
{-167676,-225044}
{-922901,-739902}
{-840999,-134759}
{-429341,-752009}
{909041,523586}
{-20699,-321747}
{-492726,-770458}
{273531,872567}
{-692018,-949051}
{245003,681347}
{-840062,-849023}
{-787525,-290422}
{-162055,-131421}
{254320,560762}
{-560144,-988302}
{800258,9000}
{22175,501726}
{-375815,-293756}
{-518726,-985774}
{-74030,-230776}
{80533,589338}
{-830580,-895362}
{320528,575916}
{463735,830237}
{395949,908880}
{-333250,-227637}
{-110798,-249812}
{-658803,-144126}
{597874,662852}
{-485996,-736882}
{573964,335914}
{-510954,-166494}
{738367,487022}
{615700,469256}
{53794,865205}
{-480190,-716955}
{915587,827753}
{-371208,-5054}
{120585,121428}
{-374236,-607424}
{-858664,-181387}
{450927,210840}
{-938553,-949208}
{-2093,-83406}
{-895871,-137201}
{-735526,-617391}
{-284319,-51476}
{601424,422684}
{-62654,-61769}
{-705237,-436005}
{-84701,-813168}
{800080,264095}
{681952,202647}
{-87844,-204740}
{962993,619110}
{-221844,-354635}
{716151,638954}
{-38208,-758877}
{365321,340031}
{332361,45267}
{-906825,-129968}
{-181174,-930048}
{184864,130498}
{-137760,-736842}
{-174063,-699834}
{-866067,-440178}
{175461,156328}
{54831,713036}
{-356885,-596857}
{-239208,-929218}
{76035,354542}
{207530,54215}
{603121,239079}
{719857,376840}
{559833,69402}
{500418,935470}
{-314138,-110930}
{285312,684261}
{15362,559645}
{85443,317352}
{719291,393387}
{-483107,-600918}
{695471,722538}
{38332,960894}
{636535,520726}
{-453071,-539644}
{228284,372281}
{159825,657593}
{-322902,-672955}
{-82834,-276897}
{771985,996189}
{852676,479295}
{469083,174765}
{843069,731597}
{112393,886632}
{451120,858202}
{-725317,-86486}
{628942,764811}
{735328,87712}
{-882859,-170547}
{-866241,-461031}
{243010,313707}
{-220697,-782790}
{-439421,-144357}
{-619039,-775250}
{319382,226369}
{-77868,-470185}
{-208635,-99127}
{-996996,-834455}
{976811,235812}
{752022,620552}
{41920,863563}
{-329613,-602759}
{792072,560680}
{23126,179718}
{140811,499100}
{-635198,-95467}
{-216070,-304102}
{-80253,-301098}
{-32148,-796408}
{-154590,-66928}
{-256562,-627348}
{-153742,-956961}
{352210,267532}
{213535,290658}
{331609,431469}
{-713052,-66667}
{-46180,-801237}
{515434,399989}
{819143,432137}
{877162,105226}
{555733,361789}
{-616366,-515531}
{-798258,-386240}
{-540828,-599775}
{-981617,-449884}
{-921504,-162935}
{956859,727615}
{814815,243049}
{-973869,-62191}
{447829,939353}
{507217,13585}
{-193952,-629951}
{356147,946708}
{785875,6035}
{24758,506151}
{695112,427654}
{432132,903012}
{488889,717826}
{-464134,-210193}
{353016,176521}
{-865625,-683738}
{-740022,-396189}
{648449,270836}
{943117,56710}
{837559,599968}
{-700384,-295080}
{726144,727212}
{479519,734600}
{475943,717233}
{-534558,-588749}
{51025,454373}
{581077,712895}
{-259579,-879843}
{403289,341458}
{553033,697516}
{-727428,-397899}
{847976,124043}
{871535,603562}
{-131419,-79505}
{-601498,-132562}
{766597,702087}
{-615433,-283164}
{-378958,-61242}
{-413319,-464531}
{-541389,-536064}
{750928,781991}
{-255545,-629966}
{-5874,-501500}
{-527803,-632920}
{248464,752917}
{-76373,-519513}
{358655,653445}
{872332,550903}
{784350,482721}
{-37825,-24110}
{-507317,-775038}
{-374708,-549082}
{884641,73456}
{-516635,-601259}
{746634,849723}
{-109195,-444595}
{-692343,-803250}
{558654,675581}
{-4706,-978430}
{-915291,-16255}
{398937,42071}
{664574,416779}
{-78675,-819920}
{-994278,-336554}
{-61297,-601688}
{-399734,-710883}
{257682,403225}
{287575,480378}
{-868371,-485084}
{-931888,-918875}
{538013,317811}
{-437676,-500885}
{-886421,-579560}
{408621,573837}
{532080,153634}
{-542260,-553368}
{478535,811050}
{736559,617125}
{188663,485495}
{-619198,-935882}
{584486,473895}
{-591846,-430070}
{-534485,-316490}
{-297042,-725111}
{-914654,-775690}
{-133952,-836449}
{582633,314983}
{953038,570041}
{-803820,-277204}
{-139686,-896402}
{-394426,-480887}
{485477,591233}
{-77412,-125717}
{248908,422759}
{-512740,-337413}
{930206,471365}
{-419538,-572498}
{-238419,-525535}
{155926,329355}
{-77427,-469041}
{-453309,-381966}
{-303086,-385943}
{582932,463355}
{697768,230762}
{-56212,-743502}
{-708847,-673707}
{197928,611744}
{520493,850164}
{413098,524589}
{101406,120515}
{-686116,-573824}
{751712,876910}
{927041,978342}
{-228085,-194608}
{470389,769320}
{-50105,-478166}
{619687,194594}
{280264,715087}
{-466377,-646684}
{981845,748090}
{-484852,-434205}
{888326,704416}
{677741,149955}
{449011,896541}
{451044,366929}
{196578,935535}
{-652818,-555221}
{202302,353984}
{120449,820362}
{81684,802206}
{644935,805558}
{819009,693883}
{869992,890123}
{-417815,-339134}
{-160246,-790178}
{708996,505255}
{-735912,-158072}
{-957422,-878875}
{412517,517823}
{32795,599508}
{401163,762942}
{-722235,-581950}
{266222,451941}
{-960165,-388255}
{-550647,-67000}
{26557,775997}
{438003,511908}
{923168,987830}
{280816,918846}
{940327,951642}
{439042,352804}
{224814,593539}
{-741469,-859761}
{629746,338424}
{375656,889071}
{430243,434127}
{-990085,-390629}
{-226497,-832297}
{860285,113112}
{-493395,-571939}
{763012,10980}
{795570,754294}
{-410078,-495762}
{-513527,-644007}
{5230,19662}
{563934,449905}
{898635,958489}
{745243,184986}
{-98179,-45270}
{369961,57164}
{-593385,-338675}
{-206611,-134244}
{-894877,-62822}
{-479901,-94848}
{-884850,-100078}
{-697368,-664012}
{462512,562646}
{-618286,-826388}
{-606356,-924567}
{-707539,-813028}
{380659,924912}
{-583260,-131522}
{58653,544898}
{29808,24798}
{-163470,-909648}
{316795,125514}
{920025,588026}
{-241,-724812}
{-783945,-331167}
{-612917,-38705}
{536053,937865}
{279363,39623}
{675418,616776}
{652794,165083}
{725018,328554}
{-415819,-645349}
{252133,83872}
{169592,602613}
{-431938,-386557}
{-618851,-517974}
{618791,54026}
{62141,333389}
{-637014,-527307}
{-238284,-698600}
{-382852,-942118}
{955567,357936}
{-653795,-128568}
{-977049,-816660}
{506613,248598}
{885845,385948}
{303782,4739}
{178082,585380}
{92006,222394}
{141204,460678}
{-836987,-362030}
{379822,836096}
{86505,8390}
{877061,985439}
{270229,10550}
{49954,896396}
{347653,718677}
{217877,896759}
{-421490,-507264}
{-670910,-166968}
{-137428,-522454}
{-546064,-902277}
{-831135,-507281}
{-763274,-384342}
{512073,654571}
{-27968,-704525}
{-411313,-570677}
{836396,788554}
{-328359,-728543}
{561215,917952}
{254749,55379}
{-828813,-119942}
{-757472,-469577}
{176020,232850}
{-98507,-263422}
{31544,291391}
{379476,221203}
{927585,57599}
{-890951,-904458}
{880081,465672}
{36178,238921}
{-714731,-586233}
{814058,343704}
{-420666,-38224}
{-930116,-655231}
{-94135,-205274}
{-481179,-584750}
{957399,512334}
{222171,921784}
{-733987,-801865}
{163753,356542}
{167398,71272}
{-290986,-403830}
{-884151,-342995}
{-228665,-273111}
{-355101,-885746}
{-772928,-885425}
{-930457,-842823}
{664085,583494}
{302169,835980}
{-405926,-999733}
{785603,167130}
{751513,976617}
{-579626,-860767}
{445963,607931}
{486030,963032}
{249870,254458}
{79960,184915}
{-459383,-367499}
{242089,669668}
{-863660,-594094}
{-323272,-379696}
{891156,131208}
{344370,710834}
{-659079,-675296}
{246898,679825}
{-720463,-929695}
{597952,528154}
{318263,987537}
{140567,748126}
{-280351,-611785}
{-456866,-453556}
{-319010,-344711}
{-639272,-207580}
{-338799,-866659}
{-646257,-113556}
{-435246,-352519}
{-478694,-950471}
{-707056,-268733}
{821417,409300}
{605445,208150}
{502066,183515}
{-778383,-502525}
{704408,141796}
{-378266,-999095}
{-208920,-163851}
{-237898,-599097}
{-715071,-77790}
{-201898,-303346}
{-713261,-643262}
{972749,767206}
{844021,269271}
{-687348,-566153}
{912385,789061}
{826503,167326}
{-644279,-894746}
{575611,132643}
{-859462,-366214}
{93782,86611}
{633835,799872}
{583187,772620}
{259188,616640}
{637204,822487}
{-999245,-734871}
{21581,79873}
{561513,724152}
{-265294,-299762}
{-86672,-159223}
{-504341,-771505}
{-743854,-923839}
{626629,507025}
{-795108,-284712}
{-232858,-921916}
{755261,439659}
{66723,461241}
{545512,541253}
{-437545,-325046}
{-980721,-930219}
{890111,434559}
{886111,696912}
{-681983,-323540}
{768973,118648}
{991103,870006}
{-35717,-625266}
{852203,691989}
{-748561,-756000}
{887570,712044}
{-326340,-692764}
{-961333,-101373}
{886329,505984}
{-216663,-187966}
{-91021,-475438}
{250091,466540}
{368075,20757}
{-407219,-872960}
{944602,140020}
{23237,27589}
{-426919,-872430}
{-760819,-833762}
{47776,238590}
{-550145,-455253}
{376054,64774}
{-320611,-833365}
{653673,201440}
{-612000,-127158}
{-262315,-71759}
{668630,94996}
{305487,40414}
{153608,319732}
{-103102,-367508}
{-558580,-917654}
{720523,293707}
{357903,132818}
{980324,304990}
{-623501,-916991}
{176637,179305}
{351293,366435}
{-553539,-190421}
{-146713,-344029}
{92149,447131}
{-276174,-5710}
{-915453,-726233}
{138004,602636}
{712421,582959}
{488276,724960}
{-391290,-901597}
{884563,252889}
{-991331,-324928}
{657013,471641}
{123928,82289}
{476851,358464}
{265926,792416}
{-385707,-930421}
{638307,642841}
{195896,649616}
{670476,40905}
{361359,443967}
{418678,953798}
{184917,610810}
{-295185,-253237}
{-852585,-730088}
{-934195,-514513}
{260536,900221}
{189513,538527}
{701449,252922}
{-456844,-923398}
{-113834,-803256}
{-542214,-740433}
{295521,925350}
{38969,220535}
{383206,591619}
{85906,44312}
{581022,823348}
{6558,12860}
{111933,714310}
{-866925,-689653}
{-181321,-803487}
{-939685,-345701}
{-170344,-159721}
{11813,198690}
{-106520,-581896}
{-449815,-667802}
{826122,248824}
{102648,773882}
{954701,404314}
{-541175,-789739}
{88045,971060}
{-438171,-910744}
{47229,81087}
{63138,611400}
{-336580,-717921}
{-720141,-167735}
{148014,993857}
{399235,615004}
{-663316,-569704}
{678706,629378}
{865248,235922}
{-855277,-192592}
{-228005,-239822}
{-241956,-821460}
{-973097,-676539}
{-804632,-396680}
{-303969,-63193}
{89129,462428}
{-648171,-644243}
{-130026,-322948}
{401619,706696}
{644272,80471}
{-316166,-308477}
{587648,550433}
{470529,523529}
{589830,328160}
{-395365,-150629}
{-713256,-239758}
{-646150,-406429}
{667247,536455}
{354720,456573}
{-759616,-100844}
{-394102,-935511}
{749912,41657}
{-445679,-30685}
{817986,139014}
{105471,534379}
{-456150,-247634}
{787756,412283}
{763605,598029}
{99400,952749}
{623392,712364}
{-746354,-624965}
{-659294,-374876}
{641165,339055}
{665065,675540}
{-17124,-299511}
{-38312,-274160}
{-817758,-61916}
{-3632,-344020}
{-244460,-961920}
{941862,585311}
{-258607,-331664}
{-29361,-509457}
{360273,669122}
{-203369,-334186}
{-703980,-869810}
{-257467,-426621}
{-58589,-762878}
{271993,766510}
{-601926,-10970}
{-884606,-471331}
{879650,248437}
{-18157,-796299}
{50040,156571}
{-902480,-878440}
{-467457,-582419}
{-813446,-839887}
{-952094,-416975}
{-671158,-207467}
{-734241,-809393}
{277743,212498}
{-406555,-610647}
{-867032,-628804}
{873965,678844}
{-31518,-99822}
{41758,567279}
{440306,899224}
{-265475,-369817}
{-372021,-40974}
{-726577,-293714}
{129102,571457}
{-2958,-978013}
{643751,363543}
{-80842,-237507}
{674504,269026}
{146605,829284}
{-201126,-269589}
{-132531,-53563}
{999412,425584}
{-555259,-670661}
{-438998,-799763}
{-53735,-321220}
{760619,483470}
{133305,564312}
{-184835,-238816}
{-854687,-385421}
{91817,105046}
{-265171,-756078}
{-808341,-755489}
{910985,310747}
{-307342,-268244}
{793656,840479}
{-776482,-119597}
{122850,252902}
{706726,437737}
{596627,292423}
{-315810,-902741}
{304583,686411}
{865420,494751}
{370339,924235}
{27419,750076}
{-521261,-543732}
{-336322,-320213}
{634853,961563}
{-16195,-186787}
{-117854,-783414}
{-123434,-99224}
{752560,922307}
{619263,306225}
{-241454,-676564}
{211391,222482}
{-449572,-743743}
{-9732,-598564}
{726489,233417}
{-177647,-768112}
{585042,404466}
{-803360,-527900}
{924417,798959}
{-731885,-418221}
{552603,178174}
{297555,389565}
{-792584,-839137}
{349843,367369}
{-745815,-93857}
{103348,790005}
{166169,375046}
{-12403,-696905}
{-957862,-621322}
{-862625,-871706}
{592113,424308}
{-998166,-240362}
{-145199,-551446}
{-554475,-419788}
{562315,684103}
{-803572,-787451}
{-331440,-953620}
{745274,484522}
{-205507,-960883}
{-983198,-823508}
{-179109,-934120}
{-71693,-450784}
{-872343,-114482}
{30627,668958}
{556281,231272}
{-212790,-553344}
{-659305,-884784}
{480865,148556}
{517829,872563}
{176115,855761}
{706106,553369}
{-178904,-143561}
{-410564,-534403}
{712169,565030}
{915062,639810}
{-320557,-852601}
{-513503,-511905}
{-697067,-511269}
{846654,29097}
{-475623,-723712}
{928099,948318}
{314694,127221}
{670574,56284}
{-140935,-768453}
{-798754,-202013}
{-206343,-522570}
{-685777,-554572}
{-49992,-251639}
{562765,616792}
{-948101,-92414}
{-707695,-20513}
{20658,853707}
{995683,42779}
{-986610,-702214}
{61066,19466}
{-293833,-744310}
{-379199,-430086}
{494970,480078}
{640508,561343}
{815144,509443}
{-231991,-735637}
{-78655,-756295}
{89540,751977}
{156708,257086}
{29328,836652}
{-585462,-648984}
{182664,28183}
{852939,41652}
{-774852,-682160}
{-832057,-15803}
{981676,247794}
{670307,844949}
{-731144,-452988}
{353260,128196}
{677591,157524}
{-539887,-742986}
{-664992,-444149}
{-220182,-297088}
{255450,71939}
{-370561,-903996}
{-513613,-404170}
{392302,74476}
{545786,805621}
{-969746,-158880}
{-650791,-354970}
{-686987,-894857}
{-372167,-559848}
{604030,298529}
{877545,553980}
{351719,443040}
{-841696,-475152}
{-579467,-385954}
{680686,931740}
{234892,419984}
{917296,70774}
{-757222,-757761}
{-340134,-648428}
{-885695,-252457}
{728343,648502}
{642930,220}
{-498512,-360415}
{-239765,-458381}
{573994,139066}
{-713843,-892459}
{-531071,-809754}
{-221769,-566975}
{-807325,-425608}
{989727,311302}
{952158,39644}
{-987069,-201074}
{502017,699586}
{-973619,-457850}
{-349673,-31843}
{-694466,-745686}
{-940743,-795257}
{-257793,-535525}
{369604,342849}
{-129841,-851075}
{-142536,-803233}
{-840732,-308800}
{539147,810817}
{116477,302935}
{152188,171107}
{-326965,-865574}
{394201,806316}
{789689,582609}
{-752152,-952213}
{658723,82053}
{-876596,-743090}
{652612,583821}
{-629703,-641468}
{343378,757945}
{996404,910133}
{681273,755597}
{-148827,-668297}
{-411637,-976486}
{-728472,-247136}
{-388156,-905859}
{-417414,-300953}
{-249904,-953566}
{-909694,-101767}
{-898799,-445145}
{-709339,-960048}
{-690986,-159820}
{56705,308647}
{-228740,-238783}
{501884,967256}
{208739,355411}
{516148,291324}
{566646,541228}
{-719465,-969421}
{-995251,-386718}
{-65980,-96056}
{565341,787042}
{-820299,-843747}
{-743554,-590987}
{161792,92870}
{-827168,-820109}
{916902,336257}
{-307588,-421402}
{-170339,-140866}
{134857,654617}
{-63019,-239096}
{-469728,-804437}
{-517758,-624736}
{-392933,-368289}
{506892,48580}
{-106605,-394248}
{61729,311149}
{308177,137236}
{-614352,-307575}
{889947,960932}
{-70759,-542450}
{347628,12177}
{411538,48434}
{-356194,-959868}
{891837,985259}
{38848,91864}
{-5969,-672093}
{827846,980271}
{71124,113121}
{-973770,-3068}
{-531030,-592327}
{845887,939955}
{965180,869992}
{709208,226186}
{340024,636522}
{-537920,-675371}
{130064,681340}
{551856,509185}
{629384,580310}
{14485,72578}
{360519,122107}
{-249001,-486493}
{-149661,-451672}
{617256,679379}
{-563216,-537902}
{-975936,-594322}
{-517518,-724386}
{-212694,-794741}
{406639,424124}
{-713706,-438610}
{-542340,-317628}
{-963301,-566629}
{-842715,-234790}
{73621,370545}
{567712,933761}
{179825,428196}
{467309,945714}
{-954632,-158407}
{951140,83546}
{564955,797252}
{251349,858092}
{-59850,-339891}
{354844,182606}
{-620010,-774727}
{-564555,-342438}
{565501,522264}
{-160768,-508072}
{-998921,-462704}
{-150312,-932343}
{-244328,-497297}
{776954,267145}
{145706,326995}
{-81088,-681840}
{769759,820349}
{-828975,-903403}
{821951,468903}
{761622,148170}
{-165505,-665590}
{727797,815903}
{-892134,-578730}
{853723,874184}
{-191901,-19889}
{869972,619477}
{-249147,-907736}
{-403049,-736710}
{417889,77159}
{-473491,-838781}
{-37165,-4285}
{582043,250582}
{59262,142715}
{552279,514937}
{312440,706839}
{399596,95309}
{205591,344457}
{313435,266005}
{843181,683894}
{-360329,-675885}
{-25648,-231549}
{-875057,-813593}
{540367,391354}
{302906,462132}
{939630,774572}
{114741,692668}
{427829,898259}
{167152,730193}
{643184,573373}
{196375,933703}
{-625345,-477850}
{-58600,-352906}
{260937,411772}
{605990,714678}
{984479,172806}
{69805,806047}
{-250441,-752376}
{-775535,-919528}
{85132,562711}
{78623,277585}
{266499,421430}
{-204423,-998530}
{955940,259467}
{617309,383956}
{740811,886934}
{-638885,-956739}
