{-472650,-263508}
{-302263,494555}
{263245,-538381}
{820857,949582}
{202523,-90835}
{343410,-273764}
{109044,518135}
{998947,-631814}
{918670,-391788}
{217540,-507259}
{-603918,814669}
{-338779,522072}
{388474,6323}
{-753292,156243}
{-498587,-38845}
{-610873,794578}
{-557184,787474}
{-109708,-292507}
{377370,656900}
{871425,-294449}
{791878,-991783}
{580859,-926005}
{859402,-95478}
{672507,36816}
{-631920,-41412}
{637522,-973754}
{-441094,249540}
{846623,-90915}
{-844762,-220668}
{-267722,-23565}
{148520,-634398}
{46097,87715}
{-532502,938145}
{-981546,-703415}
{-98048,772156}
{-15442,620170}
{-982768,322823}
{-24508,414613}
{502430,512554}
{-757223,263543}
{284894,-459748}
{150584,726077}
{-634616,-230302}
{879802,28761}
{209808,631559}
{734971,-407344}
{613681,-822926}
{75664,-660627}
{806657,-145496}
{-320535,242872}
{888304,123708}
{323646,149174}
{541052,286270}
{-345403,31921}
{-169010,-848486}
{459815,123732}
{-184985,742212}
{177800,497670}
{-976758,-352709}
{329345,870858}
{319614,-664918}
{406240,-661099}
{70184,-856925}
{574194,-314970}
{286884,-783199}
{-79264,-49288}
{-420745,393424}
{459378,138985}
{-939909,481007}
{537740,-439898}
{688688,-174922}
{795979,-22060}
{-584073,-66046}
{-604626,-237858}
{-72829,-812459}
{414063,829698}
{-792345,-737118}
{971309,-493506}
{-992338,441377}
{195320,908178}
{305694,-961230}
{645057,491188}
{-867368,-250093}
{292088,672400}
{908995,970015}
{-105033,-577298}
{650448,441185}
{-519110,143660}
{360584,-772122}
{-859475,242026}
{-85454,526772}
{-90408,498973}
{-127188,435204}
{932507,-885091}
{68174,-465721}
{194136,930587}
{-751269,-597360}
{-484516,-374584}
{-850004,466011}
{137525,976814}
{952470,52433}
{943018,504929}
{-263798,-116974}
{-98530,568153}
{268767,-497541}
{-523397,-841752}
{810479,-832311}
{-309744,-249717}
{258139,665688}
{-758174,730847}
{-141267,516905}
{-932380,-608096}
{769069,991428}
{-533260,665865}
{696439,328742}
{-344298,-268395}
{399108,-322093}
{-104700,-697753}
{-456259,-522763}
{-336713,-626784}
{-273495,916746}
{-488389,668993}
{-117783,-709510}
{-94692,-101517}
{-430487,-169581}
{32047,818153}
{-118989,-395444}
{990275,79982}
{158937,107522}
{616336,869153}
{292749,233199}
{-75065,399742}
{-313824,-77738}
{-473656,834178}
{755307,566847}
{770348,-564848}
{680556,613610}
{-967385,-68009}
{-579923,684575}
{672924,-679041}
{-690638,-332620}
{-171169,-275438}
{-951918,227554}
{-526112,170049}
{983272,-540558}
{303420,766288}
{-428275,538332}
{53677,-606447}
{-11149,427108}
{-142862,-664293}
{63329,-335544}
{202748,833108}
{-326251,-692174}
{-500732,513015}
{-427823,30205}
{-824217,-744315}
{94217,536184}
{873969,-368858}
{610824,-82238}
{728495,-555090}
{807511,-202916}
{742723,755748}
{-322775,652046}
{941105,500857}
{567783,-309401}
{-274516,-934549}
{-901161,254410}
{450631,-721399}
{-93761,-603382}
{195744,525529}
{-663583,702510}
{92433,-677008}
{795906,-138967}
{183167,-992761}
{-127300,-232481}
{-612168,873072}
{-396694,-60911}
{872582,629458}
{282513,-177850}
{572333,553663}
{-359766,957159}
{803144,145759}
{-752587,-545373}
{850619,589182}
{931897,358251}
{755033,896141}
{875174,-449492}
{-447347,-334243}
{732783,-387044}
{-278319,503368}
{429542,-395660}
{985685,-45973}
{-153435,-277556}
{947431,-501512}
{-247686,-788610}
{-954158,539145}
{932754,-259864}
{495991,241979}
{811973,-724194}
{-140980,-270735}
{729889,758382}
{721988,536921}
{-729397,-701706}
{-448383,-407493}
{204039,110708}
{430589,-144062}
{508826,-77216}
{193920,499720}
{-414741,-119626}
{-554993,624902}
{500577,486443}
{604457,-367095}
{561292,545525}
{-830491,271440}
{113341,-544620}
{-733606,231070}
{-820940,-285075}
{44242,178821}
{273583,-530778}
{-559199,723535}
{-894176,630871}
{514144,-100980}
{-769467,-934747}
{-208439,-651420}
{553511,-442310}
{-883471,179572}
{286395,553592}
{-645222,484585}
{-101683,-782562}
{17766,243312}
{47640,-808806}
{862374,322457}
{433718,50637}
{904398,-992741}
{-977558,-554887}
{-378957,-680675}
{-673426,96468}
{865277,-515425}
{-36338,205995}
{821454,-833096}
{330218,90859}
{-632441,943908}
{185430,-751277}
{56764,-563528}
{413687,-458382}
{-36774,-228880}
{816536,490324}
{518826,411659}
{-725652,602158}
{-141616,486590}
{-81858,409933}
{-669819,-905813}
{-188954,399468}
{856500,-335840}
{-100222,829523}
{-668083,986591}
{-780699,-788825}
{-653313,-767860}
{513282,-910794}
{-706752,-785105}
{699299,639935}
{-331420,-747332}
{320438,569189}
{855034,937753}
{663027,76545}
{1991,-88509}
{-577697,216872}
{-334407,698654}
{-223549,626502}
{351362,-23610}
{-987686,-697319}
{-185577,-515450}
{-361647,683442}
{473400,-397411}
{289753,-854044}
{653260,694865}
{928285,-468776}
{-250698,469945}
{-122184,118102}
{-839333,156364}
{262546,601618}
{130256,305541}
{650311,-81169}
{-749282,698878}
{134399,-475712}
{-697039,-660481}
{149919,-645483}
{449133,227230}
{-678652,-966125}
{-864876,-265916}
{949751,337256}
{160118,895097}
{-240786,-716614}
{834965,-794047}
{192675,-11133}
{-278375,871988}
{-104210,802934}
{109777,-2771}
{452934,795558}
{413159,426068}
{-61462,-628770}
{-38275,399809}
{380845,-391259}
{167806,134746}
{-619857,-759602}
{-562028,826161}
{620899,-146512}
{-830873,206502}
{-233761,825761}
{-776588,-539987}
{-155011,-335152}
{231490,631833}
{963077,-99480}
{-672306,58564}
{584359,845761}
{-296156,-826065}
{-443033,838953}
{-395894,895553}
{-347183,-910722}
{-737602,-948520}
{452487,744282}
{492140,936496}
{7922,10228}
{390017,-870995}
{6617,-571170}
{125885,-471916}
{215926,-88740}
{-443690,-691205}
{-603758,57967}
{-238333,209395}
{-813717,587333}
{-574417,-555284}
{-205272,-983546}
{-593176,-841225}
{-356597,-318127}
{-485723,-251961}
{444819,222377}
{822890,966406}
{-169896,358839}
{49063,325346}
{-559076,140991}
{801351,-998352}
{949179,513732}
{-844310,561381}
{-594120,490779}
{-734030,572115}
{-47921,685237}
{-363576,906820}
{356473,-593402}
{-548526,352770}
{945230,451105}
{-632195,-597167}
{833242,-161823}
{-582130,-508196}
{183391,-245535}
{241015,506617}
{718665,-273811}
{247269,801893}
{11583,-500537}
{-302481,-388592}
{-222649,739994}
{321352,-434829}
{478621,-88708}
{869718,-835624}
{732342,-892571}
{773015,690609}
{465960,-946876}
{-325848,941164}
{-922882,-353275}
{-447845,-267476}
{505468,-646102}
{988509,566}
{628159,700461}
{106099,185771}
{-619214,896000}
{-505112,-493559}
{518319,-190727}
{-153437,-411129}
{-851387,-71089}
{57455,560746}
{483291,-605287}
{689275,-716949}
{-960703,772049}
{450110,412307}
{630941,971591}
{-98236,480282}
{-958451,308017}
{-141525,738519}
{-685468,251205}
{-653362,-720229}
{-581101,-598377}
{-276384,-36637}
