{-86962,-655986}
{-592058,785910}
{-121056,-865981}
{-16895,-483561}
{-548726,795727}
{-214845,433127}
{124952,-696596}
{852838,618867}
{766540,629085}
{360202,-383690}
{809397,-729175}
{990791,-291326}
{937833,-585601}
{619472,710999}
{309609,-113369}
{36607,-790856}
{679794,-680244}
{-353434,-558252}
{350604,-26121}
{-500162,-399409}
{441500,-146169}
{522236,-842395}
{783261,31289}
{206499,660013}
{242086,963288}
{441190,795350}
{808966,651687}
{-657419,-302619}
{554604,678389}
{824455,427184}
{476547,464581}
{-280618,606338}
{983351,155223}
{609665,734833}
{290543,764757}
{474613,565379}
{553163,624555}
{-764551,540831}
{28711,-479642}
{648505,869033}
{174104,-574894}
{-11826,-720899}
{-251743,-287330}
{-590029,-274071}
{-614977,-557808}
{987364,657624}
{-622549,843904}
{741744,421408}
{255690,699617}
{-861527,88385}
{943169,-358125}
{746925,194888}
{567822,-259927}
{-369833,89759}
{573315,781936}
{165097,-230907}
{755144,688303}
{388038,-729941}
{-670904,382903}
{-238761,298228}
{367486,398767}
{994206,766701}
{940688,-401078}
{-788978,-526571}
{-599508,-160792}
{28560,837251}
{-15796,154290}
{834945,98139}
{47672,-976749}
{-503931,-646396}
{810584,-550402}
{234957,-662183}
{-328845,-859009}
{269205,575369}
{953413,-576558}
{-737676,509286}
{208602,-864224}
{747983,-675651}
{113591,-676628}
{821525,220012}
{198783,26274}
{-293780,789988}
{-368300,-72547}
{596742,928322}
{-586367,554876}
{-340163,-411416}
{-975080,320802}
{-463852,465473}
{138335,167621}
{-130388,-716306}
{361153,-641663}
{370685,800238}
{881029,809902}
{585640,-193444}
{827860,875823}
{573561,-991345}
{-870041,662510}
{635073,-17615}
{-167667,472620}
{229262,532403}
{-146470,849981}
{-82120,-811329}
{-76170,-238689}
{583944,880126}
{388998,454412}
{-439949,-538797}
{649805,182967}
{321273,26355}
{-576174,-718352}
{-956759,-605273}
{-253829,-719659}
{-73995,810256}
{-179418,5563}
{-773694,-263982}
{-111275,-339563}
{680819,-418790}
{279252,433785}
{-703821,-305938}
{-401519,-313922}
{180880,-457006}
{907345,-16664}
{-562428,623035}
{-246095,143249}
{847015,-702405}
{217680,-399275}
{-212246,-397649}
{767810,607778}
{354248,-345986}
{-82852,-461129}
{-161797,-355982}
{-46760,-853306}
{-61270,-57039}
{210399,-237449}
{680027,73409}
{-865169,433524}
{782971,-481008}
{179160,29601}
{544799,-267348}
{-403314,522332}
{-194863,780533}
{-35684,-864907}
{-653079,-200546}
{-138003,-256162}
{-450580,-305295}
{-716305,-970697}
{-757479,-371161}
{-877198,-143875}
{-472863,514321}
{942389,-261258}
{-317544,150713}
{614374,-895020}
{662545,-694693}
{-572209,-158452}
{940433,527478}
{423106,408189}
{595760,441515}
{820237,689114}
{683077,630326}
{-765201,880904}
{-762658,325094}
{-277984,-220052}
{531658,554545}
{418883,406231}
{403742,589790}
{-69018,-398758}
{-637229,-568044}
{72928,-348674}
{543043,-207452}
{-194312,-39442}
{-175034,236232}
{-75219,-645560}
{-8708,739939}
{551252,-348320}
{167781,109409}
{365311,-113294}
{-168850,247879}
{785250,607633}
{918307,-591200}
{-4827,-509485}
{27607,609761}
{-906621,804338}
{392943,-352109}
{-890331,703606}
{-823149,-422343}
{-275804,-87181}
{910840,706135}
{-952140,-447701}
{-983544,595604}
{-52540,1563}
{-313688,722237}
{856075,781699}
{414326,806121}
{789516,402740}
{608682,-653020}
{842994,-577566}
{195180,753699}
{91609,-211702}
{-627434,-127815}
{-915280,162731}
{-150554,538234}
{899153,-677423}
{49848,105653}
{468161,756378}
{-374887,-948060}
{265338,-390294}
{130699,-894779}
{464622,894083}
{63361,-592244}
{-373290,-988848}
{-118607,-834479}
{-296219,-287107}
{-619432,174601}
{-913427,-814540}
{-601504,-608603}
{322326,-718300}
{453501,-385200}
{-98708,-768428}
{987047,841082}
{-230761,991371}
{881854,-771961}
{249366,-876405}
{-851316,953994}
{-24691,77828}
{501335,304982}
{355574,854357}
{-713314,662885}
{-342125,312766}
{-338726,-56256}
{708225,475960}
{454667,-251682}
{620745,-957550}
{-792539,759121}
{372939,9232}
{-345913,-548827}
{-363371,-430515}
{464819,327187}
{456431,769583}
{-270098,390455}
{-350775,49920}
{-166033,328424}
{-459516,143723}
{-46773,11965}
{-72642,-630741}
{966251,-266002}
{798074,852278}
{56849,-477514}
{-627735,-587936}
{854975,-851239}
{-809516,638419}
{-724511,784932}
{129863,-371612}
{-410599,-37293}
{673199,-276843}
{-650802,-174671}
{318790,590803}
{197467,525253}
{-992501,-381770}
{332555,-32662}
{-137872,-77030}
{-560388,275642}
{-3893,633}
{343841,451730}
{937913,-354894}
{40071,179360}
{80817,749583}
{-283329,394289}
{-705019,-488171}
{104141,535991}
{-871797,-799728}
{711930,915267}
{330988,-822220}
{-187305,403630}
{599708,-199993}
{972457,822738}
{-102599,-979880}
{-111720,-870273}
{52494,717653}
{439956,-932765}
{421578,-142002}
{793562,395505}
{735844,-313305}
{226779,904274}
{483949,-573118}
{918523,-616184}
{631890,-772440}
{-3753,361289}
{-497187,71213}
{85922,721017}
{-580715,-48565}
{688863,173871}
{-873991,805480}
{-708878,-319028}
{273999,449612}
{315170,-221583}
{-832691,-140104}
{-278013,258879}
{-895442,184721}
{-297282,275614}
{-142579,-784}
{502757,-229223}
{-929779,54507}
{-8234,94304}
{-87385,-278037}
{-95528,-742626}
{-362860,93772}
{-322937,868414}
{-968980,835472}
{-226009,-766991}
{262028,-437736}
{-134587,629687}
{284948,105870}
{963140,-889946}
{-294341,-23139}
{871604,601293}
{797751,830819}
{538458,-216546}
{456307,589248}
{704822,-331366}
{645158,-370245}
{-804232,-971295}
{-762408,-752850}
{-922986,511593}
{827907,781495}
{977221,203849}
{170822,-61419}
{-49030,865413}
{-867022,339483}
{14347,-288325}
{823711,447764}
{-432317,504431}
{-338768,663586}
{802465,-786514}
{697532,-367429}
{-759218,-996249}
{-986999,815992}
{-165008,333598}
{182490,-772413}
{-777718,393529}
{81267,-950973}
{961550,-375518}
{-103918,-961141}
{-494288,526374}
{-293120,38129}
{965181,483845}
{190088,762478}
{570100,-121290}
{768621,53598}
{-846748,426249}
{727563,-850800}
{863278,-740136}
{719538,-651524}
{-186991,-832390}
{-428624,-381883}
{-306372,-168590}
{-93935,-842161}
{-206803,-928347}
{-692798,-674716}
{156319,-230971}
{-230114,-79074}
{-54861,831183}
{543330,-708}
{-234738,-961694}
{-428485,306354}
{-590763,569654}
{532346,-358134}
{177719,-564521}
{508598,-861938}
{-592058,-83942}
{424686,22088}
{-290947,543596}
{-787635,873221}
{-121649,-180456}
{724243,342659}
{164693,346794}
{587774,-273748}
{420352,833719}
{-960841,-541460}
{-358087,8219}
{-972005,-561118}
{-361312,-747648}
{798664,24515}
{552984,673647}
{-617040,-839090}
{305086,919428}
{565614,-554713}
{582942,587922}
{-962871,-167098}
{-409114,965236}
{560550,-208133}
{398059,772792}
{347675,-89489}
{-803188,-955686}
{506803,811002}
{-591830,-681690}
{-66462,915883}
{-319032,720353}
{907868,-511616}
{-328765,876523}
{-414787,-847700}
{-11927,-105275}
{832284,645474}
{352198,-497313}
{-731451,931236}
{849812,-967064}
{98573,-100603}
{-281585,-622278}
{-461637,914347}
{-310361,510793}
{-491396,85257}
{520430,780754}
{-551264,-820862}
{-882077,-158753}
{785104,-926488}
{-754981,763061}
{574240,208680}
{-252526,64244}
{-394240,-587516}
{769071,685049}
{117257,-721409}
{-330834,-498483}
{176516,182627}
{-529233,185113}
{660094,506574}
{631766,656542}
{-238819,-977674}
{-167824,-846723}
{687132,-802916}
{966792,-652403}
{-763368,630302}
{-817717,-396073}
{-727708,-427428}
{-510464,422478}
{-365025,-794171}
{581373,817932}
{-727523,323468}
{440744,-393119}
{329400,15211}
{-838836,661925}
{-350930,-963015}
{-691822,166174}
{822643,-589697}
{119736,-191018}
{-65473,-97070}
{-8856,-747328}
{-513609,-3872}
{210821,474485}
{755151,-460143}
{-859991,22318}
{105160,605147}
{-575141,627653}
{-347650,702330}
{-733411,731762}
{249194,154962}
{-919932,-540266}
{585447,159052}
{663725,165069}
{-830385,549280}
{-121879,564639}
{420155,863034}
{-235124,-437584}
{330430,-462833}
{740494,-962442}
{-40505,808376}
{-339863,-991615}
{262160,-94273}
{754825,372067}
{-962880,365544}
{348395,-719321}
{-432673,966185}
{-703751,536105}
{-87118,-448486}
{317925,-115728}
{-536492,1122}
{424412,984796}
{-126789,622293}
{-708965,-672509}
{-523766,-351803}
{-604318,490272}
{232389,-155415}
{934356,167398}
{-518144,280662}
{578709,848346}
{-652795,699181}
{-330751,540397}
{565881,-119032}
{-780108,-380133}
{-585060,599810}
{-843691,-508761}
{972727,-822890}
{-573380,-775432}
{-178873,143433}
{-401800,-882641}
{-576029,656378}
{-610977,924132}
{-609058,-233951}
{328147,333082}
{-50635,370808}
{-382706,405688}
{-176351,-71202}
{-232950,-582831}
{955517,720615}
{-312718,281029}
{-687187,893023}
{-776193,-834707}
{419076,969342}
{-907254,-881860}
{-442650,-180254}
{906905,3079}
{520793,947414}
{-886939,-755286}
{-780422,107958}
{911412,901941}
{-185178,-169267}
{-283311,-694535}
{-4188,401561}
{674873,292013}
{683832,547675}
{504867,663395}
{988268,-841903}
{-751017,267165}
{-652125,65625}
{6058,179895}
{671948,439838}
{23095,60985}
{8275,-796198}
{-430120,316931}
{-267944,355065}
{-939676,-473654}
{577161,45734}
{817939,-111964}
{325586,873706}
{320652,92607}
{61851,-360570}
{-385396,-947358}
{-873333,-190799}
{-443151,-923308}
{722232,-640530}
{713172,585554}
{341295,942937}
{912451,509375}
{961348,503271}
{584444,-518582}
{-790049,789284}
{-410833,-290510}
{-200133,710233}
{-720532,989061}
{755046,242274}
{-486040,-678796}
{-177091,831130}
{-669694,256309}
{-96091,211441}
{-758185,-158487}
{988489,908621}
{-683006,-289347}
{348176,142546}
{-838768,837103}
{-521908,814392}
{-536443,-651345}
{116293,-657958}
{-920236,-869794}
{-203664,-617744}
{-713093,843221}
{-475710,-932485}
{325607,-848835}
{-956318,557617}
{-252426,-162294}
{108745,-798696}
{673696,937705}
{-965403,-282529}
{-499538,-776763}
{-148514,-326724}
{-997333,358636}
{-875784,-483410}
{162212,533927}
{-984455,-336937}
{-519611,-54010}
{-867088,-200506}
{-499288,378872}
{205015,158922}
{-399653,192997}
{989309,-440644}
{840610,459477}
{-825693,-1713}
{108053,-385814}
{-429262,-378765}
{-600589,-613350}
{-981732,44950}
{326829,-175320}
{-432853,986158}
{109034,617026}
{-760547,-317029}
{192962,362240}
{-326163,69272}
{-17140,250854}
{-973394,380255}
{570751,-653360}
{-690039,-795566}
{-122150,770799}
{31330,-269796}
{827671,365015}
{-410039,599084}
{116908,-426050}
{182741,-427524}
{398879,275596}
{238899,-924989}
{483753,-762246}
{-820615,-257874}
{219575,-320617}
{575675,56792}
{806637,301384}
{844645,-779870}
{-809791,887939}
{645126,446738}
{545714,680960}
{796523,-533112}
{-598721,164210}
{810428,866979}
{740843,643441}
{-897271,-866010}
{997275,-311249}
{85375,808278}
{-3969,-997417}
{-946571,335089}
{902756,-719687}
{-238801,367245}
{-273527,-83631}
{952496,-433356}
{-222088,629170}
{21092,457051}
{-926685,-862553}
{-21993,937047}
{215441,156430}
{-280397,952386}
{-52861,-761720}
{22656,992126}
{458180,-589207}
{-577242,-541333}
{19224,414180}
{-601527,-484466}
{44958,789710}
{201570,-397778}
{815111,-296787}
{-873072,-601010}
{-428707,-329023}
{754974,546873}
{-274241,-333914}
{349278,-211235}
{-496275,238090}
{-261538,-470776}
{-313864,914415}
{-574974,-36687}
{-742640,-46627}
{273065,-790310}
{591553,-941573}
{-461103,372066}
{-190750,-173722}
{-283023,528937}
{449059,820822}
{514275,64712}
{778718,791527}
{-741839,-599088}
{743059,311221}
{248966,717038}
{811942,-410504}
{-572256,-728851}
{938292,82346}
{-444180,746479}
{776897,-274679}
{-675340,-370626}
{451425,178058}
{-883633,-177106}
{-304355,827538}
{-45550,-934925}
{-106060,-473406}
{164328,-773137}
{-794889,978461}
{958581,925626}
{-549433,147395}
{35778,165638}
{-430610,-735245}
{-549564,497001}
{-687440,724363}
{227291,829992}
{100812,529407}
{676038,-987898}
{-595714,177034}
{496792,490126}
{-335849,959061}
{414038,578036}
{-463468,990245}
{355396,231437}
{147187,515601}
{-252874,48694}
{194288,517080}
{-605400,655480}
{269574,863661}
{-589102,822089}
{-262593,261827}
{151067,74197}
{291107,-639978}
{-648794,429568}
{951400,571160}
{990852,16547}
{-359679,-462537}
{-840403,-38348}
{615457,239484}
{830439,-101777}
{-458977,-702525}
{948927,-469351}
{115739,975624}
{-785649,885516}
{390877,131107}
{-151176,-371274}
{-506630,51656}
{-961438,495612}
{895188,46683}
{848730,-262938}
{-75043,589559}
{267731,524519}
{-341626,-926887}
{-862082,-259435}
{427417,-742779}
{-501523,-327767}
{955027,277823}
{-890484,805224}
{-816323,344718}
{-388356,-261161}
{561862,741285}
{-4707,311154}
{348810,-820979}
{810822,765543}
{-523196,606603}
{-102627,416205}
{-843608,-521502}
{667159,998945}
{489211,171463}
{777948,-444542}
{55048,-14088}
{-932767,187216}
{859997,425140}
{-724145,-918572}
{639267,-318215}
{741236,572445}
{575888,761364}
{-745024,999092}
{508425,702940}
{-311310,-452652}
{-202475,652429}
{756136,-531371}
{-529573,-738827}
{-685244,-56753}
{-573678,133465}
{-61020,637272}
{-182735,47635}
{267367,-183851}
{-415078,-951960}
{444279,-85115}
{-851415,281658}
{-172212,-834789}
{193526,64591}
{-137809,860992}
{597574,-333089}
{445913,890281}
{390218,-32203}
{-844070,-326847}
{978261,750642}
{-465416,-414862}
{590684,431989}
{736816,567537}
{-720106,-236328}
{-936065,-545508}
{-5846,-679279}
{732030,63899}
{133130,-897761}
{-436970,775989}
{829076,-274646}
{-537956,-418779}
{-261307,942580}
{818714,-42152}
{584298,-192975}
{-246056,-63615}
{-108413,496232}
{792499,91536}
{-35695,705964}
{-245363,-350212}
{816848,-741040}
{-299377,-978620}
{23122,-237001}
{-465467,166864}
{780493,637764}
{-490815,-231563}
{-132481,-618661}
{580768,-921514}
{261663,551675}
{-964245,-481714}
{-738888,293544}
{19332,296734}
{-679003,-409814}
{-219296,-214826}
{578903,766620}
{-802359,75784}
{869186,-662061}
{-194751,376295}
{380989,174992}
{-167246,237144}
{443223,-53064}
{288334,-532795}
{-138376,-63905}
{24546,41755}
{804147,-282659}
{-884590,-969536}
{-847294,-702899}
{134753,897788}
{-587001,-758994}
{-255741,298070}
{-628201,371852}
{538664,64977}
{-154422,-378707}
{-525091,-860088}
{492770,423922}
{-21528,723998}
{309560,520862}
{-811778,-996418}
{-217906,92725}
{300376,-136378}
{542339,-49307}
{-900328,476812}
{-990881,57619}
{-740943,139436}
{301607,-652802}
{516229,-553363}
{535988,527703}
{-359290,846660}
{734665,-6056}
{842361,-65088}
{902101,364148}
{-422823,-212044}
{719380,356314}
{551065,-6741}
{-111263,-960416}
{-235524,-409180}
{740041,-123680}
{935103,934141}
{-311475,998746}
{-357370,-495727}
{112635,830858}
{-798716,269251}
{409042,899032}
{-555241,133253}
{760447,-396181}
{-445701,-51252}
{665608,-528473}
{-779287,-99726}
{431738,-555621}
{-805182,-177431}
{-91537,377288}
{421674,979058}
{285974,-914669}
{224058,525850}
{15918,912643}
{-634020,205626}
{-498451,814710}
{623118,-554854}
{587104,398432}
{479682,227896}
{271227,-15829}
{-626985,903451}
{633000,956608}
{865462,-851276}
{960479,-186044}
{176626,-816752}
{191539,-809506}
{111172,-436876}
{216965,-396185}
{-31383,-5352}
{-634228,486901}
{161191,863602}
{41160,-223766}
{309042,-537014}
{-292699,-690301}
{-420920,823271}
{616881,-334}
{-37589,868145}
{-486146,-690006}
{-730221,-806007}
{158750,26166}
{625788,486873}
{428199,359357}
{341349,-5502}
{-439081,-161991}
{11524,185487}
{422180,-182006}
{984599,-442281}
{54783,-611141}
{-31626,-117557}
{312187,827443}
{178041,648765}
{-838783,-612292}
{-877891,-384975}
{710271,970971}
{-591993,838217}
{400197,-845847}
{102870,928648}
{958818,105591}
{107535,-272479}
{602111,833623}
{-238048,-298571}
{-341077,-161686}
{201292,-98346}
{486260,70312}
{-426096,-41185}
{-273549,40270}
{938132,-845901}
{753019,538742}
{935120,939386}
{625355,-727766}
{-137974,-465135}
{-807304,250362}
{571406,136811}
{956823,-226039}
{-8329,953695}
{-788462,752416}
{848250,-518276}
{829872,337249}
{-109152,110578}
{374830,-668354}
{-170986,791191}
{-500745,59761}
{-644667,-270423}
{542892,675208}
{270137,901744}
{-476525,67854}
{559876,539132}
{576372,399441}
{49649,393667}
{-763359,577968}
{503883,-841154}
{-908228,474914}
{228345,796874}
{-134149,327545}
{80159,-665730}
{-111161,-403890}
{292801,-711204}
{-806483,-982686}
{656062,394139}
{-858700,779654}
{-764210,-828913}
{959754,-629383}
{-541634,214944}
{-360283,332104}
{453389,227744}
{-369479,-607236}
{552767,626829}
{-388928,-54009}
{-501508,88495}
{-557880,19674}
{531489,-789308}
{-371951,581856}
{-201718,-122209}
{57027,-115237}
{249320,-58259}
{185547,-346883}
{513691,148316}
{-671755,726582}
{921108,132015}
{-674300,-673896}
{560469,965715}
{-562550,-745789}
{-860016,487116}
{434817,-251117}
{-787877,-538577}
{-85923,699874}
{299547,-337088}
{-64258,-368363}
{-844088,-760722}
{-452027,-737006}
{347558,394604}
{-576620,249381}
{-82153,-342626}
{-90114,-212105}
{-392888,400506}
{597176,-118872}
{139945,-366400}
{904605,-459514}
{846027,-553036}
{-536838,305641}
{-627373,-305566}
{-209266,144147}
{103863,96300}
{350521,660801}
{-613266,-637938}
{649106,807031}
{470068,954777}
{199481,625896}
{908684,581340}
{-486132,757104}
{-307138,809533}
{-68575,703625}
{-534533,718211}
{957513,-715769}
{403807,471485}
{-449461,-948642}
{65841,513093}
{292466,-660467}
{123599,-294263}
{-458831,392516}
{857949,214000}
{-154467,-280039}
{155811,-680063}
{885904,-481916}
{677185,-540716}
{-265205,87754}
{-671181,-617978}
{-379904,-678874}
{639720,-90311}
{378141,870961}
{-158873,139224}
{-698227,33519}
{-653147,382060}
{-293916,-344155}
{851832,650607}
{-491126,-25086}
{-259352,962031}
{522748,-171445}
{421013,-763397}
{487307,531649}
{-408150,-577305}
{902024,-704162}
{-402091,22589}
{202747,-579560}
{681574,99592}
{411581,922941}
{-137204,-507332}
{-1752,764964}
{471189,148966}
{300726,164066}
{207895,-633033}
{271330,-391241}
{272683,-194223}
{-798869,553856}
{-322000,-79082}
{618668,-770653}
{223313,18567}
{772747,745356}
{406287,428283}
{-109481,667520}
{-347355,-103426}
{-15906,-600795}
{-755469,-180158}
{560922,-19490}
{388929,345272}
{-739190,179317}
{-987517,860094}
{464123,516160}
{-426355,957702}
{-795367,298667}
{-275372,961970}
{948135,-657527}
{538017,-17239}
{-611926,-459683}
{841155,-733438}
{-365888,116755}
{387682,-271503}
{-669951,-770883}
{567494,-337114}
{232812,-371192}
{34438,85034}
{-103486,282805}
{-382992,-249918}
{784340,-578123}
{-478128,873570}
{456795,648900}
{414304,539917}
{499154,-454943}
{818039,-698455}
{-603194,384665}
{34501,-772066}
{-38254,-509361}
{-755312,219958}
{582882,-236395}
{854872,162800}
{-724420,-406116}
{676220,-982483}
{-122829,302599}
{-38728,13169}
{461851,-630363}
{-942460,-947769}
{237678,41025}
{997474,-483573}
{-821569,-782851}
{31257,-295701}
{-169478,-348415}
{-709963,-322187}
{-402614,-907476}
{-839869,907414}
{557906,-688595}
{-670764,795772}
{-98854,508619}
{-899453,321197}
{-958119,832635}
{549696,358394}
{-144369,-334382}
{158111,580284}
{227232,789896}
{-478045,908827}
{-719787,-225510}
{258765,725168}
{-734820,884965}
{231122,755325}
{546227,878228}
{368500,938855}
{282888,-493728}
{-351415,-856331}
{338499,727439}
{665548,332647}
{-528907,203381}
{-497969,172518}
{-603910,-267034}
{-64755,86641}
{-453138,-627075}
{501422,912754}
{602246,474184}
{-611298,-186659}
{579941,455732}
{-904245,159104}
{715995,999064}
{669026,-646893}
{703072,-963715}
{-794373,81413}
{35159,-182910}
{-399427,305160}
{-315107,575777}
{426141,764505}
{-198018,959885}
{-367771,507706}
{917745,793835}
{-866388,627234}
{-949346,-66502}
{698212,846640}
{169553,269669}
{-675796,-256328}
{316240,-259356}
{-341490,-273352}
{-275481,-489850}
{979434,561914}
{-927227,796051}
{-37076,-675755}
{583605,-802323}
{498096,-651714}
{274864,-16845}
{196631,-394087}
{394383,132479}
{-519519,821095}
{359807,109181}
{-296833,-122012}
{-767359,176836}
{501485,-598290}
{776619,-429701}
{-942332,482360}
{-744723,229029}
{-864730,229485}
{-704267,-139918}
{642102,-918536}
{-704765,193413}
{479420,-19597}
{-962337,266286}
{-310085,278380}
{918983,-837549}
{-594532,526747}
{-924200,855397}
{965595,12759}
{906303,-913608}
{-553374,-160260}
{-382502,938877}
{-730691,-265894}
{761664,-951885}
{-688975,-210492}
{182296,216473}
{-358319,855249}
{472404,168844}
{702060,59986}
{-792650,814148}
{253117,691514}
{701983,407975}
{-640529,41130}
{-202854,-7714}
{-523835,344294}
{-150317,-59014}
{360742,-973937}
{-154861,-713731}
{-386624,459757}
{-567142,516563}
{-4697,67494}
{-852295,-287224}
{456670,-409366}
{663156,-496362}
{142878,214287}
{776882,742716}
{851762,807611}
{588704,145073}
{918865,319452}
{324774,-184287}
{-756694,-425429}
{-99032,999245}
{392088,-58149}
{-660049,-887974}
{-521837,-967713}
{-538256,222442}
{362351,-265277}
{667070,987068}
{-561717,-399110}
{334286,421158}
{-130384,450842}
{798672,-339243}
{552898,-949549}
{456740,-66772}
