{-684538,-462257}
{-389971,484661}
{-209207,-230976}
{-688581,-895729}
{-31954,-335779}
{-600029,919379}
{-66910,470725}
{-28757,-19427}
{-574519,-233776}
{-994475,500817}
{928663,-458076}
{959177,-643270}
{755151,-989938}
{332613,-327172}
{-431762,797487}
{-218576,548672}
{708878,794584}
{537884,-425534}
{545693,120787}
{-755914,-532998}
{-261604,-384743}
{-950751,512240}
{65310,880030}
{-163639,595481}
{-766648,612868}
{-203964,808076}
{-959011,291525}
{729919,-744487}
{-865958,104239}
{-878145,754718}
{-963205,-227341}
{100446,-36359}
{-768385,690124}
{243127,759005}
{-464061,954060}
{393551,-222500}
{-346275,-631714}
{980219,686374}
{58176,-588766}
{773536,544216}
{-829850,-32768}
{288037,312112}
{-879301,-983076}
{-964718,569359}
{-569315,572411}
{-624503,-11454}
{-690998,-359802}
{262343,-524954}
{-693856,-683669}
{-867995,252490}
{-780452,-57145}
{-478141,93160}
{-864577,115487}
{-924355,690258}
{245661,598385}
{991077,637196}
{-199560,185324}
{-353645,333348}
{191880,397765}
{-535498,235975}
{-674995,-926152}
{996903,251699}
{703468,787567}
{-973423,-416475}
{-782626,759036}
{558113,788867}
{519877,938513}
{-714555,492447}
{-44448,-507397}
{72006,320913}
{-127679,988518}
{570241,792584}
{525291,-526136}
{199502,-351896}
{538632,-811752}
{501895,161234}
{759795,-624693}
{464725,125775}
{-91084,212006}
{-556284,-532691}
{-593208,683477}
{410827,-30587}
{-362780,239643}
{183535,-929517}
{-588007,812131}
{536815,-163635}
{-89196,-289224}
{-898731,764053}
{917740,-803148}
{519901,833523}
{713073,-784354}
{474042,358437}
{-305079,-151778}
{-145471,469792}
{-209554,917147}
{-617929,118722}
{-165728,419732}
{274103,-605309}
{326419,402283}
{-622032,-899508}
{-968287,-769004}
{403699,385424}
{-34810,-240037}
{20769,225406}
{-799128,390625}
{-898393,-97405}
{-385596,543772}
{-778907,934739}
{-50064,416449}
{-979537,585515}
{622943,185586}
{-702810,348708}
{-56130,-612167}
{-735267,697835}
{-727759,-646990}
{721885,-290857}
{-840968,-744211}
{-27677,353351}
{673777,331331}
{986928,-915523}
{937873,-516081}
{-755760,831001}
{492520,-27182}
{96716,23352}
{62343,-795187}
{-615789,-777640}
{724473,221650}
{-826010,-272958}
{701861,-474019}
{-558452,-978138}
{-338507,-302375}
{-841858,409906}
{-611791,512721}
{-872130,-72642}
{436330,-345001}
{-949966,-63219}
{-443996,146445}
{879257,-571919}
{-648402,689986}
{-718521,-912960}
{823484,594889}
{-753040,810714}
{480324,970209}
{292173,600614}
{-89165,-775616}
{-390142,223185}
{-258827,-47302}
{50061,344658}
{422941,-87656}
{-644077,-883850}
{-572584,-591688}
{924484,637926}
{-976361,-19070}
{798075,-923545}
{192424,-71247}
{449609,634529}
{910951,85529}
{139054,-716427}
{860435,131893}
{55914,835566}
{220359,917276}
{-133889,-112333}
{-330167,605798}
{636485,-689324}
{999511,-139460}
{781230,-887202}
{-201000,463581}
{-307413,807689}
{672282,-583204}
{-602783,-650984}
{-397616,-749724}
{-534108,-618534}
{769399,-190682}
{132380,-710792}
{-133976,108794}
{-992019,6159}
{-159945,-988970}
{-284899,732677}
{-933735,-272114}
{958448,-519959}
{-648643,796974}
{-825523,632903}
{719137,-919388}
{176678,412453}
{-33409,-136350}
{-596875,37823}
{-869928,-35449}
{719085,74719}
{-821548,185749}
{-897959,-643568}
{-78847,365249}
{525502,629147}
{734623,-395719}
{-153024,899105}
{-780479,369825}
{-526961,-385790}
{-834737,-32576}
{908690,-868290}
{-276099,-280060}
{566738,-360511}
{711703,-151357}
{708272,-406177}
{503515,-506813}
{-257545,934482}
{-501140,824977}
{161702,-915865}
{-482302,-239401}
{142129,868900}
{874642,-755558}
{589219,-108662}
{493235,-678708}
{63575,-843062}
{-580247,-974544}
{-398302,-698249}
{-123330,929643}
{574561,-156291}
{-337299,-587614}
{-629082,-56249}
{348750,873097}
{-348146,-977041}
{902695,-707341}
{-878991,-700099}
{380238,-304780}
{946784,-440999}
{-409918,729099}
{243389,679817}
{520305,-522964}
{787571,-833842}
{488588,-28260}
{-983771,-888399}
{876600,355805}
{-691248,625964}
{-825417,-177165}
{140410,179444}
{928394,-84663}
{-239411,-443228}
{-978187,-614077}
{-199846,-362963}
{732653,899829}
{515571,-562065}
{399354,-928293}
{-596211,237477}
{328644,277567}
{-759145,333053}
{192282,-254785}
{-486603,-987075}
{-336515,-680155}
{931195,230072}
{981450,907312}
{303100,139263}
{-503928,-236798}
{-137625,-37401}
{35479,-240536}
{-428433,-259837}
{151511,654033}
{700710,450254}
{-79468,296818}
{20853,-532812}
{371411,-306353}
{-857960,875944}
{-672940,-934021}
{-381088,-384820}
{-170847,-133804}
{959957,72215}
{-941624,-458992}
{842113,524257}
{798413,-241060}
{-729864,-586810}
{-270481,22675}
{-233186,-184167}
{-964848,-794090}
{-420529,-1227}
{-272336,-880128}
{-489022,-846472}
{271993,-980807}
{241533,441659}
{-606946,-682082}
{-871830,281164}
{702721,316979}
{-978557,-522401}
{815425,402339}
{-325411,110380}
{-373341,-636260}
{-177302,645388}
{542253,661378}
{-230718,-806258}
{536294,93686}
{-959943,-802741}
{-18614,598313}
{972391,-459930}
{836879,-997605}
{692608,-835427}
{-7461,685941}
{957846,-690117}
{615436,564488}
{-918390,387744}
{609307,-799529}
{-731748,964428}
{874148,138304}
{-123523,-320114}
{-989035,-406162}
{-498253,478017}
{917081,207566}
{928233,290972}
{99865,156235}
{868459,-955738}
{-601193,827860}
{67772,-892700}
{-672528,40684}
{432139,802969}
{598205,703188}
{-642843,582475}
{121660,129818}
{-896371,769724}
{179597,259279}
{264056,859674}
{487839,144362}
{937558,787697}
{513363,580698}
{-522044,935912}
{-457381,-152321}
{-669785,369815}
{-38127,133749}
{299571,-794265}
{412279,-744388}
{-404457,-922598}
{-578467,592525}
{221967,-781213}
{-112665,-33099}
{-374078,150331}
{-550507,-269886}
{796003,192987}
{-2777,-76618}
{-506457,843553}
{-539510,703934}
{-1512,440825}
{-937181,415127}
{-913838,278962}
{368039,-351421}
{612999,-890823}
{-281,60008}
{3655,-110162}
{376637,-304642}
{-336241,10825}
{-737890,621679}
{509911,-634571}
{449488,78989}
{-48899,-715261}
{-974252,-74418}
{-197329,-521072}
{35675,-989114}
{-89679,163837}
{462890,-516295}
{-686156,-887749}
{-655356,-716630}
{455050,271935}
{725659,925708}
{49433,-533952}
{309491,975524}
{560002,-263737}
{924876,995693}
{-449396,265174}
{368679,-327506}
{450692,-290028}
{464294,-617837}
{-181013,-635834}
{-193352,-926673}
{-269217,-776247}
{488941,-323623}
{692379,561589}
{-126098,-921785}
{-7035,-753141}
{946048,-503555}
{41265,-654564}
{-269244,24970}
{808646,251053}
{-610155,272922}
{200471,919090}
{760605,421858}
{89685,757468}
{-64475,199793}
{437409,-377356}
{954093,-245114}
{-722043,-97323}
{589342,-190229}
{723256,153380}
{-468691,288498}
{-268736,112609}
{343986,475950}
{685258,488047}
{774132,957587}
{747827,-865371}
{-425155,163979}
{683417,669269}
{411097,-265983}
{-522231,531543}
{727993,166110}
{379297,-89599}
{-424317,-686603}
{620595,546311}
{644572,231158}
{64648,35594}
{-376692,155577}
{-198668,283638}
{-731611,858411}
{-140904,-782836}
{-32194,255863}
{58410,217038}
{-30963,549469}
{-867123,-571356}
{-405140,-661237}
{-969551,-48968}
{431622,-330567}
{373888,-656246}
{619840,58871}
{-714283,899731}
{242606,-359356}
{-71262,353543}
{694643,598710}
{-515154,-883853}
{-73556,37801}
{846323,853527}
{-124655,662912}
{225306,102683}
{-530341,-577641}
{429750,596505}
{982963,-307085}
{879892,963392}
{923858,-400892}
{732238,236341}
{-722315,-732831}
{980395,934033}
{334552,630838}
{479855,-407195}
{459555,997933}
{942217,-811395}
{-518014,-154752}
{-22203,144144}
{808846,729137}
{230987,-818475}
{-693341,-329842}
{-713653,673013}
{-488315,549653}
{669268,333604}
{-610333,956033}
{-397950,-414052}
{977151,33034}
{-806358,-292177}
{819320,709893}
{-396054,-224678}
{-572350,-351899}
{-653878,428898}
{692360,933745}
{-3606,-852603}
{9484,-225894}
{-737145,352538}
{-177088,607935}
{-963836,976010}
{125444,-296301}
{-50411,-80531}
{665629,870079}
{-399071,-205490}
{-126817,-261395}
{986454,457425}
{713363,-736683}
{-934972,-250382}
{-559101,876737}
{827382,389281}
{-8541,680744}
{-500539,-334666}
{-836118,-9817}
{-246993,-504612}
{-569600,674553}
{-472487,-83486}
{508618,159598}
{-954489,-347508}
{326737,-370642}
{-951485,-973132}
{819869,647173}
{-487189,-545717}
{393079,561360}
{-663704,-415652}
{-642068,26819}
{-161127,-559587}
{-439578,-352139}
{672536,-697164}
{863717,596265}
{-14620,-407693}
{399250,791765}
{650899,753775}
{-338165,-408022}
{-191920,24155}
{-934837,-22559}
{-257062,-136775}
{101058,471683}
{912021,-41877}
{885428,411223}
{-596556,384791}
{982590,471012}
{-278921,806007}
{908460,-858128}
{585289,804799}
{246443,839025}
{192855,-988234}
{270041,-170107}
{82952,-838317}
{-347711,758551}
{322994,395887}
{911623,433973}
{248917,-738757}
{-552251,-653824}
{-495681,860388}
{560012,150817}
{-585393,227004}
{816961,115233}
{-68611,-408406}
{-765135,32643}
{-118148,27911}
{-867680,934005}
{360790,-647581}
{343386,-600764}
{306031,898882}
{-850322,781446}
{-562234,-417665}
{69229,-378419}
{740207,376276}
{-125063,489745}
{-623171,443653}
{454223,-413836}
{-909183,-883245}
{-363831,196935}
{891541,771933}
{-583408,-148146}
{75180,450000}
{871701,204595}
{-595570,-461429}
{-248162,328545}
{-224980,435348}
{913479,33376}
{-765384,-765788}
{955661,-709405}
{-475355,-749584}
{-136149,360427}
{157925,818511}
{-734119,-81931}
{877345,547910}
{-668063,-114341}
{-905095,819236}
{-831063,-928594}
{-725045,-690472}
{187854,-629911}
{-391253,-270365}
{113976,602970}
{-388076,819143}
{-769165,526583}
{850613,572012}
{911458,543590}
{734281,-16194}
{-803460,786413}
{-131525,-357083}
{-927574,-273821}
{629432,408786}
{-63446,591354}
{-318186,-632732}
{-700969,866146}
{928884,-875883}
{565444,482554}
{719073,460970}
{318189,-480795}
{346254,-864716}
{-861949,-360758}
{656433,-409777}
{-688311,829650}
{-713761,386536}
{367827,494673}
{-227226,-252045}
{-727433,11535}
{-659419,520386}
{369319,-701501}
{-393132,-420153}
{-942699,735636}
{955335,-454163}
{28260,928561}
{-941478,319401}
{-431944,-261096}
{-725688,131229}
{-699624,-639258}
{-981008,-211198}
{827713,-617164}
{-624504,-624708}
{575660,426749}
{252373,-704548}
{114086,812680}
{302624,-453279}
{-295138,-613503}
{-188946,-755350}
{-808534,318205}
{-480838,-604300}
{-14680,-573635}
{-332697,-988371}
{-799325,-286556}
{263457,104195}
{387871,-871740}
{579398,630475}
{518101,857967}
{410091,-55436}
{48813,210325}
{462752,-828294}
{-518244,882524}
{-410183,-377295}
{741416,411870}
{913123,264243}
{509523,-948662}
{621475,-381384}
{670168,88797}
{-308903,913495}
{68938,645847}
{301235,314174}
{-309175,400464}
{286887,653522}
{-305416,-753023}
{-124780,-634178}
{244615,-446366}
{158564,417664}
{-155877,743624}
{123650,18262}
{302341,-655124}
{601933,-904138}
{947827,-389738}
{310065,386053}
{-783890,626698}
{192278,206956}
{-144870,-842267}
{-526876,219845}
{-316254,936945}
{-220612,-862534}
{-535240,278044}
{-794688,-918485}
{15015,39530}
{-108042,592448}
{-715565,-39931}
{813743,-590157}
{-171744,85181}
{405181,597795}
{236985,-304225}
{-58435,128749}
{-767891,-799245}
{-451765,-647344}
{344906,-928270}
{984051,-325643}
{-82526,66651}
{395537,-428128}
{58783,-182694}
{473561,709170}
{35221,154382}
{-418605,172814}
{-526000,-959158}
{-656510,-702844}
{214123,745243}
{-470939,760683}
{-942723,-165441}
{291819,-176234}
{-901524,-332525}
{-169341,120638}
{161921,-242390}
{401595,-75966}
{-233228,262377}
{31578,752389}
{-484936,-909085}
{-310939,140793}
{452934,-569590}
{15655,836116}
{807022,-514507}
{-60738,342834}
{448681,516632}
{146770,-491559}
{705350,-445459}
{4461,747251}
{96568,-598170}
{-525567,808300}
{549790,-59704}
{-468778,-422993}
{-526249,-434717}
{727146,341723}
{-845419,967284}
{-410432,-344273}
{549874,-656222}
{-413728,926530}
{-342827,-611045}
{-907272,-247563}
{10661,625038}
{-127054,-688802}
{-272441,-822352}
{407618,-708372}
{146067,551433}
{866114,-560311}
{982695,-539045}
{242392,841985}
{987387,-990861}
{-433782,86913}
{372745,907595}
{-112888,-256355}
{17558,-337249}
{-322748,-129611}
{-587415,-713908}
{973763,-82860}
{59913,75588}
{790381,-718418}
{590266,980488}
{278977,-480609}
{-563129,217205}
{-715418,-709819}
{-533971,651139}
{16616,-468881}
{-844718,-88724}
{225470,353722}
{-951653,-555889}
{-571052,45663}
{854355,538557}
{-128184,909605}
{-190600,688388}
{331741,-320745}
{220238,-848556}
{-735110,-779944}
{536486,954391}
{890829,-797217}
{-781422,351954}
{102647,-90261}
{-377800,-55961}
{-454417,404498}
{-304674,-638863}
{-973830,-763545}
{791637,-173351}
{236487,946147}
{-824840,-964515}
{-115157,-257732}
{-351923,-720997}
{690400,-999495}
{415547,-71856}
{94161,455191}
{71834,-568262}
{-636109,-363230}
{-849509,906935}
{-901019,457623}
{996860,577781}
{341113,-719333}
{-734132,183036}
{663589,714091}
{-785268,80743}
{833761,-400824}
{808716,647934}
{-509423,-999675}
{-321175,-230541}
{673230,418948}
{259561,-272654}
{758710,-177072}
{306096,-483853}
{-738788,-823125}
{-229433,775737}
{-613614,245139}
{389864,597077}
{-944053,-507455}
{-655008,163762}
{-803852,-476194}
{154147,-768304}
{363223,958938}
{-99486,331513}
{65582,-166388}
{89330,-37039}
{816488,-792494}
{843102,885213}
{852588,275401}
{-839953,418169}
{-672132,314332}
{-667278,-521717}
{-777995,188306}
{970069,937706}
{288339,776551}
{723454,815393}
{-541668,-101275}
{-171497,-621796}
{-415050,-652246}
{-618971,333687}
{-380566,-301288}
{265838,174188}
{-487691,722616}
{649500,-305685}
{665801,-609788}
{-444904,717926}
{-204709,-979282}
{62632,-739144}
{353461,-349330}
{797924,-728974}
{992757,-533758}
{-508097,870423}
{764902,-48194}
{-748792,-588260}
{-173289,-295679}
{399008,-716118}
{112252,-927266}
{107465,232789}
{626328,-779476}
{-124488,345321}
{-167107,617695}
{196634,-906399}
{-810494,642844}
{792399,-517469}
{-942909,851826}
{137972,-187593}
{-369660,-417224}
{653967,-420537}
{-711559,-292471}
{281185,315116}
{437947,-856679}
{835421,653496}
{855882,865702}
{-589936,276653}
{-57363,-490743}
{-11919,569402}
{-468011,-150171}
{97742,-396372}
{941746,766034}
{145698,-592495}
{-924852,-513932}
{-548490,511382}
{-2960,-354181}
{-913405,256858}
{822456,167609}
{-909315,455886}
{335532,665225}
{-159948,-1308}
{-752915,-636586}
{-824325,944257}
{150092,879164}
{740520,410}
{580049,483172}
{250501,-858923}
{-197976,585762}
{300366,-479723}
{620809,391683}
{-782775,-827917}
{-152876,33363}
{-880101,974871}
{720293,468012}
{-434099,-593825}
{-369580,-26997}
{285155,760225}
{141527,-388096}
{524846,375669}
{-441592,-608117}
{-479804,300340}
{-78027,-207889}
{-95285,181199}
{-499800,-171810}
{-751916,-727919}
{-639442,-817746}
{-369026,-360509}
{639445,-650809}
{70111,-356344}
{719501,-697264}
{402947,-316650}
{-605159,724701}
{-457495,769018}
{605633,261223}
{-817176,-303775}
{627356,-131366}
{905732,-882605}
{88943,958518}
{976830,-913136}
{-282127,-976063}
{-127454,-836558}
{850342,226244}
{-275011,-161135}
{-484602,636833}
{298711,-534065}
{617804,879544}
{804749,-695122}
{467515,863497}
{934763,846556}
{-834834,-971120}
{-121318,49211}
{461754,514753}
{-723981,666619}
{96898,-973417}
{-375841,25521}
{-858221,-475323}
{107570,-96585}
{-431677,89248}
{-755457,-195913}
{824503,-496176}
{796484,-445766}
{227456,832028}
{-606220,-483651}
{783565,-294422}
{317851,-870538}
{495711,339521}
{-616744,986878}
{764601,-26728}
{-645848,491464}
{410176,995101}
{-736538,-517834}
{437725,-929737}
{240262,-23603}
{797059,-24138}
{417059,373548}
{-494069,261242}
{-909770,531720}
{631696,-373339}
{-524070,888336}
{221928,754371}
{-655344,-235161}
{178097,384704}
{270316,776815}
{677028,941301}
{827762,-943742}
{-36838,-827690}
{-726754,-559702}
{-571095,447871}
{610546,-715840}
{-460831,902299}
{377295,532531}
{235669,678119}
{-983850,559886}
{975941,-100094}
{-140599,688374}
{-492368,975132}
{-856276,-928556}
{310014,566753}
{-28465,-778631}
{610113,-883063}
{-115608,651648}
{-867523,-312741}
{448537,756814}
{-655859,599317}
{-459916,347740}
{-395724,12737}
{569274,725323}
{-285115,-810347}
{88332,529271}
{732235,-482475}
{361627,-158676}
{8233,85118}
{-804365,-793577}
{384349,661277}
{-116180,170007}
{-31984,-839019}
{-442347,-594671}
{-728801,-392352}
{353433,-663412}
{827521,866814}
{699887,-387471}
{-985204,74856}
{-953848,-21179}
{225216,143146}
{228486,397642}
{-851962,84713}
{-859522,-604060}
{496654,874425}
{-168262,317774}
{829144,-773350}
{-637493,324320}
{-654726,-85769}
{242282,877498}
{-273406,336636}
{710336,-375468}
{967068,440529}
{30287,-807295}
{-669433,679420}
{893672,206633}
{-989706,468608}
{-294314,844730}
{-826816,-737646}
{-159060,-781141}
{400005,-779956}
{-16971,845222}
{204893,511830}
{46880,202460}
{47864,787072}
{-54172,428397}
{850165,-936639}
{-834655,-653851}
{-494947,-701951}
{58056,-198322}
{590312,-880014}
{-984114,-710776}
{-790541,-892656}
{-166646,244200}
{524094,63034}
{-935617,111907}
{187691,942481}
{-879529,508696}
{406453,-625532}
{508183,941044}
{871154,661936}
{673250,-573111}
{-605473,593092}
{390029,-490151}
{555856,823467}
{128933,942224}
{757872,-444452}
{941063,601776}
{-219193,-368515}
{-688346,645285}
{-614770,-353407}
{980375,-101018}
{794690,-8612}
{293646,977508}
{-555591,354570}
{-325953,-345867}
{-257056,-474588}
{693007,239221}
{-876749,-349574}
{954686,911852}
{893576,-709996}
{908299,757239}
{-627962,997541}
{623654,17560}
{576290,-344611}
{-649020,95572}
{-213459,901390}
{-414237,436019}
{770703,-13533}
{870517,-179889}
{-919581,-970894}
{-39337,-942443}
{-36100,-921922}
{389385,247886}
{981139,-289488}
{-999515,-221687}
{-908520,-486217}
{-524492,796015}
{880536,505805}
{-792360,572498}
{-253801,-32078}
{-30412,-283029}
{-947739,-443925}
{816523,754469}
{-900832,541077}
{-943791,-906395}
{622498,781197}
{897447,243317}
{885113,312932}
{-73859,482573}
{-686977,487350}
{592109,784040}
{-519503,-473763}
{180707,324618}
{-310856,-736562}
{-496508,878049}
{-292274,852643}
{823941,-387731}
{-261713,51415}
{-635399,902261}
{679071,-655194}
{756181,-699981}
{-122624,793839}
{-934922,-556250}
{-899867,-593328}
{-744108,271724}
{374640,896641}
{-195593,-201939}
{174924,252940}
{-873943,35140}
{907963,-652698}
{-537864,-588578}
{-136339,-717037}
{-199964,-923266}
{830399,-621641}
{-137306,419154}
{717711,798834}
{662014,-625219}
{699951,449859}
{5362,-712545}
{-257341,22147}
{936841,68907}
{-802318,-830230}
{-69626,-288853}
{-476976,415989}
{440160,-745964}
{-837623,-896426}
{752759,-984687}
{75549,-504404}
{-989246,816627}
{300858,249686}
{933239,194821}
{-144725,-586202}
{-170517,724997}
{-527988,851125}
{267390,327844}
{-879645,873828}
{-442558,-697452}
{-892809,-150899}
{-4175,-273259}
{-993530,733787}
{-191625,-690685}
{-598704,-37357}
{-414620,-727532}
{-715949,-718652}
{-328811,-420422}
{-363240,-566165}
{-954041,-34816}
{-217383,-630115}
{-745885,-647121}
{899608,-729181}
{568180,645490}
{576570,-961135}
{298744,645500}
{508375,-547900}
{-88087,928484}
{-869818,-751478}
{916397,478789}
{120076,648731}
{183180,-490883}
{695361,-183629}
{389071,-174589}
{77792,396860}
{-342203,-508348}
{920941,864721}
{695424,-171840}
{69977,-22254}
{670289,-531406}
{2153,-396754}
{-62663,-325669}
{-849330,343333}
{84872,-440551}
{630006,-361649}
{685779,-659428}
{391058,-45911}
{-713319,-463995}
{-810851,662194}
{950591,-532468}
{-747392,509951}
{-245981,356575}
{292771,-719916}
{770212,771304}
{-579525,-259615}
{913031,-45313}
{584359,115894}
{213869,-371868}
{-524163,312023}
{869320,-164630}
{-386822,-177639}
{300887,-355302}
{284657,-691754}
{857027,440068}
{963074,13332}
{-722825,-656703}
{-304018,54130}
{155823,372426}
{-140304,736679}
{-536007,-358602}
{743897,-536850}
{-305922,560807}
{569880,482936}
{996339,-576690}
{-145363,992193}
{368079,-362331}
{951683,-505073}
{-709490,-826852}
{-432529,572808}
{-377618,44444}
{-744752,758701}
{-704018,78444}
{966211,150567}
{472254,-398171}
{-130407,-430124}
{-285417,330281}
{139175,-974897}
{555202,982791}
{583721,78042}
{595382,-174118}
{-745623,-451380}
{-874582,-160311}
{271294,-363384}
{847410,793158}
{115252,540377}
{-342893,-525906}
{-301658,-251351}
{797433,495630}
{-787153,279430}
{833561,-666723}
{548675,-698565}
{279270,-419668}
{296775,101975}
{-1711,-603281}
{-268827,718908}
{-317099,609315}
{198547,765985}
{365485,173960}
{-18312,347243}
{-882747,210603}
{763954,856189}
{-458958,587534}
{869599,-312544}
{-557979,809448}
{847602,825632}
{-45138,-164245}
{872117,879532}
{315397,-489883}
{-439712,-363515}
{842539,144954}
{294490,417333}
{-897856,-164492}
{-802213,995543}
{989715,-947800}
{189774,172193}
{435964,-103020}
{526647,-292845}
{-454584,-599822}
{-932296,157040}
{243935,131105}
{-311655,-930497}
{804934,200199}
{224125,-536877}
{552968,-572764}
{-143432,-448799}
{858906,-384088}
{584275,176849}
{-862660,911356}
{-953102,512682}
{-757146,-789742}
{-122272,-678358}
{3514,-273353}
{-672228,-781961}
{-807772,-359332}
{-225675,738755}
{881135,-299647}
{10460,629269}
{80709,267375}
{782628,396721}
{-233853,-451588}
{-429225,-474213}
{918097,-629043}
{-406725,-269105}
{-536407,640594}
{-418080,314473}
{207372,738770}
{-564581,-294641}
{324063,-741514}
{498276,-508785}
{604771,597143}
{542624,-336354}
{-953499,625899}
{-765310,425866}
{559219,-481181}
{-300125,-959233}
{40549,414476}
{953472,-473697}
{98086,-88237}
{455586,719742}
{-920038,336162}
{323010,176529}
{926664,43027}
{-433532,406475}
{-703006,531406}
{-781210,-733219}
{112941,520007}
{764546,14611}
{-622387,369930}
{-631300,864625}
{-722669,821751}
{909912,-667280}
{86175,824893}
{240788,-265180}
{898066,-959256}
{580433,865693}
{843139,185215}
{819081,69400}
{994491,-216448}
{156375,-554318}
{600914,-628434}
{-455820,232429}
{715800,-53494}
{684051,-17551}
{-673310,-38627}
{289605,-552639}
{-36177,706997}
{-171314,-953602}
{-677524,650928}
{512648,-524228}
{-112041,561680}
{496910,878780}
{-818997,-181108}
{-543934,-392696}
{-21333,-291162}
{916507,1874}
{-863797,-245873}
{91657,-641892}
{-347824,-555289}
{-301301,51951}
{869975,228898}
{3805,-512518}
{-276786,736285}
{-566942,787322}
{-427960,-325682}
{-840296,-760315}
{689644,69851}
{-749671,111242}
{-391860,552052}
{-998735,-420803}
{905248,-468812}
{932246,939927}
{844827,916822}
{751682,391740}
{-992739,950770}
{-101892,-880554}
{920653,-407917}
{-15674,-713406}
{-22807,-430110}
{993849,-352257}
{154143,523797}
{464713,384149}
{-895628,-718359}
{396930,528272}
{550017,273967}
{801908,-523611}
{206588,816767}
{-842256,-557612}
{475100,457722}
{33944,-915763}
{695289,964092}
{270032,-446800}
{465550,-422738}
{708140,129171}
{937069,633664}
{-151959,-331221}
{-309683,-603870}
{-149313,-791699}
{190752,455320}
{285151,-799332}
{622886,-55158}
{686917,-282752}
{-167266,-440308}
{144690,-983284}
{78971,316499}
{662284,72886}
{-382487,350818}
{-948825,455339}
{-890718,939735}
{-213325,-757118}
{175901,-218316}
{-487453,293463}
{344250,-794710}
{-718160,-378068}
{-914302,805285}
{397534,953336}
{289619,421384}
{634056,920535}
