{-590136,-665351}
{-284750,-543758}
{-223059,729463}
{-7641,530001}
{854610,-479516}
{-882462,474001}
{-669843,367784}
{-538467,181822}
{-614362,-567791}
{74572,312710}
{-92751,-232141}
{-467858,-78862}
{512454,770094}
{-626180,758813}
{336244,-382504}
{-579777,635939}
{-811944,611750}
{352277,221145}
{-3631,-63919}
{733928,312455}
{701159,-159796}
{363643,-141859}
{563705,93096}
{-125688,856120}
{969764,-861146}
{-429328,285567}
{54076,-941448}
{492267,552884}
{373451,-557763}
{-149789,955480}
{-742485,-893975}
{-296109,-842803}
{-254961,106411}
{-304737,-154248}
{-259963,665316}
{386597,-982655}
{967880,-15640}
{-758538,-386660}
{-56693,406193}
{-549227,655674}
{-471442,6977}
{191062,653492}
{-293919,240254}
{574007,-440564}
{763325,-696553}
{-464323,59883}
{882347,392319}
{-233571,754261}
{328577,-999693}
{-440962,489165}
{-490491,933898}
{470827,124882}
{-867665,793013}
{-941647,371504}
{-837473,-774065}
{-330314,294556}
{-808063,697031}
{465932,-20905}
{952613,-20920}
{366262,694590}
{4236,-121413}
{-858998,-769875}
{775239,-286013}
{590764,801443}
{393317,166351}
{-240166,815671}
{179057,-653217}
{-537892,-816245}
{353908,-6509}
{-949074,946375}
{-357321,-385363}
{331455,865412}
{-722278,-102519}
{-737518,-673722}
{-791780,-980393}
{-193244,-390298}
{771294,-797057}
{691690,-177}
{494317,515596}
{90845,-550544}
{-931269,-294065}
{89752,-622359}
{813226,248202}
{-954887,590621}
{-553807,-483547}
{131107,-331507}
{-387764,-969695}
{746609,810231}
{-210300,902161}
{-590582,-218583}
{164268,447276}
{623786,-845336}
{425573,-460088}
{-331105,-219102}
{-675696,234476}
{-746034,-137179}
{667502,774885}
{82357,698890}
{497253,884281}
{-702561,335629}
{95496,-240311}
{624311,182469}
{685208,240810}
{461652,-906074}
{-454328,-942735}
{711426,-820311}
{824788,-329716}
{-952706,-692480}
{-498061,-993302}
{429202,422379}
{-111215,582650}
{78177,-739019}
{688182,-106190}
{841877,-126784}
{-149590,231011}
{158843,-668996}
{-893281,-779277}
{-875067,473891}
{901843,-596147}
{-63764,549525}
{-535417,670052}
{-619214,80956}
{771835,-908098}
{753957,106081}
{276388,-488219}
{124011,-656235}
{-18650,-561373}
{-106045,871359}
{803611,574254}
{856745,-228626}
{-485676,-596256}
{232315,405369}
{-624694,-178657}
{374197,-330057}
{605773,512261}
{-520826,-390279}
{-443529,784259}
{-138242,484351}
{-186606,382051}
{-301442,446124}
{-718007,711840}
{496671,40548}
{-451826,-369760}
{454928,-852587}
{243071,754228}
{686729,-42231}
{-837684,-292256}
{-248700,-102260}
{918659,-614408}
{-374496,554772}
{726265,-835972}
{-203069,-635147}
{-843903,864454}
{146452,-922465}
{367965,-641762}
{508598,620371}
{558122,361085}
{-408234,314437}
{-877387,352690}
{357466,-563595}
{-895712,-287497}
{-371731,-26299}
{-461681,-874861}
{412083,397535}
{-767008,458320}
{711475,828241}
{441664,187815}
{-687267,-555996}
{-216457,143641}
{53454,-846384}
{875001,3912}
{253473,812786}
{678566,714223}
{-562361,497400}
{-241892,-840154}
{-473625,549136}
{-239642,315269}
{418216,845230}
{438395,-98798}
{769089,749349}
{-701188,-874694}
{-524533,-786072}
{94307,732583}
{-540874,-295013}
{-529994,-629110}
{808934,759925}
{-841980,-457697}
{807305,577222}
{189115,290539}
{-861007,-517071}
{-739835,560245}
{-568372,98222}
{-984040,83574}
{201670,-77300}
{-739221,-173217}
{-260541,573517}
{-239352,200302}
{-496165,-574173}
{485527,-35207}
{-989676,-189262}
{-379261,-322185}
{-634835,661581}
{-452982,920580}
{622236,-718678}
{913651,-961947}
{154853,164314}
{670537,-212777}
{-851452,189424}
{193375,848643}
{429594,720764}
{-863521,151598}
{-172438,-347343}
{-307755,14402}
{-882408,-102987}
{-896739,-250154}
{-754803,-534400}
{-469687,813386}
{-893266,-337355}
{212490,761041}
{877729,508015}
{-454673,166591}
{-219634,-408524}
{622342,420060}
{135255,-880820}
{-856002,-541221}
{-746853,543052}
{886029,381270}
{-449476,-467740}
{-930202,-759728}
{-940908,821706}
{345429,-977392}
{714725,122624}
{-70914,356992}
{60920,-814109}
{722637,-229205}
{603162,-76260}
{-368274,201698}
{522739,-390930}
{-783669,385850}
{745032,-106118}
{-209317,-189211}
{-881654,-735687}
{235696,-776402}
{217335,890722}
{725649,413290}
{-634323,672053}
{-209541,953384}
{-603375,807518}
{-41111,-601429}
{-37047,45554}
{339006,-148601}
{711617,660449}
{650241,241150}
{-914959,258054}
{-8103,116070}
{307938,942669}
{957317,-308812}
{399712,304106}
{694822,-813558}
{-10528,399201}
{-103244,-500832}
{-72052,-179700}
{488822,-210132}
{-737858,664308}
{-215397,208037}
{845986,-390826}
{-483350,984244}
{-233889,710146}
{-542294,-392334}
{-969863,-213000}
{-386303,773944}
{-94432,-337834}
{-448371,-443438}
{95013,-390662}
{-75647,-109239}
{795349,646669}
{548862,470488}
{-129535,14408}
{106620,-676998}
{-263602,-29380}
{597702,-561828}
{862582,789577}
{845894,-247764}
{755201,497384}
{-970434,341286}
{651359,-652805}
{662546,-996030}
{381634,-675120}
{-53727,-672051}
{-707936,854537}
{-397442,713571}
{-33731,975205}
{-697325,141131}
{-709184,625162}
{160737,334875}
{165100,40206}
{283940,-135135}
{-692383,-64204}
{128970,279466}
{25727,-685365}
{-608160,-590234}
{-657431,-726071}
{355086,879039}
{626439,257513}
{-150000,-420754}
{-419319,-969207}
{-818231,710991}
{540342,85508}
{259850,21342}
{-409637,-735448}
{-845358,-803408}
{52229,-900674}
{-490568,-81611}
{-843384,-976675}
{817990,-24070}
{121019,62331}
{-822320,-298149}
{349586,515178}
{-203581,-185238}
{416505,495039}
{-444338,853958}
{-145966,-467835}
{73795,-359287}
{638483,-94182}
{-23791,729757}
{981426,-86820}
{-119018,959317}
{-876471,-479594}
{549504,-127029}
{-719681,177925}
{123769,506789}
{-477330,260053}
{-30300,-392998}
{271743,715232}
{-270377,444783}
{-647402,-986155}
{-294926,410875}
{-745048,-808083}
{163011,-149567}
{-434342,-178460}
{-917930,-994868}
{-51277,580433}
{421646,-987001}
{-468091,-302952}
{-123337,296122}
{339626,-255700}
{-456075,-661477}
{333387,-392057}
{411395,959488}
{134023,302825}
{-83634,661716}
{818479,351740}
{196994,-847200}
{-307565,39256}
{26666,-172555}
{-59169,-648369}
{988537,451736}
{184775,715227}
{-599885,-375633}
{860111,397177}
{412235,112224}
{865776,-1939}
{-889213,289494}
{-776106,-455944}
{-582719,-924200}
{217739,72902}
{16369,754486}
{-694409,-452083}
{914539,344942}
{752787,709754}
{39875,-145878}
{-974111,-99122}
{28001,-361321}
{181247,-581863}
{-919759,-592595}
{6509,-239309}
{-645984,-219860}
{449632,77767}
{447362,305487}
{343967,-533799}
{464930,-136207}
{-366342,-843794}
{91416,418766}
{-518065,-537473}
{279325,-81318}
{723946,218463}
{-419730,148277}
{-484058,172663}
{95695,595164}
{-63938,-785137}
{912345,-771780}
{417476,112957}
{-103583,944257}
{871862,35835}
{-242167,92287}
{-384688,-193711}
{-92320,979420}
{264831,830113}
{523956,644584}
{-948143,156731}
{470316,916254}
{-300705,-670768}
{173201,-269097}
{65003,556772}
{-770184,350581}
{856245,767689}
{819584,-358631}
{-206811,-856450}
{-134849,-56303}
{-280291,978427}
{527124,529880}
{-747332,-267950}
{-178340,-108027}
{317723,-933285}
{806487,942031}
{-325776,208925}
{126682,-414679}
{29298,378964}
{196127,-148549}
{-32494,-497972}
{-72029,-763919}
{-481715,564058}
{26116,338499}
{341568,331017}
{849651,912222}
{175799,-435371}
{718528,-352384}
{555918,-480356}
{456356,-536200}
{-459976,-781771}
{124845,-356483}
{186192,971662}
{470194,-433291}
{693567,54919}
{489581,681616}
{-257659,-673446}
{924745,-207584}
{828403,907811}
{-628124,975160}
{470293,-887158}
{349203,623480}
{707610,-491863}
{-604201,761189}
{372449,-131373}
{-681279,-237412}
{-846812,-499927}
{-928017,-326249}
{940407,-375795}
{-52355,-369377}
{714672,-994155}
{-553219,736232}
{-226975,741361}
{-206562,-936434}
{-642496,46807}
{429946,5819}
{-104962,696960}
{-417888,-954282}
{-927578,-488432}
{222277,924963}
{-92267,-876006}
{-682096,389201}
{-767299,-932102}
{-846064,604596}
{838035,145342}
{-886393,-906983}
{48058,-331764}
{620077,238086}
{478548,-48172}
{926531,-522233}
{-428880,-446572}
{392255,262967}
{-871224,-4711}
{507932,-127083}
{-825607,-863324}
{752572,713526}
{215501,428762}
{236069,-391359}
{-405329,-458391}
{-407598,-64872}
{648167,73435}
{18276,-267587}
{-177864,845065}
{-750821,198555}
{838787,145352}
{96811,258304}
{-411640,336723}
{475052,616559}
{-508178,316317}
{927512,-407335}
{-714815,591311}
{329488,468956}
{-935682,-761630}
{-188017,-571633}
{-292126,-418895}
{346950,-408897}
{280947,-418580}
{-827617,350833}
{-596814,-563565}
{250508,-131575}
{-165327,-255682}
{950137,-471501}
{254169,527940}
{-962849,974746}
{-699049,970754}
{-737740,624596}
{-782230,297853}
{220681,737427}
{-841132,257852}
{820423,-70529}
{-656747,712710}
{572305,-900390}
{-117779,-835018}
{-711229,-227070}
{-166273,-526195}
{-991351,809961}
{775230,-179248}
{-834164,707244}
{-848247,-147505}
{-144407,-210403}
{-956037,154704}
{542033,679222}
{462197,-650758}
{-506037,-323028}
{-84029,-913919}
{752054,-446103}
{-78113,-57849}
{160001,521707}
{350673,301801}
{95184,156510}
{741938,-529428}
{786486,47740}
{873232,307208}
{619819,781084}
{-383917,-438953}
{144185,-696955}
{155569,943062}
{-16777,326634}
{906840,525188}
{-227017,-600839}
{-571586,281032}
{698356,407837}
{938049,-663190}
{-325948,-614090}
{877399,769270}
{-656723,689889}
{470465,-812385}
{825005,834730}
{358269,624994}
{696377,657397}
{916619,235157}
{199229,-761083}
{924898,-7802}
{144755,663681}
{-431268,831202}
{407788,689861}
{300192,341182}
{866185,-149493}
{-356164,-543869}
{752397,-150520}
{872303,-777413}
{-374514,-632278}
{-954157,-580553}
{-647910,646502}
{-585268,463170}
{504761,752756}
{34311,-934818}
{-638575,982501}
{-762160,527934}
{-238004,460954}
{179190,554106}
{-311920,-293701}
{706790,385639}
{-406532,590975}
{472018,746051}
{129628,139968}
{-525463,546961}
{-383612,955628}
{49421,-389902}
{747339,295528}
{477472,184178}
{-856561,-324846}
{819444,957670}
{317947,359359}
{-802538,-125375}
{432735,-748952}
{627735,-361997}
{859455,-866201}
{375690,-739429}
{-862530,79327}
{172170,149544}
{171632,-370525}
{933723,-160320}
{613903,-848614}
{-85124,-135210}
{-905134,-318504}
{88788,31573}
{677706,633291}
{666397,376992}
{810238,-812199}
{-280417,-110417}
{-918790,135956}
{-206639,-985491}
{828077,-911095}
{-917426,-868183}
{-572068,-963507}
{321307,-76492}
{125015,394004}
{-898209,-299751}
{-500450,-857910}
{-262372,337360}
{-702893,525813}
{228121,-733949}
{-932468,38652}
{-74952,903819}
{40834,123898}
{-839242,793040}
{-414855,565279}
{-49848,804675}
{188092,-891559}
{242981,734901}
{359960,-947724}
{-925696,-671879}
{-186363,942573}
{256425,-883796}
{-905061,-385506}
{870213,-226149}
{39166,-993017}
{-298712,494595}
{538468,-130583}
{-330859,949193}
{116739,-579825}
{-145876,-81443}
{-431194,-42844}
{694128,878210}
{-942199,-52439}
{-154640,-418081}
{-507852,675770}
{351127,392931}
{-553726,396528}
{-473375,787538}
{-981919,724474}
{136373,964838}
{29406,-837981}
{-601311,-395653}
{-804726,984873}
{251884,-179216}
{869059,-542211}
{572215,765502}
{197128,785678}
{-648157,-930572}
{-286292,-380109}
{-543112,515264}
{-884185,-540689}
{-396439,460177}
{-814150,126430}
{-850635,977497}
{-418907,-418262}
{-513690,781626}
{-635884,724583}
{-974497,-563833}
{-258482,513248}
{-861426,438917}
{12811,-580439}
{494279,948208}
{839609,-498748}
{715303,-708778}
{960609,567181}
{191706,830784}
{272534,623608}
{354454,328034}
{664871,749211}
{-503406,72334}
{-582386,251811}
{888456,685874}
{-912449,-821167}
{-939567,-591341}
{514480,-346059}
{314472,754699}
{619564,-656992}
{238325,502984}
{-337407,-155398}
{233883,593425}
{-649824,-805985}
{585040,-801490}
{649273,486953}
{-858641,-980087}
{301058,-119674}
{884903,397092}
{-895952,966672}
{912261,313166}
{-11686,151474}
{-34975,-214745}
{-656012,-684992}
{980348,-511356}
{-302155,-857787}
{-772187,927868}
{325868,316473}
{491634,318713}
{-267288,-618547}
{-460150,505012}
{53489,-149313}
{-373581,833742}
{810199,-381293}
{464906,769023}
{-240698,-28903}
{752133,-272651}
{-854802,358684}
{242989,-949613}
{90697,848814}
{796594,-658514}
{892583,-707676}
{-385966,148262}
{599193,395994}
{561780,-926246}
{-596842,250033}
{-185623,654808}
{854070,259098}
{-223175,-257454}
{-994417,991746}
{-478827,44044}
{-872672,-466345}
{-627184,-369532}
{714518,100855}
{-374709,694960}
{-296283,-879441}
{-427167,672215}
{139022,320465}
{359466,214369}
{-841548,-185087}
{628802,729755}
{692684,-243459}
{104772,-814670}
{-929476,957513}
{349503,296725}
{330686,-624875}
{18699,440788}
{-556956,-847477}
{698995,47575}
{407841,496070}
{-747952,-432167}
{-4849,71068}
{-537907,-361377}
{-21982,595744}
{343994,419427}
{180906,-123705}
{-362634,-308578}
{-980814,320086}
{115386,-961691}
{660432,511587}
{919052,622430}
{-377715,-500215}
{291703,659658}
{705045,389509}
{-991643,356652}
{21233,-738220}
{-947490,-293854}
{-769668,361758}
{715404,148252}
{-720860,-333326}
{86607,-522172}
{331845,377829}
{-128267,332941}
{448217,-323119}
{-808071,40627}
{940914,784957}
{386573,267934}
{-618674,156994}
{-631243,533932}
{109346,323573}
{-683241,424112}
{-246175,45663}
{364205,-668982}
{-488676,479935}
{424145,19679}
{867629,266599}
{-855840,-498958}
{230790,239797}
{-997546,563988}
{411141,334964}
{-214441,-117462}
{-976384,-96864}
{-863766,-443347}
{-811717,-785764}
{-28975,-151241}
{144252,210795}
{573448,904017}
{-902933,-278433}
{-761425,-820490}
{-30291,656836}
{70896,662449}
{847127,-68668}
{251434,172865}
{129448,-55982}
{-676942,-205983}
{-235977,-697248}
{-917310,772209}
{990590,-360156}
{-47725,-944099}
{-507817,289452}
{-269675,191935}
{-364477,620518}
{726415,-139792}
{347915,-996792}
{391777,-731325}
{198043,962352}
{632586,-659119}
{956215,-936652}
{-929388,-625013}
{-376503,853782}
{-109030,620807}
{-867614,-240670}
{-386598,160255}
{581975,867409}
{66054,-391961}
{993598,248159}
{975698,735348}
{-674201,-492116}
{-619702,277176}
{-249020,783704}
{526839,-257257}
{103564,878873}
{169692,191888}
{636445,86273}
{-350217,482842}
{447748,326149}
{606380,73264}
{-639670,-9516}
{-837927,-312321}
{909939,-629609}
{980528,-761419}
{298542,-747614}
{-706311,-710177}
{723914,-740009}
{158149,185693}
{707240,1325}
{980483,486657}
{541840,488551}
{-456262,657838}
{616161,440562}
{154407,-995031}
{-705563,-208613}
{585310,698529}
{626515,-837716}
{-50500,52916}
{-477637,-151705}
{828437,725701}
{-251993,-804068}
{835501,284720}
{52635,923275}
{443138,448995}
{877157,-232148}
{-648082,38495}
{345031,-96615}
{-518242,-136564}
{-25577,-695135}
{258229,439141}
{510188,-467309}
{-21217,-578477}
{-240013,-344529}
{95688,-50811}
{610223,-132686}
{-525240,-935700}
{728382,930396}
{647688,-815974}
{-250450,148200}
{-236585,207040}
{-537301,401691}
{-971593,110707}
{-636927,747280}
{-31143,-231484}
{-832312,264634}
{-49914,-156374}
{400890,127530}
{-549750,-632573}
{404640,-275538}
{-486766,476547}
{148138,-804359}
{-943804,-975806}
{-716221,-774615}
{-839548,-103498}
{272562,396411}
{-84098,-464861}
{-63247,-383470}
{645143,229203}
{-120842,-9562}
{-587904,-359260}
{-262806,-107258}
{-101862,-379789}
{478784,233734}
{323683,570120}
{-957493,973942}
{369104,-951416}
{-755207,73091}
{-464844,202733}
{-603225,867003}
{557747,-598010}
{541492,636412}
{-567338,770605}
{-715619,-682964}
{-984690,-93168}
{-595356,-638505}
{117109,824850}
{188228,943920}
{-457143,-819505}
{-929172,-382309}
{699446,-58337}
{934458,18286}
{375680,214541}
{277713,-586735}
{-731283,152155}
{-140434,-183985}
{-675003,-114711}
{496405,619182}
{-686932,647914}
{-937320,96035}
{-777654,-321035}
{682122,5687}
{874852,-851414}
{-290915,-649862}
{594388,88590}
{-298592,-323642}
{-422290,-643913}
{-674755,191108}
{-569023,544774}
{-975411,183047}
{-745302,384047}
{-625359,520634}
{316981,-829038}
{353995,-119597}
{-161235,135894}
{21956,806898}
{876145,360623}
{457631,220316}
{-615130,239150}
{638271,978734}
{406007,-607825}
{-997451,54786}
{-527930,31673}
{-554682,659364}
{-745742,800880}
{-82156,406305}
{144057,-974774}
{442238,774580}
{798277,-126746}
{628325,-991411}
{890713,224639}
{-898655,-394719}
{-422489,-847768}
{253793,238929}
{-936527,698679}
{204208,264008}
{-374161,-316711}
{-572287,195738}
{-849705,-426893}
{-341378,911254}
{-535711,787011}
{-568593,-705854}
{276641,920883}
{-914789,-1833}
{94143,846933}
{145164,-647930}
{500046,780227}
{414934,-123790}
{487501,777148}
{973741,-598211}
{-924533,249730}
{-222482,-165269}
{-88606,501556}
{573372,-265638}
{-742807,-433341}
{-255845,663884}
{504932,317938}
{961032,-766052}
{-953742,-761883}
{785844,-11348}
{457853,-145219}
{-180888,623141}
{-456722,-118435}
{169112,974412}
{741850,-189714}
{245497,106943}
{8546,893961}
{-314477,-705839}
{-936713,322053}
{261914,-78295}
{-38674,468202}
{16047,-918829}
{771962,-979277}
{101307,253695}
{-992045,941242}
{571465,-597350}
{16636,662777}
{-383095,34186}
{-456301,666555}
{982001,-748745}
{-730925,808420}
{-851240,-497583}
{728271,668304}
{-604404,844911}
{185055,-936591}
{-767259,26919}
{-510163,214408}
{-315856,283125}
{-209673,916012}
{672159,422696}
{-370919,737163}
{356653,-633362}
{126760,628359}
{577727,636078}
{385750,-98553}
{-332138,266887}
{-991722,-121223}
{-633492,-582809}
{671919,16732}
{420545,88779}
{738546,959823}
{409414,-404162}
{964886,15270}
{-921392,357334}
{502054,-576994}
{577975,176955}
{998274,278465}
{362281,484622}
{-639881,417098}
{558845,-881458}
{360974,857753}
{-215883,713979}
{-249141,-890483}
{-969274,77009}
{-779625,-904865}
{-278217,-242731}
{870931,485891}
{-518088,990504}
{301075,679928}
{100340,-753396}
{-203377,-695098}
{229814,177196}
{-164580,669843}
{-990048,-879394}
{-90902,809252}
{769632,6551}
{685010,106165}
{598884,171830}
{21937,11910}
{-676034,-298189}
{308166,320409}
{-399105,-677690}
{-83585,-617496}
{-842195,-442424}
{347525,349552}
{926649,-304168}
{425309,237335}
{-542184,-978955}
{503556,-667063}
{-17664,-429666}
{-868693,472967}
{708208,756590}
{982479,-557641}
{-664523,-894711}
{-214886,-228173}
{-186069,-125918}
{24990,629284}
{174732,662405}
{624610,272810}
{-87760,-425550}
{-172539,16363}
{363498,482393}
{561618,372452}
{-954693,955811}
{-809851,-59337}
{-162542,-65005}
{-894112,638470}
{404213,607608}
{-84208,969314}
{572043,-63089}
{680771,-918347}
{452411,652146}
{-496250,-802343}
{951724,-964444}
{723663,864705}
{703931,223128}
{-133281,-272844}
{-162646,875983}
{808473,515879}
{186985,78644}
{398006,860526}
{748335,-232562}
{464881,-118373}
{-606577,475450}
{570941,-963681}
{639725,614002}
{152491,746081}
{816405,541210}
{-224210,82639}
{-263704,-481542}
{-930968,415896}
{-459915,795902}
{676639,801441}
{117745,-801561}
{-63822,-646712}
{-409364,-131637}
{626656,161617}
{-566477,-137444}
{-761573,553489}
{963186,289341}
{-145971,-993188}
{-24723,570952}
{-379387,5771}
{-442583,-459323}
{388684,996598}
{264099,-971105}
{205881,284158}
{-910983,364389}
{701280,876169}
{-670823,851548}
{701782,357459}
{513227,732103}
{-956223,-375570}
{381241,282992}
{-389767,311687}
{177649,394702}
{552152,123431}
{236489,310183}
{-350796,-601134}
{-2923,-802932}
{580437,-697967}
{-43676,585799}
{66608,-252692}
{-92060,-641686}
{-918264,-904186}
{777094,130021}
{919009,-547411}
{582891,-918077}
{-47343,643505}
{115501,-42962}
{645288,-463366}
{943048,-418559}
{425666,-571561}
{55611,367647}
{-951236,-933551}
{-783900,-697454}
{986170,959262}
{-607260,-320779}
{297877,-508395}
{-926195,657733}
{-768197,73118}
{-449374,835426}
{874323,-934736}
{139103,-526463}
{528646,745443}
{6446,-906953}
{368865,582246}
{-379299,-683918}
{987771,8301}
{716300,-356253}
{-649703,-767343}
{-960177,-914078}
{-298029,143228}
{244240,645798}
{984028,-945163}
{23520,29321}
{-386115,-485434}
{399849,-730036}
{-651175,356856}
{828184,-137172}
{-448953,-467687}
{849081,-343297}
{897028,-233432}
{-917540,450338}
{-818876,-961569}
{-777459,-305275}
{707482,76983}
{-451564,-698877}
{531555,-630710}
{835547,-769241}
{-262466,-653122}
{-783926,520660}
{-557731,858524}
{-692331,282322}
{825930,-972477}
{-128959,-215009}
{-393415,596647}
{338225,961536}
{-887059,817696}
{755115,-792284}
{-339082,-166535}
{333105,949726}
{-363661,473527}
{630554,-190132}
{571254,-771429}
{-671165,-28668}
{-903119,747707}
{-703219,489579}
{709297,-110713}
{623470,-238435}
{19638,-998250}
{437497,711159}
{975160,436728}
{-252550,723047}
{348759,332402}
{-529242,131278}
{-996594,317940}
{-339428,-644193}
{-305336,-46257}
{-830824,-788582}
{277002,-489306}
{727704,203721}
{-720104,165440}
{-395102,524883}
{57208,48756}
{436197,274201}
{853891,521364}
{-114873,-527695}
{572253,439927}
{784851,-413418}
{-735269,272799}
{394075,40564}
{-640505,-366418}
{819269,336733}
{998077,876372}
{-205040,504825}
{458066,-114247}
{625399,-266370}
{-625023,-9537}
{-855351,-988881}
{694921,-609555}
{-32917,-187348}
{841383,662443}
{-504786,-860714}
{-667517,242767}
{21125,690582}
{566806,-183746}
{787219,955010}
{83423,-514829}
{-29350,-184333}
{802896,-435654}
{51041,-789033}
{-789828,529973}
{59436,-494100}
{-439172,85397}
{-887472,-745529}
{-604971,-124234}
{999534,23553}
{-673842,-628610}
{792574,-961940}
{-967941,430353}
{-230965,-690619}
{639298,933527}
{816423,534662}
{-457912,-574215}
{967463,778373}
{-93974,403185}
{-861623,505948}
{375536,-893940}
{-416252,313637}
{397572,100817}
{-444718,672388}
{294375,878574}
{881369,940141}
{-100927,898891}
{-226949,-829112}
{896638,-727487}
{-344607,-368438}
{-806787,993174}
{623233,-672633}
{-949162,-216444}
{245150,-324372}
{-18408,345626}
{-183599,-366343}
{934788,-911625}
{-653452,-577072}
{-267816,-748741}
{754305,845656}
{528077,-52495}
{737183,-156303}
{155628,-519448}
{-713666,-419463}
{-498119,-964846}
{129648,648808}
{630662,325511}
{-374420,-125431}
{-751765,-194224}
{-591793,-763038}
{889456,605147}
{-686776,-770073}
{-392695,-854965}
{-313834,956806}
{456820,366462}
{-490482,-733737}
{-188319,286692}
{-796988,564531}
{369213,-289563}
{-231285,759383}
{-350051,-664822}
{155118,645381}
{940942,961678}
{-22234,-229168}
{-623375,-546163}
{-84088,625304}
{798870,-27789}
{530000,172633}
{-920018,580935}
{977581,724073}
{756657,-386944}
{-381164,-544943}
{168970,461899}
{720299,-224859}
{-520568,586322}
{39819,449117}
{596410,71971}
{774867,529512}
{481794,865914}
{-569567,904495}
{-20461,-510095}
{972095,296928}
{-506101,-61728}
{-160704,542755}
{-59397,-849605}
{-447770,884287}
{-332570,-829521}
{-679556,-677673}
{-618908,477776}
{441220,-602164}
{-694953,11739}
{-211736,131270}
{-206219,623897}
{-396989,-102052}
{776883,-668695}
{184086,-193453}
{52633,430995}
{964433,959673}
{-734049,33541}
{562905,216918}
