{-870060,524568}
{-4400,-337931}
{636415,451175}
{-544490,389517}
{886611,536956}
{-420232,910796}
{379692,239624}
{-943072,328493}
{173035,-858437}
{890786,-833335}
{639593,-144945}
{-679995,457567}
{103320,-293428}
{296097,904568}
{-901280,-334652}
{-217503,-460117}
{-578803,567973}
{-551920,-515287}
{241315,-412594}
{-194694,6414}
{901683,340066}
{541065,-392069}
{425823,805195}
{-389866,33863}
{102364,-956756}
{558643,-364295}
{-132274,-239767}
{-684050,-661982}
{-583024,302011}
{802179,-566433}
{420801,-871328}
{155438,-816335}
{-544026,-430585}
{-763632,-902627}
{-608769,778372}
{425574,-397049}
{-479399,132686}
{-911640,-509579}
{107745,-698606}
{-804596,-39485}
{325028,-969790}
{301950,-21563}
{-51808,-240535}
{758788,-485980}
{-373643,-38263}
{873283,-654722}
{965747,762712}
{386766,155963}
{-790767,318953}
{516668,40433}
{-658952,-564357}
{955552,174425}
{-224500,-132976}
{-279030,-78811}
{178024,-533619}
{162218,-795085}
{333833,-564201}
{491553,-455975}
{-922602,605243}
{107667,725847}
{-29355,429951}
{-683520,71662}
{387283,944835}
{-813362,502486}
{-890955,-516195}
{708321,88510}
{-511001,27574}
{510420,-950837}
{-649242,366660}
{926548,194306}
{562102,-381830}
{916058,41157}
{-988003,-226518}
{566520,364243}
{-45780,733189}
{182236,-614475}
{101810,-164240}
{419457,-860687}
{-534685,875522}
{645332,-776253}
{511029,885155}
{354799,-192068}
{-678214,-475279}
{127780,-210428}
{589387,-294946}
{-770213,-27401}
{-916649,792638}
{-338100,-232313}
{608660,-963676}
{403864,-882538}
{-117999,-461028}
{484568,512369}
{-83122,119797}
{999947,-713730}
{568620,-515574}
{-75256,-792847}
{-902353,165874}
{467764,906795}
{-443226,-868543}
{76276,557247}
{-225225,49731}
{-342741,-660266}
{-269827,336579}
{-442225,65998}
{-922946,-169294}
{-317283,-494973}
{480909,243801}
{781425,-235082}
{478091,-750322}
{-85272,-769191}
{-104926,-255680}
{272193,410228}
{-590551,-622848}
{-692609,-705342}
{-518334,-249201}
{750191,-343407}
{-324594,604612}
{-541315,801964}
{-998072,711891}
{897823,20902}
{738640,914706}
{-798569,123265}
{-87690,-653659}
{893749,-103161}
{646293,-146708}
{600076,-352347}
{-524816,423910}
{704857,-911011}
{88561,911744}
{-964263,-722531}
{444475,-408333}
{-928755,-593565}
{256266,281154}
{207445,-491488}
{-216238,673398}
{360210,401590}
{928623,-372900}
{385341,-463337}
{-508619,205038}
{-901664,-49419}
{-575875,532771}
{-482573,-34079}
{458155,656905}
{810384,785636}
{408827,150391}
{-772465,-660983}
{-485398,-273955}
{-183122,-581989}
{-653947,-60816}
{176016,872331}
{-839372,-971036}
{624729,-425761}
{-952205,-864722}
{708379,42752}
{-910224,617836}
{-640082,889343}
{833084,-467547}
{-600553,-161771}
{-387612,645179}
{407977,82894}
{165590,603350}
{991820,586245}
{-999809,-550887}
{922405,-489416}
{945887,283088}
{-333839,23362}
{-96164,770790}
{-257979,-901322}
{319799,-297538}
{706272,250659}
{606362,-382968}
{760275,-284255}
{347846,771100}
{49200,-440135}
{-981503,686505}
{-583108,181550}
{610996,733024}
{881370,-541846}
{303729,-16497}
{-797198,-807164}
{-905094,-863728}
{409723,136657}
{-551787,667706}
{410987,74800}
{846843,376249}
{-310006,734442}
{842909,-196238}
{88690,-340647}
{-100163,985077}
{-545237,419611}
{-944895,-750417}
{-455071,-414863}
{151540,548624}
{227705,-593781}
{-34004,747718}
{830419,634979}
{811240,-477466}
{-260288,-453499}
{-21391,598063}
{66131,296874}
{-322536,716216}
{-647063,-139354}
{-655513,-322261}
{-975437,-453511}
{614294,661651}
{865053,598263}
{-356064,-399905}
{727750,-676865}
{60776,-119026}
{740076,907406}
{-663951,400019}
{223905,-463062}
{821506,-231279}
{276861,610002}
{-544367,-92118}
{225185,-359401}
{-199062,30799}
{-255306,853225}
{204870,114142}
{143772,785473}
{738917,-170335}
{-364792,167202}
{827243,-218274}
{-65302,-375388}
{-56101,-722001}
{862892,-786162}
{-346968,496536}
{-514508,974517}
{335758,-787701}
{962188,-646708}
{251222,360357}
{-961156,-99387}
{-660432,-884162}
{-396612,-591085}
{-89127,-752819}
{925128,-375558}
{390687,998436}
{636661,-660804}
{547124,722906}
{275404,44035}
{-162179,977660}
{117019,-339370}
{-693364,-328280}
{-338023,916377}
{-385596,600084}
{78453,947138}
{800547,652356}
{529334,48785}
{143086,805802}
{-632188,-984752}
{-755860,-981042}
{53868,822593}
{-812229,-17218}
{-202062,71757}
{671397,-634057}
{-939003,-447741}
{-227786,-379194}
{917214,-222524}
{713976,-285455}
{-100983,762807}
{-86221,-840893}
{-781380,-327890}
{-155262,690506}
{-163288,-731853}
{910290,-288047}
{-511990,-537575}
{714137,30809}
{486575,765330}
{610640,-379578}
{37372,-363296}
{-187913,842398}
{229047,-779276}
{722295,-3838}
{96393,-978751}
{-919941,144148}
{840174,-497810}
{-34199,361333}
{-621854,-819705}
{-296929,197967}
{273351,183812}
{-81564,-229930}
{766062,25485}
{255238,-611016}
{597610,-64725}
{23211,-258879}
{-187685,-973332}
{777685,-529090}
{-185540,565180}
{-456051,-963561}
{-522290,-945114}
{-677178,-909940}
{-701954,-462095}
{-437721,370230}
{-836557,628519}
{551859,-702275}
{-426010,-523002}
{-581065,622673}
{512606,-399382}
{642416,-501569}
{-802485,69534}
{-721638,384110}
{820325,-209434}
{-207237,-628081}
{697663,-515307}
{-156143,-382082}
{-224266,377031}
{-127784,729550}
{-879264,207473}
{-794348,714593}
{-122711,-505355}
{354235,481694}
{803018,-849125}
{171980,-664909}
{-568168,299926}
{957539,-144720}
{-865559,993201}
{462275,-793078}
{-150319,951934}
{468866,-593451}
{-467628,268043}
{-192280,-72852}
{-11889,-974900}
{-402253,-843229}
{-508811,446217}
{62722,593071}
{574725,236095}
{534131,-833974}
{790620,678365}
{-590466,261846}
{642494,-90283}
{874864,349557}
{806940,873260}
{553568,-119702}
{48333,-690384}
{-222341,621221}
{181872,-514359}
{-569301,893193}
{-531450,-775041}
{-953987,308487}
{-438871,667587}
{685075,157731}
{180084,-834372}
{409470,415385}
{-273677,882180}
{224447,-573272}
{-277347,199209}
{991410,29257}
{207941,459718}
{2631,-144923}
{502562,-103639}
{-471887,-21873}
{-485766,625541}
{-197924,503109}
{584124,743603}
{728513,42812}
{-988204,866469}
{156978,-210549}
{-546185,90071}
{351712,319134}
{571496,66190}
{-661987,-281689}
{790117,858643}
{-316651,10581}
{-959484,-332687}
{925441,-294500}
{375924,-526696}
{-52015,602112}
{309003,911431}
{274601,772600}
{-736911,-138845}
{-569696,395414}
{544976,164139}
{-789837,979041}
{-880210,448894}
{-388564,74235}
{-756307,-705556}
{697284,132624}
{-627897,-524754}
{-939396,-245270}
{648269,991787}
{-386547,159363}
{-32060,-717481}
{-177761,-155190}
{-777381,-483475}
{-375900,945858}
{-924568,238387}
{909279,866834}
{411565,-551150}
{-384945,64868}
{-318769,874629}
{574065,949099}
{-446063,-381609}
{-85671,-381257}
{-835077,-874201}
{621800,-857401}
{155153,-831476}
{119063,-994103}
{715693,-452863}
{-935549,678202}
{871533,-240572}
{424276,967442}
{-759972,40706}
{-138175,-933635}
{825158,351925}
{216953,-900553}
{-251758,-740902}
{792375,605917}
{515913,-139610}
{-986818,-236540}
{985694,-165559}
{-212352,935696}
{-901303,981731}
{670647,-569400}
{791197,-628211}
{-766405,-284477}
{-599115,-259505}
{-49639,-369720}
{328789,-196199}
{671471,-97150}
{-456513,728028}
{998163,86563}
{126229,891429}
{-467400,693450}
{-636993,207945}
{485998,-758963}
{-631443,874429}
{-124054,-912687}
{-568959,744726}
{-456641,-874979}
{64562,-994003}
{497811,-153976}
{-195905,339934}
{939587,15190}
{-91056,-910942}
{379696,-832677}
{-982842,34274}
{-927191,540852}
{231158,79214}
{777805,863773}
{595111,174113}
{-821103,661225}
{597421,645769}
{914294,962771}
{-574346,-855116}
{-943297,-48788}
{-486320,421922}
{361192,756334}
{-526400,-527999}
{-638249,-259660}
{-279888,-249785}
{902373,-128314}
{-728099,-15254}
{-416396,364348}
{-710544,-685340}
{-108963,-65036}
{-372120,501364}
{-819257,-283037}
{703452,330325}
{-263876,-119542}
{442070,-181869}
{-717338,-279681}
{369486,18115}
{-925193,632312}
{-713186,344680}
{-931700,-668586}
{679038,-759475}
{-457551,934888}
{-532312,795085}
{-699973,677530}
{-76784,-66407}
{-815796,817789}
{869395,98421}
{308684,954744}
{-765919,-930635}
{630234,-160088}
{19277,930695}
{548438,307208}
{859368,-145698}
{109333,-241142}
{644455,-816820}
{625071,940861}
{-41280,-651457}
{-774017,-871059}
{803716,31043}
{-446977,14374}
{748865,500007}
{642059,873925}
{599212,758153}
{-17806,170769}
{607507,767599}
{670769,211816}
{958911,-345137}
{-618109,230730}
{-38083,-743671}
{-990386,-3654}
{345339,369378}
{497819,-940731}
{-880873,42347}
{865486,63124}
{-534021,-748782}
{-804772,-556101}
{-228748,-559996}
{-954367,-845730}
{843957,-699849}
{273753,-484099}
{-867407,743266}
{-299108,-75787}
{733151,22256}
{-322581,-899277}
{915129,288962}
{-541422,-206198}
{-868298,245652}
{-65124,-333675}
{-774697,702422}
{-883330,943933}
{-639778,191402}
{581545,-513687}
{68450,-403166}
{-974339,-995250}
{-33909,21685}
{-7650,-68563}
{950800,893151}
{-586193,-487608}
{-840270,-706828}
{288188,-955487}
{60162,-966510}
{486516,914136}
{-239658,-656458}
{809680,66654}
{533005,113107}
{315386,-863668}
{-316724,577470}
{-828009,-961550}
{-410109,-441172}
{-926816,-454049}
{809628,932281}
{354027,898286}
{477238,524729}
{649106,948280}
{-995890,570741}
{-95704,230569}
{497347,957937}
{-545547,-590635}
{-40991,-492981}
{-558849,282050}
{-439657,-865710}
{713674,573092}
{-376737,-51961}
{-713122,-533753}
{472770,-634631}
{-422173,410490}
{-303679,858184}
{813236,935615}
{-465512,-860154}
{133812,925748}
{614077,19988}
{-778738,56165}
{-563929,306823}
{-471560,-967767}
{-139282,-674766}
{3181,-723909}
{448703,-684878}
{535807,-130062}
{-106833,995581}
{740791,174077}
{-779541,327820}
{-235211,-63337}
{-640035,-845510}
{-385482,-148908}
{671979,-453698}
{-962911,-876168}
{770810,-992313}
{441993,-853318}
{202787,-509632}
{-995224,330990}
{829572,796975}
{-782916,-567738}
{-779669,-699679}
{-642195,849321}
{-966094,961603}
{563521,185117}
{514558,204306}
{786218,-663539}
{-230295,830843}
{406396,-986605}
{457016,-484141}
{-780630,-30714}
{-212092,-710308}
{844236,-60420}
{-108673,387074}
{318521,-510679}
{29625,-599026}
{-777102,-659084}
{-308912,-370326}
{513684,873264}
{430356,-538388}
{515994,-151884}
{-863534,-38056}
{-108069,767870}
{-927257,92214}
{989524,975474}
{-413021,906477}
{265339,689480}
{918809,-488785}
{-826675,-577969}
{698126,-909261}
{201760,943890}
{-81023,-870373}
{-305901,-887483}
{228643,682626}
{-610698,226675}
{-599972,-482808}
{874629,635353}
{713802,-897450}
{-258742,81576}
{-395942,928813}
{834793,-457765}
{-647252,-594417}
{-512496,-305955}
{55051,57613}
{368039,20934}
{274578,-515901}
{278221,428585}
{67924,413006}
{210690,-484652}
{-11160,634391}
{-418659,-154623}
{-247607,921891}
{-942201,734486}
{-898207,305598}
{-366363,-887590}
{610079,374003}
{-689865,-197209}
{-974722,261680}
{771945,-385591}
{665538,-153698}
{-805804,-861517}
{-175569,398936}
{-419796,-13219}
{-587121,369142}
{282876,-496511}
{397951,169477}
{692994,226446}
{418047,3268}
{-305327,446359}
{550398,541328}
{131821,-518567}
{-460269,32926}
{-972560,-519241}
{-324627,-577404}
{-280785,-413150}
{220993,441182}
{281203,-7216}
{251336,-320294}
{-621591,-139097}
{282068,-825004}
{738460,-662136}
{-551462,599206}
{-80389,-49579}
{-947275,-346202}
{415301,578578}
{938961,568293}
{-293232,-642410}
{-916414,-348427}
{-330157,236459}
{287101,232365}
{885020,-705872}
{-809705,-579271}
{442490,-410142}
{-93719,-942002}
{-722824,-480751}
{-570324,812610}
{-876739,-300598}
{921732,86828}
{333407,-157544}
{-363272,405116}
{931663,705712}
{830691,449332}
{-269122,192751}
{-796259,776925}
{-91427,-392335}
{647486,-338410}
{-790363,161003}
{269768,996396}
{418375,-745311}
{905318,-321079}
{680223,-50884}
{556190,-186477}
{942332,179276}
{576475,-607708}
{-50638,-38972}
{-371828,40335}
{255974,-557768}
{17287,-854231}
{-429676,-210990}
{-769924,151983}
{-494779,820571}
{-367444,-438091}
{-715489,256988}
{-30930,-914519}
{119968,966695}
{388131,871766}
{-244540,-840673}
{480223,763717}
{360913,-83253}
{49563,-183437}
{516907,-889368}
{-256248,-353240}
{794671,-31971}
{-659360,37607}
{-986493,-955362}
{-907934,-997215}
{340363,-552701}
{-601812,-673478}
{-695063,-185055}
{366730,-846027}
{376730,862701}
{818734,-495487}
{815587,-308939}
{-688425,-29365}
{-386620,-418713}
{836705,-662650}
{-173534,1577}
{-422999,220163}
{762600,391316}
{20171,386558}
{337650,596277}
{38648,91860}
{-726209,-969200}
{639763,-613179}
{516552,390560}
{980859,776279}
{730587,324791}
{54397,623514}
{-443845,-973621}
{-882433,944762}
{-613054,208552}
{64308,-103112}
{-954987,-38910}
{-622896,-679303}
{501284,-141238}
{752443,-984728}
{540041,715780}
{542329,68112}
{611500,-926698}
{616895,293667}
{41982,26224}
{-666266,55358}
{-746621,241730}
{-998347,213849}
{-703305,479360}
{-627169,919515}
{342636,-951476}
{-913022,-86909}
{-96219,656880}
{855661,485533}
{908834,-619843}
{990719,-964067}
{-318819,458156}
{-27898,-221656}
{742383,885564}
{936774,647406}
{-604106,350975}
{-16522,99045}
{-82269,-388033}
{589579,285511}
{-832526,891385}
{-121337,749457}
{804672,74621}
{125992,811436}
{544811,-708364}
{-517418,42186}
{44796,-191174}
{300819,579771}
{738852,-512267}
{-102695,-279407}
{-933743,-167310}
{594555,-308331}
{-178155,-256197}
{342603,332258}
{-247102,58772}
{-37116,-199764}
{628198,-673156}
{-492254,-156759}
{306590,-4229}
{-339814,-77509}
{847755,-769040}
{669088,96255}
{661730,-982611}
{-312069,511813}
{412905,-189660}
{-137530,368153}
{-707488,900764}
{-203442,-602270}
{348977,-760053}
{509607,934255}
{529834,-907181}
{617740,819169}
{-122460,491302}
{873748,-741110}
{-750337,665536}
{-138644,-41973}
{676115,24184}
{695332,875557}
{393804,104066}
{-720230,79186}
{-932064,621180}
{948443,-424045}
{-41160,-208055}
{-394385,704424}
{-570553,774720}
{-205546,528048}
{951513,647892}
{-555349,-514431}
{334565,-848722}
{534898,-18784}
{399346,792861}
{995367,-901230}
{-744392,868802}
{-363224,586287}
{-547463,504977}
{479756,-145722}
{192017,134327}
{304209,-821473}
{-416950,-15785}
{-630117,-15234}
{629962,361444}
{-317884,826421}
{181909,-486658}
{-387804,31484}
{-145323,-825235}
{-355923,-671587}
{298039,-703689}
{-641385,-339662}
{-639959,-301531}
{167336,341689}
{496348,-47908}
{-979226,463972}
{-763705,-611081}
{972913,-410999}
{488539,-236105}
{870611,-438269}
{795373,-505410}
{386252,830453}
{-193944,285251}
{994753,334718}
{75428,915083}
{-746965,356291}
{-959270,402426}
{686663,377447}
{-98994,-481742}
{-729956,404845}
{746054,-134068}
{957818,536262}
{451583,118586}
{-295925,-989550}
{585773,-122072}
{269669,-791470}
{900876,890909}
{622405,110228}
{504348,627764}
{-750082,-532410}
{133868,-437212}
{-644373,203487}
{-337236,-539580}
{-862078,494067}
{159760,430782}
{-717727,669123}
{303807,721239}
{-497910,292552}
{-423144,-61571}
{193524,-334660}
{-627618,656164}
{-242289,771148}
{-572205,-702713}
{261439,-549005}
{224219,656134}
{-42390,872407}
{-715449,570049}
{-236035,958232}
{815949,-871848}
{-283124,-497285}
{-363423,-182259}
{-127331,227107}
{-520006,592179}
{-868926,-64929}
{435561,-11845}
{95185,572248}
{102970,-524869}
{-605589,278422}
{259150,630874}
{228943,-256530}
{-296720,-866843}
{831793,787018}
{-122248,494449}
{805938,647067}
{547791,-332000}
{-712589,-159390}
{-626601,-876719}
{685244,-159990}
{500457,-184607}
{995604,-155101}
{807486,-335285}
{234746,-40829}
{-191285,972915}
{-20250,-912611}
{441068,20894}
{959577,-663773}
{726217,-829281}
{-338503,-839672}
{152431,-277910}
{-712806,-206712}
{210068,844964}
{-830432,-395668}
{65402,-953310}
{634446,3510}
{983962,600982}
{-335673,986953}
{652609,-430780}
{-102101,-788006}
{335618,-579486}
{-909043,-474548}
{-910216,517923}
{-44938,-423822}
{-872725,869864}
{-502457,251999}
{640177,557479}
{-838771,-572946}
{496953,-858938}
{646085,-898940}
{-279841,137959}
{975296,390678}
{-623584,611915}
{-635856,799606}
{65192,18310}
{221068,596850}
{780687,-161014}
{307771,-501570}
{513816,430891}
{-238308,374129}
{600609,-506432}
{-368456,512496}
{-700121,337610}
{677561,-676208}
{427246,-403517}
{415675,841129}
{581614,455600}
{-130586,200313}
{-334271,486158}
{49781,-654875}
{566459,189589}
{-963945,-220765}
{703019,644707}
{47867,603683}
{-794854,-967903}
{926011,-175134}
{430459,-7}
{-178446,-267141}
{165867,-25923}
{-322527,558000}
{389470,-699738}
{207042,-103817}
{399701,445835}
{-795433,-622992}
{282262,-743132}
{-796381,-242611}
{467003,647557}
{552222,370574}
{-408264,416027}
{-892231,135700}
{-628562,-136142}
{-721005,-168386}
{-900633,-500973}
{921790,696260}
{49117,-215322}
{-67872,-543030}
{-693207,128440}
{997401,-395868}
{882676,-568456}
{-328143,-643945}
{648359,-481287}
{925500,-995941}
{-558361,-575955}
{-834157,-620869}
{-596541,631300}
{531950,256901}
{596177,-536804}
{-562199,708594}
{362664,-817706}
{-404425,-262780}
{543407,107519}
{-476219,423426}
{-477697,222198}
{600392,461270}
{-304456,676388}
{-697321,114212}
{611861,866648}
{-264062,497571}
{486661,-222030}
{-851978,-72637}
{-218680,376320}
{-773935,-52640}
{-354163,-463545}
{-632508,148467}
{546673,-779154}
{663041,655202}
{400314,-631081}
{-559687,-618964}
{-998554,-115939}
{869873,-369377}
{934606,-312517}
{447678,848481}
{-513097,842085}
{-422857,-362838}
{-893019,-112460}
{-216135,749572}
{-245207,-505675}
{-589588,376113}
{-744974,609806}
{-186613,742501}
{-604419,-431346}
{-81872,-887446}
{-306601,946095}
{249829,774424}
{-598176,647115}
{-192150,-230456}
{230358,-685273}
{817047,-153680}
{12359,-967241}
{-897710,106120}
{373090,-764047}
{784880,154955}
{337068,607819}
{-343797,984841}
{-197036,28125}
{616387,472547}
{285331,241476}
{-812972,424351}
{-436809,845980}
{245366,-641744}
{840004,630152}
{606336,794955}
{-322105,-854454}
{523384,85736}
{285286,510256}
{-193307,-321317}
{641503,-370304}
{205230,-506302}
{-780109,-266033}
{-788446,-708316}
{921066,-567541}
{889769,-771664}
{498988,791811}
{735025,-359409}
{-317424,300395}
{-260260,-604887}
{461650,945314}
{968906,397644}
{216398,-852919}
{655460,318220}
{425001,-883741}
{-260157,55052}
{-9862,-618735}
{680644,-828991}
{131539,910889}
{-946433,545913}
{792217,305995}
{-541913,120623}
{771245,-163939}
{-284512,127482}
{92938,-564497}
{6836,434374}
{204790,794318}
{-172294,-832552}
{257560,449185}
{-799761,803387}
{92671,-120905}
{704816,-190057}
{31602,-126833}
{-185039,732312}
{-424969,-59550}
{385358,117271}
{-586147,-997891}
{-654764,993911}
{805601,-161617}
{-881703,-345169}
{624727,-988743}
{551709,718095}
{-766183,-129439}
{-225245,-831458}
{331667,-715798}
{667623,-770865}
{-824523,-502139}
{284155,656529}
{-356308,237146}
{884824,921695}
{-288384,-839546}
{-816344,325020}
{-537350,-652941}
{269024,196695}
{-874786,836771}
{583140,586321}
{175568,-365964}
{-334206,748397}
{-857292,-136218}
{-295943,858645}
{539054,75264}
{972389,420123}
{7791,524613}
{-305690,48877}
{-971399,-578649}
{220999,-446693}
{951986,788925}
{81147,599721}
{196152,-946778}
{-465443,-15713}
{179292,64164}
{-169758,-484740}
{564882,965261}
{-427432,-901171}
{513364,627346}
{-374662,-251711}
{-420550,-257853}
{120887,359226}
{-332391,303662}
{-573430,-161805}
{-888790,961193}
{539018,695639}
{107956,-683892}
{68549,-571932}
{-689589,-375091}
{621851,629156}
{-194705,456391}
{758218,943446}
{745261,963229}
{804000,-892159}
{-500350,913073}
{-548651,576497}
{833289,567215}
{-722903,409380}
{-647687,722741}
{-2465,52911}
{-607823,-587503}
{193505,842277}
{-574210,781253}
{758853,-879599}
{-827836,565779}
{161683,986845}
{877929,733775}
{894272,-183618}
{-839825,432416}
{250781,764184}
{-548541,-466350}
{421685,-936534}
{-792763,-318758}
{514471,282315}
{533687,828292}
{-358274,-967052}
{783031,268426}
{-192658,-377302}
{615045,-567093}
{-189601,323248}
{524438,-973808}
{-466108,986807}
{-309211,-983252}
{-827008,-902582}
{-868269,-162350}
{240616,-839125}
{901804,-929389}
{-946843,-110766}
{413142,-65687}
{-377696,-916044}
{867591,-391391}
{886596,304637}
{501979,852789}
{-525138,635255}
{-135129,555345}
{335780,-590251}
{787685,665171}
{226930,889286}
{517507,-789119}
{93148,677465}
{597741,-856222}
{-740666,586820}
{574620,-994766}
{845275,696320}
{-277952,-316838}
{461203,-599403}
{-523799,382811}
{-519276,249073}
{109028,795394}
{115270,762488}
{-561377,155787}
{-379268,-558110}
{732097,-680602}
{-599571,209008}
{705525,-258816}
{-689094,378815}
{131683,166315}
{74921,492342}
{-723055,561449}
{18735,-796543}
{-513005,-462632}
{275648,-754446}
{781959,724472}
{-76649,-787674}
{-795995,-492284}
{-438290,544213}
{-151254,300666}
{-743719,439321}
{-92852,-406299}
{-92092,349672}
{729504,-382102}
{695929,532984}
{-160763,881340}
{528393,-278897}
{49713,886636}
{195271,-568655}
{746409,-656623}
{-172696,-749550}
{-117436,708353}
{-338427,823788}
{785105,-135242}
{-649179,548643}
{512201,-10822}
{761234,-514094}
{72930,383141}
{-214009,666327}
{301342,181809}
{-134515,-175957}
{-747723,-270116}
{-243837,95792}
{-254036,500509}
{723091,-559911}
{-222318,-78647}
{112741,-804772}
{638152,-90850}
{-29176,210786}
{-615006,692299}
{818160,651881}
{931704,-124464}
{-203991,-969316}
{-145925,-381137}
{-792936,191249}
{209488,722254}
{585907,-52561}
{932442,96754}
{-51449,859796}
{-938024,-637947}
{-187133,-568324}
{173723,110225}
{-172368,-916246}
{139072,176018}
{608538,962891}
{973439,328580}
{-845279,-526539}
{691135,443815}
{290247,-729826}
{-517098,467628}
{-697024,-108320}
{59371,598074}
{31416,-245887}
{-657607,29741}
{-281342,804686}
{239266,369243}
{816139,30482}
{-494618,-541202}
{-918983,-64736}
{-970860,164762}
{-742273,-525630}
