{797552,383581}
{-160662,-634972}
{740981,-130956}
{-382412,-892421}
{-82731,-950836}
{758147,-512040}
{900084,870584}
{870002,157411}
{710080,-917161}
{-50239,247576}
{446777,544480}
{-126763,545386}
{-656108,-863150}
{278055,764364}
{409469,446379}
{80569,-88325}
{-896239,-698390}
{557619,256197}
{-842998,-870584}
{-756076,-216254}
{430690,344937}
{491591,405383}
{299745,217528}
{-974052,689463}
{-311340,853768}
{-370817,910353}
{-429141,220573}
{715405,634399}
{-71728,891839}
{125635,-982879}
{185982,324194}
{24760,-67323}
{438508,-760557}
{31054,541638}
{970345,682411}
{-236037,868843}
{333144,-389584}
{576402,921160}
{-609869,440917}
{-777510,-526227}
{-947830,-543841}
{-957692,-994578}
{-366188,-650785}
{-30796,-946990}
{-280308,-859719}
{-264534,137592}
{544731,-64529}
{123748,-575256}
{877539,-605961}
{-723074,-800266}
{796026,-246985}
{489176,-709261}
{567546,181691}
{-868357,-261981}
{934793,290825}
{-917267,167117}
{-22175,-667035}
{373616,-871510}
{-955349,514962}
{-830968,-769507}
{830201,267592}
{-788981,148643}
{856085,-300813}
{342548,605155}
{759508,109972}
{776488,339763}
{618475,-213359}
{115945,-366455}
{-934063,-163203}
{200619,965316}
{788314,-867054}
{771058,-495586}
{-262897,-700687}
{624039,-289720}
{-932173,210455}
{-4443,31262}
{-766455,-698548}
{543311,-542277}
{485490,980986}
{-918538,-305611}
{-637628,257817}
{83745,-541178}
{87614,101034}
{-365541,-67562}
{-845262,-617570}
{985472,757195}
{124675,727509}
{733251,-261645}
{-594916,-151043}
{585499,731578}
{-962354,-283670}
{1907,-496890}
{-672840,-272739}
{311304,647773}
{-286613,997691}
{-445400,-909242}
{297297,-755977}
{-789506,-74407}
{357165,635252}
{-746308,243239}
{-283599,595959}
{582910,67881}
{137511,926387}
{-843407,178726}
{-932912,541998}
{-940756,29774}
{-11481,-693991}
{-315667,-213936}
{490206,712669}
{-572125,-979639}
{-883122,-848046}
{-260151,385731}
{961474,952479}
{-581133,237148}
{165778,868904}
{-905368,599210}
{411233,-505689}
{-129428,-248491}
{909851,257576}
{641808,-881564}
{608035,-542510}
{-334794,818781}
{747796,-500516}
{-289022,604236}
{930105,-720611}
{632250,-590581}
{-584139,712101}
{528463,-347727}
{-464706,362663}
{706894,-337071}
{387627,-144851}
{-455812,-413903}
{-896010,482447}
{-622116,70358}
{-958184,-950700}
{413123,-141642}
{-707163,714327}
{-722748,-387245}
{-925984,824024}
{-318182,323210}
{-890940,-742451}
{915684,237808}
{632267,879012}
{5434,960217}
{-561957,645153}
{-762940,432079}
{-601492,-626217}
{-494028,-652365}
{-792082,-935022}
{-244622,100130}
{398337,959278}
{36793,-634867}
{112537,-920455}
{-830916,119898}
{-127134,-870581}
{-695541,43128}
{-954759,-713887}
{187979,-113269}
{830158,-27085}
{-510540,21199}
{978971,-54052}
{812686,279292}
{-920065,-597981}
{709817,140225}
{656258,-900956}
{-705128,-986051}
{605270,439234}
{193587,294385}
{920587,-19441}
{522387,-710091}
{-485606,-95054}
{504679,896997}
{607891,-42172}
{-330675,885302}
{559858,88754}
{-303469,-963001}
{731577,994327}
{-318174,-733414}
{567987,-36201}
{-582247,752102}
{249649,-540155}
{-340995,553268}
{-786992,691296}
{-25161,351514}
{155237,-47699}
{-605757,-832690}
{-128080,764909}
{-839087,937464}
{-348282,706059}
{-940075,-108629}
{-901349,336025}
{-972721,720246}
{-551879,-638367}
{586057,-849879}
{-376945,942963}
{-650296,-341766}
{395044,206353}
{825651,-580683}
{-633407,690507}
{122745,771083}
{-215695,350759}
{-917505,34387}
{333923,28980}
{-413275,-501295}
{-937071,180435}
{541130,-526718}
{714824,817662}
{183474,30692}
{-35192,237920}
{137587,765645}
{286657,-492728}
{683872,545249}
{220171,-939162}
{5300,-972837}
{720103,76191}
{-416241,-821246}
{-43834,404129}
{368473,652932}
{-482898,-873561}
{658183,-824711}
{662992,-676653}
{-748250,425414}
{-995486,890429}
{-645488,863159}
{-326338,870744}
{-474059,-868440}
{-706334,160725}
{197807,-279868}
{786306,566089}
{643009,-39906}
{530107,-568719}
{679008,383416}
{-736163,-218656}
{814833,204178}
{347595,-404182}
{-387338,443200}
{677571,745198}
{-37790,-477573}
{-233938,261990}
{-996669,955291}
{418064,-498551}
{-779541,272563}
{-104631,709537}
{879295,221110}
{-680524,395944}
{-269912,323209}
{956807,-453795}
{749105,723305}
{101530,437065}
{-961584,-526706}
{904872,-595182}
{-907478,-859531}
{301099,824815}
{-684489,-593361}
{770222,-113269}
{-974740,723495}
{-95428,-957340}
{-388686,160224}
{757286,596223}
{-608696,-252764}
{748227,-999306}
{-262600,592511}
{158320,589148}
{-579353,-727828}
{-991701,768791}
{-206211,673943}
{-721419,628260}
{762919,-276908}
{-514100,-462360}
{905879,846522}
{797650,715758}
{-266810,-88781}
{165752,-157395}
{823585,-372459}
{138502,-393616}
{-437241,931066}
{983738,765041}
{-485295,-472314}
{-565730,696945}
{-668657,-609549}
{-161796,-761870}
{635280,48882}
{-172047,-675203}
{668521,79128}
{-36692,-60373}
{-974230,-323430}
{757758,-372498}
{-843099,-297821}
{-267489,-27273}
{712520,195051}
{-74151,12353}
{513521,-913430}
{-454150,-72199}
{24989,-486838}
{-971502,-727661}
{-359882,337993}
{122171,567140}
{-478420,756256}
{150943,-295243}
{378591,-733176}
{-700975,779620}
{238002,-508711}
{644294,24102}
{-298851,187045}
{-764360,292712}
{-553374,795351}
{336077,-405780}
{817766,-584407}
{462830,763204}
{667484,-428835}
{545284,-871451}
{-852032,783658}
{-849680,-377670}
{125337,-625871}
{-782114,-213080}
{689106,155618}
{-198513,371268}
{709236,733272}
{771540,617155}
{181717,276962}
{477181,952951}
{827653,-100931}
{647470,246643}
{148498,488512}
{-358083,-768506}
{178381,840338}
{106498,610492}
{858304,356612}
{-60584,-493502}
{-925382,-53500}
{-945444,-427926}
{739405,-477951}
{813216,-683305}
{-748233,460018}
{-499634,179946}
{994962,730422}
{-883119,-499281}
{855355,-936849}
{-371424,931739}
{318211,726815}
{-174645,123024}
{970762,814609}
{-690550,-346832}
{-86610,-778055}
{-338175,815227}
{348616,-512828}
{-635349,-349368}
{372755,-603487}
{523301,507278}
{346551,964458}
{-871939,759610}
{-944042,-446776}
{-851999,994246}
{-51075,-439153}
{988639,-158484}
{-901703,945793}
{-6980,437565}
{-330454,-427630}
{750310,-679440}
{761902,495067}
{-425216,851513}
{-551884,162716}
{116185,938914}
{-601670,479890}
{-374775,999180}
{837976,-426121}
{-132547,-801136}
{-750276,-63847}
{-341012,651784}
{243024,470416}
{-172698,-414096}
{-812536,420016}
{329939,-929539}
{364503,274699}
{-979721,-946997}
{-409035,423987}
{444703,-679942}
{445768,83935}
{559687,-429832}
{-429016,115031}
{-306041,-445369}
{918729,204592}
{-832901,-665444}
{680932,28981}
{-202200,-850361}
{377779,303433}
{469326,-346687}
{620112,694297}
{543287,-633696}
{378233,-915963}
{508376,490068}
{-189335,-351941}
{-264970,-76502}
{655097,98714}
{150198,-59763}
{944119,733462}
{412225,-504919}
{-242443,557089}
{520786,-977127}
{-603204,138655}
{-49868,510923}
{-632091,-866386}
{92037,-589598}
{-717208,-79059}
{245714,-475388}
{-523358,757476}
{598133,-754265}
{-582169,588010}
{-145075,-855501}
{-745569,596453}
{685034,-910761}
{64607,568673}
{-92297,-798479}
{595038,-659799}
{-327555,-913007}
{343981,60259}
{636948,784721}
{-674644,220122}
{-85723,798919}
{-639202,979152}
{-448651,865655}
{-852084,273858}
{976516,126360}
{724880,328052}
{-139377,-744344}
{-12445,-210697}
{132347,285499}
{-414206,540047}
{-42280,425045}
{449654,-629500}
{922766,-746665}
{-460978,527973}
{705989,-932875}
{755282,-853602}
{671687,696176}
{-403751,-467249}
{-160423,-895893}
{-628195,36245}
{799751,-235604}
{-894626,379582}
{35893,-356047}
{974528,234301}
{-867249,769106}
{-203698,754029}
{684146,492698}
{212311,900300}
{348853,-791289}
{-417980,-881092}
{-1825,282046}
{446786,659567}
{483822,103532}
{-702026,570142}
{-62979,-735511}
{-110282,805851}
{-808712,-739613}
{768009,199063}
{376341,-264687}
{-34454,655661}
{-389924,724297}
{172252,515120}
{394276,-510522}
{923439,692}
{-913512,-958842}
{-879508,488353}
{676013,597475}
{714292,-265742}
{567826,233164}
{-839975,-975310}
{-554412,-257309}
{839202,-210000}
{516806,-471232}
{-363744,689161}
{231124,-305722}
{95268,-86630}
{598502,921672}
{-623577,-672727}
{-419810,174338}
{706537,530224}
{590178,656654}
{998039,549177}
{669448,211577}
{944863,946310}
{-655001,500339}
{-801960,975067}
{140100,999280}
{-52242,588478}
{-567957,633341}
{627945,-832157}
{-555916,99107}
{860441,-562641}
{950396,-312518}
{-273045,492623}
{955489,-296781}
{-58404,687149}
{-167389,-229356}
{540007,129726}
{623746,-596701}
{-311249,-518126}
{-259320,13999}
{155227,-982510}
{517024,155444}
{-201547,-238789}
{681583,201270}
{-48156,836011}
{115327,-674587}
{-629052,688221}
{60356,-457736}
{-245840,-844799}
{756534,856793}
{361335,364016}
{82225,-301505}
{-451780,802284}
{88726,993684}
{-188082,-643149}
{-421122,982522}
{96627,466826}
{-864561,329740}
{-937699,-305812}
{-296041,187303}
{-263333,-314929}
{984957,-625336}
{-27515,-458476}
{406367,-152598}
{-305315,-874654}
{461541,432770}
{453648,456161}
{-382899,-16010}
{-670050,35289}
{-676550,865044}
{-966108,-189701}
{-801515,-912467}
{998723,-313703}
{-28512,-415001}
{522055,750349}
{551625,69684}
{-615797,-395180}
{-802598,33410}
{620741,-178178}
{120909,-47583}
{-396264,616893}
{626260,-425435}
{-940055,-571767}
{460642,-713354}
{-783423,-924285}
{-887257,-391724}
{699306,-448752}
{-660546,976845}
{376122,-84}
{144130,669195}
{119803,-94362}
{-919411,-212382}
{-434750,-325852}
{94361,348503}
{-805977,650880}
{812091,-560331}
{-258459,190593}
{504434,-5272}
{137747,760181}
{-425851,-278489}
{109229,701106}
{-358915,34255}
{365364,-668413}
{-349857,-884166}
{-307657,529405}
{-971545,-991827}
{671311,166448}
{-724570,476261}
{567778,-74387}
{745476,610084}
{830776,-325292}
{544238,825947}
{802715,219484}
{445527,402049}
{481817,732499}
{-50432,558684}
{386126,-63402}
{-260212,-279439}
{-988981,-827118}
{-332687,422111}
{45414,946659}
{-371406,-126278}
{-954203,-578109}
{-586035,-141344}
{806863,-140761}
{-915231,195061}
{-543431,-474427}
{712242,-48518}
{-56633,767097}
{862384,-799761}
{789150,-339721}
{-33161,-865846}
{-204311,-425597}
{945307,60751}
{679836,-401855}
{468715,-668233}
{445550,-990386}
{884203,-161519}
{205014,567037}
{500804,-115197}
{-476487,-861656}
{-198451,-947531}
{494583,788864}
{799758,-525645}
{929425,590241}
{343176,-5479}
{289998,304865}
{-42396,-532916}
{479356,459176}
{-353976,-74593}
{756091,-330356}
{357552,838156}
{890532,-619103}
{217154,-781897}
{234096,816453}
{-25323,-795376}
{-262438,219485}
{-179757,-983473}
{194534,-10195}
{169829,-357562}
{795246,294067}
{-638246,38050}
{718224,148834}
{-722371,-285225}
{235759,119722}
{835788,351364}
{-417023,100907}
{728410,-684212}
{-990633,54554}
{-91241,-19718}
{465607,71511}
{149760,-691287}
{898446,801036}
{432703,283054}
{550958,992076}
{879430,840021}
{173065,-17438}
{24178,110770}
{-724209,-677763}
{-576017,777989}
{-698558,727195}
{-768423,17984}
{-912710,635746}
{-204846,-699200}
{-888841,160716}
{-272295,-402803}
{-972269,-907472}
{-486614,541247}
{-782984,871930}
{-315688,389285}
{936973,576036}
{-500796,-519729}
{-510373,821154}
{988931,334670}
{860022,-27983}
{-927602,568806}
{393169,780490}
{-367648,455754}
{-231803,-446438}
{825525,-159234}
{-683610,-155564}
{241343,-152238}
{-250874,-966500}
{-304949,-926059}
{13038,-406975}
{-913321,685306}
{931518,-396222}
{134908,611438}
{-54342,528058}
{294234,915550}
{-897517,-242083}
{935853,-419083}
{-393189,848077}
{-725785,970133}
{-702125,-414343}
{-440309,692551}
{348281,827337}
{-456402,187624}
{-143434,-593383}
{-116348,65176}
{357022,853047}
{-483635,-258608}
{708033,-541292}
{-735731,198491}
{-9948,245027}
{287213,-857268}
{899357,65431}
{981615,-562242}
{-80860,939943}
{756966,-268753}
{-908500,-168838}
{-599386,-765242}
{-911657,-594185}
{961419,-666515}
{-420602,913479}
{-899553,740853}
{-928007,-63406}
{-916344,-186969}
{-179204,987573}
{241636,-906424}
{-281581,-389160}
{-989060,140773}
{824619,-330376}
{-566971,-741583}
{-789022,-698449}
{-174148,48707}
{-278224,650441}
{-826093,710151}
{-94471,869173}
{-710483,-530190}
{582696,296272}
{-450294,644644}
{-361343,981680}
{747010,407342}
{622165,63593}
{133147,-74429}
{910054,-348148}
{-472046,674138}
{257403,-204408}
{-526763,-502512}
{229143,-942097}
{-70076,-519886}
{925722,658997}
{875724,323485}
{-714027,-924813}
{-586970,759314}
{-87858,107568}
{849773,-21227}
{131270,-573568}
{831262,412086}
{195432,-334350}
{360006,893932}
{847968,-778605}
{936194,834809}
{538639,-157172}
{-70956,-504326}
{-178722,922072}
{689847,285466}
{960738,511933}
{-277651,394776}
{-743107,-116054}
{229797,740351}
{-893240,193847}
{112921,684921}
{294566,-820126}
{-978148,906690}
{-725408,-778127}
{342985,-684176}
{383281,802391}
{-751093,418514}
{-958764,-645526}
{310533,-881827}
{-974437,-108010}
{807544,-409967}
{988821,-573008}
{-397995,-454897}
{57414,912855}
{837028,489838}
{-462228,385974}
{-502809,414859}
{-488251,948329}
{93067,865744}
{-64888,413694}
{-214435,762660}
{-162876,-117354}
{525381,314193}
{-779555,-797368}
{4965,278107}
{253595,344509}
{-103230,428550}
{-167504,-668001}
{266332,172287}
{-106173,-947612}
{-933833,174660}
{517470,32748}
{702754,52651}
{574290,-340010}
{-125912,-401136}
{166302,193854}
{-499797,380342}
{-174282,-793023}
{-145257,376999}
{-458211,703662}
{-757601,672812}
{671973,-46408}
{818380,-128300}
{35181,454315}
{206795,-659448}
{199609,-526190}
{938654,-7593}
{831435,594827}
{986068,957925}
{280459,-11422}
{-488876,120519}
{461877,577535}
{-927991,-568248}
{-207952,-990966}
{516125,-580468}
{746812,-973593}
{-442933,427917}
{491348,-377730}
{-579062,-22780}
{-591583,746609}
{-355796,165671}
{-927793,-265852}
{192193,-828475}
{-21615,708883}
{289082,-743439}
{-94639,797653}
{619418,270138}
{-939247,-249072}
{331603,-414289}
{608379,258811}
{526462,776576}
{926352,-49623}
{140758,32862}
{-432730,-464596}
{-169446,300146}
{751481,-440734}
{-960,-897977}
{-535164,-446909}
{-762573,646701}
{-708944,-941357}
{526386,122097}
{323233,-48262}
{839927,-638371}
{-934626,711489}
{-452627,63423}
{284752,604915}
{-252316,773247}
{984939,-847960}
{-244321,507439}
{-75249,-97232}
{-941108,-25081}
{851707,-329817}
{383033,329123}
{422072,752108}
{222651,-154147}
{-795457,755913}
{490663,-125830}
{856051,999587}
{477166,709890}
{-316735,-670205}
{-432947,404552}
{-970364,47906}
{-719013,919104}
{722659,554246}
{975367,-297732}
{-940139,665575}
{-358984,783175}
{415171,-893987}
{971206,-740136}
{973697,134583}
{508594,-207178}
{765702,444574}
{997000,90985}
{-558124,-872941}
{650523,-111326}
{627994,-469311}
{-303850,59267}
{-515988,-488756}
{284535,774334}
{-494357,309805}
{998214,-946993}
{-675849,510444}
{513047,-947564}
{145582,-777238}
{144820,763979}
{585853,-722388}
{-985667,439125}
{-752629,8378}
{-668219,825678}
{812303,-707437}
{-994892,503388}
{-590374,626905}
{672629,-914501}
{-680616,128870}
{-652110,-183305}
{-835424,155579}
{-665554,-366208}
{354377,840205}
{-765644,8241}
{-661218,-609711}
{-63028,-110827}
{679600,-928426}
{844691,736447}
{821914,702255}
{428780,-483823}
{-660607,-169424}
{-186120,300767}
{849811,-218182}
{953190,-693481}
{87206,-482997}
{733637,130510}
{-666967,-561517}
{419727,-397403}
{-887867,-543583}
{781492,958323}
{791827,-581139}
{24014,414803}
{-415026,-561617}
{-154241,-741212}
{43392,435454}
{-866567,-61952}
{-436683,-865419}
{-486883,-886476}
{518746,-60724}
{-779234,172479}
{-410326,-861421}
{944724,904275}
{-423859,969734}
{-691085,600358}
{-674219,382941}
{808017,-476811}
{292530,-388021}
{50061,-784522}
{813097,543455}
{-285573,-745935}
{787458,-555356}
{-265853,161807}
{621490,138172}
{-851165,-793268}
{671018,733957}
{-260288,699966}
{201418,831204}
{691150,751922}
{-329805,-512647}
{-462991,-91227}
{737702,-550985}
{-844383,251059}
{525541,754979}
{-540492,377713}
{698365,784400}
{341553,423619}
{843599,822514}
{-610719,-909569}
{143140,-455786}
{804806,539922}
{728860,-153173}
{268344,48261}
{295301,-911721}
{-887482,345210}
{-271604,-556168}
{599963,267742}
{444788,-249126}
{467373,-616938}
{120947,-984084}
{337996,-911498}
{-902005,-788650}
{677056,557564}
{820082,867981}
{-616466,681648}
{896251,866346}
{-756820,559855}
{-290393,-304056}
{131781,298685}
{557270,-860270}
{-258193,701484}
{568563,-16819}
{-260686,-801781}
{-147739,520559}
{-669908,819325}
{-179850,-625690}
{-857434,-863917}
{48708,-167528}
{-179018,903677}
{-993975,-488108}
{-137461,-411596}
{958014,-226757}
{-568067,-106722}
{687962,578048}
{693785,997097}
{-203150,-49395}
{-70635,685248}
{910566,319270}
{981744,-370225}
{700020,86178}
{680063,534502}
{962311,-950418}
{73014,-917088}
{-630638,695331}
{956553,284381}
{590934,-433643}
{853017,-30933}
{-437849,339621}
{-865510,4434}
{-505172,2414}
{-420864,891349}
{-922984,271273}
{4257,-265153}
{-677805,167867}
{21163,-602356}
{-352911,-95422}
{-334599,564740}
{573207,-936457}
{523655,-564072}
{932984,326173}
{946498,532431}
{-327121,673623}
{454598,325795}
{-254954,62928}
{39572,947824}
{-231821,643848}
{230583,720613}
{80263,619307}
{-193610,-169562}
{889036,-387514}
{-156163,188140}
{-171524,519170}
{-397237,860874}
{388271,-940033}
{231140,300920}
{-744430,375163}
{590465,458771}
{-424909,860132}
{-596593,-29188}
{817840,497713}
{52349,-399633}
{-900308,-577973}
{518809,-998350}
{-317620,719779}
{-955236,906084}
{-61833,-998216}
{851485,945044}
{-612760,921400}
{-838342,-624228}
{179196,-907096}
{-118093,479744}
{797456,343797}
{-933570,651335}
{53093,172329}
{676954,-92401}
{78627,473322}
{371832,-174117}
{-855250,767534}
{-505156,-409055}
{-2297,-55302}
{558230,449769}
{-356187,-34399}
{739470,359854}
{-177601,253566}
{967725,618961}
{545895,314815}
{670770,-353662}
{-32219,127433}
{115600,-720271}
{717800,541928}
{399971,-312365}
{-771956,-164003}
{30613,599653}
{206457,-627558}
{-675337,-587293}
{908683,-335004}
{-810428,-533070}
{-328445,503995}
{13777,342986}
{-900791,-562412}
{808453,-507911}
{-595033,410637}
{-635188,-533424}
{231155,-86653}
{-923704,-606808}
{250218,499063}
{-445662,86726}
{-867537,-796356}
{329703,-209399}
{-476735,232103}
{-654964,-692792}
{-152455,-964700}
{-436166,-846806}
{200809,987378}
{-224915,-29922}
{723243,-805440}
{-167544,496180}
{671873,-793200}
{-530809,249954}
{-302435,277921}
{-823160,461984}
{507593,707439}
{-523466,-343459}
{82138,-336652}
{-682237,930960}
{-116612,717945}
{-728651,849185}
{738052,806686}
{288831,622179}
{236531,47431}
{103976,562203}
{-58288,472796}
{-768685,-131632}
{127915,51217}
{854476,-924650}
{-583007,-672237}
{518505,-705261}
{661031,-552031}
{180581,-988122}
{531587,16392}
{864673,-704067}
{-516102,-886152}
{211185,-481603}
{60636,-184528}
{485254,852676}
{-679481,-948291}
{-37438,-617431}
{397329,387795}
{818847,-291588}
{-884145,742524}
{-507040,-408020}
{896466,-665316}
{-519337,-565002}
{-441196,-577378}
{-968204,-566158}
{-865631,664533}
{564314,-56424}
{-652359,580787}
{60073,-245574}
{136853,375256}
{947381,892006}
{-972050,-385710}
{-182691,-824285}
{-424320,-769798}
{963437,-474091}
{-662168,812194}
{80682,197278}
{-487157,392225}
{-31291,860114}
{-272114,-943594}
{716191,540126}
{-775195,-647644}
{-654644,391426}
{695111,557552}
{-779886,511829}
{364363,220080}
{-225283,917494}
{844516,470702}
{-665965,738217}
{839250,698290}
{544594,847703}
{811834,52496}
{197083,377262}
{-505378,475599}
{714534,-746558}
{291178,-675254}
{265085,916802}
{-317830,-635226}
{-741806,620627}
{-925182,663858}
{-755948,202209}
{675460,-510486}
{-107898,-986042}
{-511301,874719}
{593265,-399219}
{-443610,-292017}
{35871,257553}
{-104266,120315}
{481030,-158538}
{37330,583482}
{963066,581305}
{749318,-769251}
{-284542,772176}
{-721413,-913567}
{13834,-755336}
{-129529,-15314}
{-716675,804049}
{361376,-454733}
{-475553,835807}
{529059,-85951}
{-292026,541752}
{959318,289222}
{-663437,-128251}
{438709,922025}
{-354417,-946388}
{-632103,77232}
{955657,-851025}
{-518096,298316}
{832101,342059}
{332385,801568}
{-712839,-825787}
{110383,825430}
{-992384,217591}
{209936,732141}
{207862,-168808}
{-557139,573078}
{862691,-699156}
{583418,227896}
{-467541,966303}
{801494,-79723}
{600548,-936862}
{-592139,-13076}
{-770666,-81457}
{686007,-235542}
{-606671,-780773}
{990919,-4843}
{580851,-73383}
{281377,213219}
{-968921,-729408}
{-337581,398059}
{-961367,-473049}
{171049,233070}
{680287,-486308}
{-541010,-648164}
{-499296,22703}
{393153,699597}
{-386002,-441632}
{208487,-868828}
{356205,-335726}
{-87465,823474}
{-101137,-475956}
{-837933,-764008}
{-364166,-636401}
{541133,-156390}
{802000,-687717}
{-474711,-180340}
{-935420,-395169}
{-121861,-827636}
{565423,383645}
{-464710,-259083}
{-452864,623193}
{749980,-439631}
{896105,562466}
{720892,-238730}
{295870,716195}
{-889540,-159229}
{-884421,858318}
{727526,696505}
{531383,-692886}
{617780,351841}
{-296863,440197}
{694111,192565}
{349824,-926212}
{-971090,-694327}
{-665313,-241639}
{707044,91727}
{-776341,556788}
{-472628,945003}
{859934,-305745}
{101125,-581023}
{-925569,-208813}
{629673,-789168}
{-492782,-724824}
{-968951,475251}
{638163,176410}
{-459166,-398780}
{-62111,-910142}
{721334,132685}
{516898,62060}
{-763137,478555}
{-400533,974244}
{538429,151774}
{-518531,324380}
{-5095,333794}
{946185,230443}
{-735100,-314420}
{223126,917067}
{746207,-242181}
{-117499,-34723}
{-702918,388017}
{-551680,-717645}
{-954057,142481}
{-813874,-86257}
{773052,-837969}
{814157,-982440}
{-187656,-744103}
{478045,516582}
{2321,-439410}
{-616996,-147775}
{245493,-508291}
{700180,645339}
{32224,469408}
{756842,925245}
{194968,286652}
{966672,409473}
{-707832,-41492}
{-524438,451377}
{998025,-866296}
{72715,689935}
{513441,469820}
{-129689,733280}
{101409,34668}
{-341664,74071}
{811525,929822}
{341831,142891}
{859366,-556558}
{-39320,37019}
{924335,-341542}
{938903,415680}
{-131751,626892}
{-931489,78409}
{335027,-597474}
{-907928,-535212}
{268051,217872}
{375261,378631}
{-280231,872118}
{-831994,-777945}
{256645,992659}
{-624300,-449646}
{-597797,-673183}
{305984,791517}
{-818663,-918405}
{782780,12017}
{-54206,837643}
{690432,405443}
{57422,172209}
{-987668,-678047}
{705973,-128186}
{78122,622990}
{-966091,-609208}
{356928,367379}
{-542360,334333}
{339107,-216867}
{656376,115250}
{-47929,-266505}
{663026,-284358}
{-869893,-674933}
{967242,140351}
{-942365,772303}
{-231250,-754515}
{-364911,3885}
{-397456,702329}
{949433,-236285}
{919025,390605}
{464990,661899}
{386677,-793399}
{346978,-332265}
{190837,-185583}
{-95159,132533}
{345604,493498}
{840696,-425993}
{768926,-585635}
{-919135,184645}
{-86781,-634853}
{-62244,-530486}
{-90895,364328}
{942538,715668}
{-850223,-583177}
{457447,487636}
{-862767,497286}
{876303,87712}
{-696974,915343}
{-245180,-567798}
{198897,-559128}
{428986,-429575}
{-520959,-7125}
{58919,-760277}
{605032,-740587}
{976493,481417}
{106362,-988183}
{-879588,206117}
{6604,-738418}
{-595539,751798}
{217742,-131902}
{-772185,-753846}
{186741,895549}
{841231,-873699}
{-292225,817634}
{-936360,-287295}
{825995,897053}
{-230703,-575029}
{407774,-762105}
{-117610,594173}
{-528882,504583}
{385186,-836204}
{758661,-886222}
{196087,-156482}
{236227,-480613}
{702386,433874}
{-281073,-845616}
{230429,740033}
{448008,-647923}
{-622897,-66103}
{-656463,113576}
{162840,-911631}
{842093,-865998}
{-447886,691636}
{-532850,-164640}
{-495538,-41088}
{-667787,-332239}
{173137,709240}
{869167,-200649}
{-611373,949575}
{23023,34942}
{-152442,-236866}
{300828,448570}
{-343177,776912}
{697169,-338646}
{-25991,736905}
{-389200,-445665}
{86832,491037}
{-729310,-617763}
{771058,-85543}
{-293133,-386751}
{-60771,-165773}
{-791312,146745}
{-70803,230961}
{858202,-497574}
{590364,573389}
{33090,-238424}
{82779,394532}
