{770083,606608}
{13816,-795445}
{643686,-377475}
{-392220,-644348}
{-653824,982022}
{-204345,-312003}
{-366542,221918}
{886523,-465616}
{104111,-546692}
{-229637,808473}
{638715,-187431}
{-81288,-882635}
{114893,555195}
{864226,-108830}
{-687625,-225616}
{531971,-344116}
{270348,-791008}
{-788443,-410306}
{-785427,-976592}
{429516,638826}
{242381,382147}
{-98216,-855874}
{-340225,-396987}
{-809722,545276}
{-187409,-98553}
{454262,921509}
{-625095,143402}
{-275824,636019}
{13246,-661812}
{27642,934302}
{-636174,758562}
{627890,525964}
{-677119,791151}
{651875,-408067}
{-129257,368580}
{370695,960286}
{-22764,50901}
{658282,936773}
{-353491,258850}
{-554669,315179}
{927831,918666}
{855987,412173}
{-915201,427323}
{785352,-225335}
{528205,895521}
{-779939,517941}
{-83124,151809}
{-80103,-906579}
{91816,143137}
{-670475,-451545}
{336063,390070}
{303475,485028}
{410140,-55165}
{249839,-360507}
{868396,-489255}
{-979304,-993432}
{221076,-537421}
{691879,477226}
{904833,-186354}
{-519699,-558487}
{570429,156916}
{223757,-671730}
{29739,559152}
{556817,-117161}
{-207651,-669443}
{-199046,-964470}
{-569462,830686}
{859204,-537499}
{39823,286898}
{730338,-392733}
{-638111,806120}
{-541466,491319}
{-614862,167145}
{862929,436286}
{-800937,-40050}
{693143,608271}
{-308962,-33545}
{-372295,317877}
{415161,242331}
{-84275,705744}
{-449910,31545}
{523003,-263727}
{253302,21078}
{-918325,197909}
{561517,-785087}
{-176232,981217}
{-263958,66520}
{-994197,-565870}
{163652,275443}
{-583746,-566094}
{361447,783492}
{-253520,25558}
{-731355,-267349}
{432107,535980}
{509112,562797}
{893263,-465914}
{763081,780570}
{280528,-702373}
{-970834,440246}
{-504264,557891}
{-276448,-180204}
{-110803,-441618}
{-318683,641724}
{170081,787361}
{-367494,316987}
{951592,-808497}
{-542223,-665278}
{751546,-800604}
{85406,773548}
{-215491,371624}
{738080,264620}
{157983,-878322}
{138409,-173499}
{-770166,-49423}
{-786237,395873}
{493368,84274}
{-695785,-811984}
{591487,-963950}
{-233953,-756227}
{799049,-917414}
{866855,64456}
{-628407,-467908}
{-384080,-952425}
{-578757,-493221}
{931520,-222816}
{-7310,852573}
{933835,633200}
{-280345,188840}
{678525,821218}
{-922675,-721575}
{-671406,-702702}
{-747698,80202}
{-19626,720723}
{-8282,-305199}
{-700593,193499}
{-526010,165135}
{672634,-511467}
{-793978,420562}
{-462539,271043}
{356185,-926453}
{654263,439746}
{-220469,123161}
{-201842,938998}
{735998,450887}
{608984,522440}
{-232393,905343}
{-103264,423668}
{-46130,353759}
{515794,-881439}
{56949,694323}
{-358259,505143}
{774451,539887}
{-955382,341894}
{42327,401207}
{-460622,-642039}
{211994,725645}
{-826301,501050}
{648682,660541}
{-865692,138195}
{677212,-579075}
{258908,-338867}
{-686706,483825}
{120447,-654079}
{-158659,97227}
{505306,-868210}
{312149,-197926}
{249932,854981}
{51203,-559736}
{-873525,648346}
{194175,226056}
{-295033,-684062}
{296857,957152}
{-898066,511649}
{391110,906554}
{82696,86684}
{714090,481009}
{582023,-666343}
{-817024,-609320}
{-328031,84247}
{-593170,-464051}
{-903760,219949}
{-203774,-972911}
{-406537,-457368}
{-224514,745239}
{623230,619734}
{859478,70808}
{559433,330896}
{233454,680838}
{-289146,-950582}
{545789,-816390}
{501586,628450}
{-249133,-51136}
{-822268,-831116}
{-936922,869254}
{575480,685956}
{513596,464646}
{-786080,332660}
{-375718,321193}
{459806,603403}
{841831,618301}
{880907,864343}
{-869841,-832682}
{-452244,-772753}
{-403930,-805580}
{-689624,-40376}
{324288,-942645}
{-829712,-530032}
{-756085,335639}
{116248,973319}
{-452076,949908}
{843137,425658}
{-997057,-437075}
{406477,-270521}
{357520,551858}
{796213,-858773}
{-267220,-226287}
{-431392,888057}
{524105,343286}
{-79123,-132806}
{-518682,-281360}
{-565832,692922}
{-283546,110582}
{363667,-187554}
{200764,14356}
{-131946,552623}
{258876,-60291}
{183352,-451179}
{-281478,-664191}
{284419,-289160}
{-638891,-684723}
{924595,633446}
{804618,794514}
{587213,629614}
{280044,-739588}
{-401503,683930}
{-923305,567290}
{-742232,812688}
{293191,-902181}
{-406686,-861644}
{-738926,184866}
{40292,-209226}
{-541384,-783733}
{-139579,-144367}
{-852781,307606}
{86605,13134}
{-654703,-634581}
{6438,-309691}
{189380,71501}
{-346036,68508}
{-748041,348806}
{356901,-469003}
{723329,-360193}
{415402,-226729}
{325640,168492}
{-876033,-77441}
{9739,813586}
{466669,761695}
{-252834,620830}
{-122172,-374915}
{-384941,173933}
{626934,907446}
{780471,803151}
{-591121,-721917}
{-66533,-475135}
{-936095,-266411}
{-865829,835663}
{-495573,-352000}
{464185,717855}
{963595,-562192}
{256736,-400568}
{-282933,-967217}
{694985,919667}
{-197679,-338507}
{-591818,51507}
{903247,-4902}
{-966439,-977049}
{-903556,-192597}
{-941582,526648}
{-752649,-92479}
{-454714,-597212}
{-716723,234399}
{-146887,-432930}
{-726412,-454563}
{197588,-141382}
{7850,-779935}
{964143,692445}
{318945,-201423}
{-315569,-944551}
{771353,-859332}
{-983355,486873}
{-248594,921115}
{410047,584325}
{433474,367329}
{189340,-632907}
{363197,-800443}
{-151464,711057}
{-442441,359556}
{899650,172559}
{306365,-631424}
{711669,652808}
{98506,61258}
{-598410,796131}
{565494,-158871}
{-378564,-158274}
{-995815,283798}
{882759,-562206}
{-105529,942534}
{927878,-480839}
{133977,314230}
{273262,249491}
{743933,74213}
{833789,943502}
{750317,725067}
{720656,859198}
{-999402,161881}
{915573,-472163}
{-703318,337435}
{415253,-333834}
{-513788,-281683}
{-159033,-695678}
{-7982,-579425}
{745016,-73322}
{-277352,190195}
{-396424,279473}
{-967251,594820}
{203833,60188}
{373700,-102195}
{122554,960583}
{-737117,-377674}
{15628,745049}
{-204700,4404}
{634601,-219364}
{-900785,-502853}
{-779836,377737}
{460411,204768}
{-277805,-232001}
{-742357,-15553}
{-579171,87963}
{732845,903494}
{-376244,487795}
{-455540,937145}
{590688,907411}
{-794813,152563}
{314528,124539}
{31238,-851868}
{419194,912780}
{550698,37982}
{-457630,240969}
{-34923,-667045}
{11493,-713710}
{205133,915923}
{769337,613544}
{699054,447982}
{-923742,825784}
{-214033,-438379}
{-908042,103331}
{894460,-605575}
{-863332,749258}
{704057,-625125}
{-224141,310966}
{-222579,596940}
{-638209,176257}
{-804988,-42403}
{-812484,-692992}
{434610,-131395}
{-136350,-403405}
{-582831,832299}
{-785697,767165}
{420712,-710094}
{-823826,429661}
{-500987,-378840}
{-136297,-538912}
{888899,387348}
{587958,384155}
{-819282,-496260}
{878218,650253}
{183027,-876349}
{246697,672665}
{778073,-579653}
{123337,3776}
{-344370,-555983}
{-181877,140116}
{-675091,-124637}
{-455299,370736}
{653736,-163679}
{71592,166616}
{-887849,-801033}
{901834,-578919}
{714434,734030}
{112038,415969}
{-547521,-858936}
{352495,159645}
{513754,-425163}
{-678168,472009}
{856549,-132700}
{-77851,-41583}
{-365020,207094}
{-168258,782687}
{-200668,237098}
{908293,-596393}
{-238567,44391}
{613335,1249}
{789443,265263}
{845569,696577}
{119459,-206146}
{-563733,-40495}
{667455,354563}
{192835,34792}
{-491011,-348136}
{114084,-611228}
{-1834,-807819}
{738836,-94990}
{445064,-183011}
{-326968,291698}
{19598,88669}
{634216,-643836}
{-239644,266570}
{378356,-294253}
{791288,-783092}
{-643465,425417}
{216217,-615826}
{-350433,-56107}
{590783,619463}
{-305236,-350224}
{-292269,-454107}
{531591,87814}
{887431,890001}
{-267487,-137924}
{-442344,-545389}
{698272,199806}
{264771,-514053}
{601067,-151886}
{518070,600959}
{872854,891039}
{596679,-809679}
{-614955,-866370}
{-738351,-887074}
{-531753,244176}
{943148,-403529}
{659504,-474548}
{198408,-227235}
{801279,-350044}
{899313,-780623}
{144324,90065}
{95748,356296}
{-101017,942524}
{877200,588378}
{-938467,-714278}
{-656931,726635}
{-578285,-374666}
{-754902,28863}
{-839279,-818900}
{614566,599526}
{-294167,-278246}
{-925101,745070}
{966548,518941}
{-437858,118687}
{840754,530739}
{685641,-531880}
{197029,496945}
{562974,-564177}
{157019,65507}
{746046,464185}
{-825422,-854571}
{-228701,-316420}
{503610,702109}
{925260,232668}
{103266,489382}
{344583,560381}
{932980,583721}
{473463,-391618}
{-549531,-599162}
{256445,366185}
{281240,467804}
{-339280,-884287}
{467084,145786}
{-945726,-831768}
{-850554,557730}
{981893,-659899}
{-751034,828154}
{693141,-804532}
{299631,-217879}
{-9806,-599958}
{994333,325555}
{970410,-337261}
{-91309,181977}
{-881337,-641624}
{-137934,-158348}
{701115,-842455}
{-272214,676657}
{680998,795909}
{-59356,133886}
{797285,-369227}
{-884638,-480295}
{430078,-435343}
{110194,436085}
{593571,849055}
{338872,666305}
{320824,732198}
{-620676,-928445}
{-855731,-825054}
{404373,-543340}
{-945766,-439461}
{-90874,904268}
{-154085,-68728}
{279032,-68325}
{234245,-17034}
{666607,-791380}
{-798648,-781204}
{-440280,555970}
{-821726,479004}
{-907976,-634043}
{-136593,-110515}
{-474803,-52480}
{-979364,82467}
{-51992,205305}
{-8779,572160}
{-348050,872104}
{-160559,637874}
{-252878,167593}
{11687,842095}
{456949,232537}
{1088,637780}
{225850,940719}
{-385091,-720689}
{-678007,-939916}
{462399,944099}
{-368206,623247}
{389799,-384882}
{-878416,-838558}
{450923,-969583}
{-356420,429902}
{460178,-993152}
{-261882,-532248}
{29355,-958057}
{106536,-295953}
{46643,898582}
{-335253,841561}
{731976,499948}
{239943,-829907}
{117439,875304}
{-793123,-140600}
{402396,-738539}
{198458,560765}
{-270826,-207159}
{714985,-429254}
{-378362,53854}
{896050,-355424}
{-743817,429808}
{675277,877918}
{706063,-623603}
{206446,-186621}
{162213,120350}
{479498,-842657}
{515804,-994664}
{-298771,-462341}
{-617813,98026}
{-499556,889261}
{-110899,628639}
{734230,-313117}
{246038,-292139}
{-501570,583396}
{31305,-947726}
{-965146,-891164}
{-820715,-913047}
{965134,-44387}
{-352169,430376}
{-6784,-501340}
{-213958,978359}
{-928274,769900}
{176811,808155}
{-646191,761914}
{207006,-305674}
{995766,-285170}
{-541587,952832}
{496038,319693}
{-766149,-462523}
{-378304,-172500}
{987048,-215571}
{-716971,-137142}
{-689443,-614616}
{829877,70141}
{-652331,-438335}
{-514143,-895365}
{-574579,-493213}
{-627309,-544997}
{683366,247594}
{775052,-324313}
{-346051,-668203}
{357213,-65891}
{-798316,-676413}
{-299252,-592751}
{448163,-863713}
{270176,689828}
{206276,-353878}
{-359156,964323}
{135618,918135}
{-407867,502375}
{-525250,-37141}
{269063,-735332}
{234354,311198}
{526252,-495071}
{975447,-232356}
{564138,558309}
{-866202,-229585}
{497467,998751}
{-947747,884218}
{-184282,452536}
{-737092,478665}
{-283258,-514371}
{-859683,-593307}
{980404,-160574}
{665058,-157672}
{-159119,-222240}
{-710814,842175}
{244505,832232}
{-58443,281938}
{-803132,-118905}
{-580035,-605134}
{-900827,962542}
{-674368,-765407}
{-795136,458851}
{131102,919544}
{-114235,-875703}
{99671,551380}
{-472450,84116}
{900997,-168421}
{491958,404705}
{-251176,36810}
{-194757,-70759}
{315186,-219966}
{-779078,-639100}
{290308,-781551}
{-860764,-852242}
{591917,600581}
{670125,768699}
{-175397,4611}
{-819669,-214512}
{584174,601276}
{-48646,-241999}
{430854,-620212}
{926216,-90376}
{-530114,120505}
{-696243,-640040}
{-213211,-278792}
{238521,686235}
{-446282,704445}
{46384,352381}
{6992,-805854}
{-543,488339}
{-105686,-249396}
{-16547,-229066}
{-534086,-781138}
{519661,113801}
{-273381,-979370}
{283189,-315502}
{859842,778888}
{54584,909543}
{913069,999198}
{-48373,677874}
{254620,-873566}
{444883,-258723}
{-324113,75028}
{88343,-452982}
{548885,327069}
{-17594,282239}
{395549,378778}
{546699,63380}
{-34161,612600}
{442812,-715808}
{109415,-411226}
{-218364,-182942}
{-96076,-889219}
{265122,81331}
{-489893,-141592}
{35259,356411}
{660417,-66964}
{-358832,-907153}
{-610606,-703005}
{701085,-114719}
{432957,947830}
{175394,877249}
{526269,220379}
{742312,149449}
{582799,-542957}
{517685,-928378}
{286987,-475760}
{554328,822232}
{594416,203862}
{836221,-990597}
{-618451,-442518}
{-306264,281991}
{-845379,-830693}
{-793556,528353}
{427452,-105613}
{113091,-6063}
{-216404,32815}
{-809536,933615}
{234386,307249}
{-523597,-466711}
{451186,-250538}
{-93473,-362283}
{-301502,58202}
{-432739,-640600}
{-792691,-220267}
{215326,-548712}
{85511,27361}
{963700,-496583}
{309975,696626}
{563010,-961372}
{563803,316104}
{-602339,164183}
{667117,34254}
{575331,850655}
{957427,306949}
{-890587,373010}
{-106150,-122509}
{647043,570671}
{621955,725886}
{880477,656322}
{793019,-948536}
{-310540,-66191}
{-195704,226091}
{-213671,805352}
{187235,-507481}
{48741,-82121}
{1924,931988}
{216574,948493}
{315883,896443}
{214716,-412889}
{-854273,-533710}
{-756580,906265}
{-303921,333590}
{-528895,541857}
{-260716,-450218}
{99152,5383}
{332737,78458}
{-901458,994873}
{-648827,-379172}
{904642,386220}
{736180,598224}
{654021,832892}
{650925,-392027}
{-200318,-202111}
{-854734,117507}
{-290416,-67419}
{677960,-863148}
{732027,-828163}
{969178,-251779}
{84967,537934}
{-886279,522967}
{-882870,-656651}
{42646,-12293}
{-405036,-790804}
{-526303,-702595}
{421818,-763534}
{-994144,-51191}
{136981,-852001}
{-556086,146855}
{-137044,-695058}
{614662,31252}
{-824063,621192}
{-513007,164193}
{891543,-844320}
{461539,1794}
{-3135,658779}
{-747262,35175}
{-646138,-582496}
{993083,798996}
{991304,686011}
{780973,-957634}
{-296430,-595200}
{215963,-393489}
{969289,333818}
{894901,119354}
{-136224,320337}
{871098,946453}
{-58019,366710}
{-519665,548505}
{-644796,-611064}
{-777698,-635355}
{612318,500534}
{-856665,48256}
{-877237,640696}
{-6424,610734}
{775109,421934}
{338786,-629368}
{669642,-881339}
{800482,-231323}
{-4365,-920018}
{-907244,372418}
{-373865,51313}
{637260,963233}
{-676490,-225641}
{-392605,998857}
{-132439,-28085}
{-915387,-864220}
{-546764,299281}
{308009,756986}
{721812,-99163}
{988846,-289939}
{484561,-680610}
{-407587,-976412}
{596659,509946}
{-300903,-468796}
{-713901,-338672}
{-958275,740784}
{-903957,39157}
{939341,-76635}
{-881675,338066}
{473709,347787}
{837473,619412}
{-750397,541541}
{856284,-523207}
{-975872,-494644}
{-622436,809629}
{-418395,-22676}
{680508,589330}
{193719,743084}
{313348,725067}
{-450702,565042}
{146820,-640042}
{-352238,-39518}
{223984,573448}
{-772409,-460947}
{956868,-607133}
{505893,-218777}
{-231210,401486}
{728951,25895}
{-54775,35461}
{356121,-418685}
{961125,740984}
{-588257,186449}
{-770707,732710}
{180796,-95841}
{-413830,130916}
{982354,537050}
{859747,-999640}
{-684489,-795973}
{928956,-379146}
{775885,-617835}
{914675,823192}
{-820531,544475}
{-453358,414139}
{-869201,-28337}
{-560699,944815}
{483299,409300}
{-833241,966466}
{-391039,155716}
{-453344,438182}
{-453438,-63732}
{-695046,379505}
{466059,811692}
{472817,-308943}
{52790,886870}
{-25187,13655}
{474634,-758938}
{185278,757351}
{-216774,-64011}
{-817454,513064}
{888358,865768}
{118260,835790}
{411453,94080}
{131491,-408365}
{795607,-571103}
{401421,138099}
{149536,-567014}
{682626,287501}
{923334,969156}
{846480,768143}
{-564602,-731572}
{969959,-820719}
{825740,-264948}
{720274,-363855}
{642157,-873800}
{-529447,-414264}
{833069,-49871}
{706864,974480}
{-680238,486059}
{364487,452760}
{698598,935887}
{-157754,807181}
{-267609,643193}
{-879280,-805334}
{959377,-428895}
{191719,456205}
{-627924,-559151}
{-767540,-219636}
{-766618,-885009}
{492263,-761282}
{928668,-75427}
{-980432,38793}
{-254465,-643046}
{-908061,355139}
{-78513,-565395}
{963200,312190}
{-459053,-691188}
{-444886,711187}
{375443,699999}
{704374,-814181}
{-243479,923523}
{-74977,206023}
{711451,-518043}
{-74948,-441466}
{-64430,-485316}
{103622,401368}
{538615,353439}
{-358658,-720326}
{143345,272175}
{441009,-408812}
{-286615,345609}
{-794087,414063}
{-956728,-886333}
{132880,-576414}
{907567,-432982}
{97471,386860}
{-797156,-496138}
{-655734,-909123}
{-350304,822412}
{597306,521407}
{654353,132882}
{-732440,-977227}
{-157647,-424730}
{-82014,-532934}
{-507624,-154332}
{-452521,624206}
{-873686,-465715}
{-201590,25023}
{913361,-161674}
{422699,-804306}
{-586107,-353964}
{-77623,65790}
{434469,785604}
{-802078,-726814}
{-893425,-146753}
{-698150,469457}
{-885181,294309}
{-325530,-888226}
{-364648,-579759}
{-166085,-546018}
{865672,524544}
{259930,862011}
{-962386,285369}
{-217539,309043}
{422956,-929098}
{-701966,-660124}
{-96510,-27384}
{-885431,-418649}
{-942023,-937351}
{713049,392307}
{326624,372967}
{951001,-165381}
{285362,-640943}
{948801,90940}
{59447,-344906}
{728726,-732979}
{-743746,391200}
{506690,-169227}
{-979682,-414476}
{-742704,-823139}
{711335,-52393}
{283646,223946}
{-298657,806470}
{369405,216629}
{246777,88443}
{-428335,105279}
{318364,-375698}
{-618112,-126132}
{181416,508081}
{877358,-326654}
{856377,-721896}
{-709571,857431}
{583353,-228313}
{-240543,-456704}
{371847,-656974}
{68236,356404}
{-517130,751713}
{-152010,-89000}
{248488,752668}
{-786419,432906}
{592971,418459}
{31811,-429420}
{744563,-430616}
{-424998,-580950}
{207002,855114}
{929528,-367399}
{792008,173073}
{767163,466697}
{-304198,230647}
{278817,776666}
{783460,354677}
{-549799,669084}
{305287,-634313}
{23808,449829}
{158776,-912741}
{265880,804573}
{264593,-943086}
{-213785,85289}
{964032,242700}
{-412592,-789132}
{472979,471193}
{-943656,831102}
{580923,-546870}
{641780,453880}
{423660,486782}
{672215,671689}
{530538,-668577}
{-344672,-179508}
{399651,-832938}
{-608722,964238}
{444881,-554947}
{-381049,-511532}
{961290,960654}
{-88885,788251}
{-546732,-599551}
{433034,-227554}
{466760,-694491}
{761531,-265126}
{-169834,-293071}
{-384397,874092}
{321416,-979191}
{-985587,-66722}
{-742767,460721}
{-963833,-526985}
{267266,-24572}
{880203,753707}
{-146769,637919}
{888380,876853}
{383753,-657096}
{660483,-457156}
{908591,616049}
{-606152,-340013}
{-883008,-939214}
{-172783,850245}
{295196,369218}
{-37171,430369}
{-657612,827264}
{329782,-758342}
{202296,-629295}
{-35922,237363}
{-852393,-200638}
{906496,863229}
{576045,-903766}
{515516,-552641}
{-458598,-528220}
{-701322,545251}
{-179451,267563}
{-180852,652803}
{-200002,576920}
{941323,345187}
{228093,649084}
{-620086,953735}
{-618627,385562}
{768515,260565}
{-142357,-681839}
{-33054,-874953}
{225080,-376553}
{-929020,720770}
{489192,419220}
{-608576,706460}
{854908,-584149}
{541334,-608387}
{891342,-6899}
{-661865,194451}
{-852224,-90347}
{292745,456855}
{699469,-928214}
{-767529,-572245}
{-245194,801358}
{519607,-988718}
{736969,853843}
{914467,322777}
{-619299,584933}
{-742740,730979}
{-954862,787251}
{812365,381826}
{34388,-881085}
{629926,-964943}
{420916,802727}
{867079,-657571}
{575627,-435419}
{-321290,797574}
{862589,35540}
{-462819,288009}
{-637548,51201}
{-75893,152867}
{-353427,-387690}
{599597,743882}
{324763,-12088}
{-382698,-477702}
{431485,-957239}
{449108,428509}
{451340,-354130}
{-532852,-61041}
{981091,625284}
{-530990,274409}
{-66966,-57303}
{-133158,-731949}
{566748,495945}
{971434,621011}
{-922663,468505}
{-519137,860292}
{533775,-117912}
{891741,-957517}
{-234316,-963869}
{68325,450616}
{-422003,-169427}
{-389513,-334708}
{-321077,-804688}
{888258,-377439}
{-706054,5296}
{443170,593499}
{-14632,563460}
{771683,-755029}
{997636,-624120}
{-751893,736323}
{-317539,431683}
{-242989,-146327}
{341472,-65335}
{151436,980629}
{-253199,-804524}
{-595163,-255566}
{521006,16946}
{875513,382868}
{331278,-398847}
{660672,523309}
{-733797,-823786}
{-765977,-88299}
{385500,562557}
{452374,-91961}
{-734807,764779}
{-899175,-321869}
{480696,-804720}
{784390,180511}
{435172,-921919}
{845709,-738824}
{-421540,-730371}
{156501,365793}
{-968238,-501627}
{315216,-616365}
{62711,-974280}
{-267612,402286}
{196085,-940933}
{371420,-310000}
{-499636,185373}
{381202,65944}
{237236,-253851}
{-909568,-866864}
{-809799,374878}
{-32931,817195}
{656866,307808}
{437882,-339745}
{-176679,-630654}
{631782,944320}
{782669,-939970}
{586885,220013}
{684975,511094}
{409053,-983922}
{86414,612703}
{-428037,-17312}
{-33063,681097}
{-863063,-570862}
{-860586,374966}
{354663,362653}
{-708369,313041}
{-720534,-701839}
{-107191,-368243}
{303988,-176943}
{552020,-520397}
{1954,-579313}
{639089,347009}
{67757,70387}
{620408,-412047}
{-680391,666389}
{428428,-878308}
{457185,-587967}
{913290,461285}
{718122,-333282}
{-513377,869461}
{908453,-875760}
{-323275,-869801}
{401693,346745}
{-126318,81035}
{798803,-629706}
{-295865,664336}
{650089,408195}
{-196408,-263098}
{-736002,-633720}
{945165,-618441}
{595208,213976}
{227238,-305029}
{1012,256632}
{-544225,-866363}
{437085,876278}
{589212,256852}
{-315233,421490}
{949590,644253}
{42115,266323}
{-708738,-295394}
{-543085,43627}
{-991494,281623}
{-703047,99069}
{-334276,-654472}
{801991,946905}
{-152890,-296377}
{486384,982859}
{-171050,423371}
{-867278,-801445}
{895488,-324347}
{-277968,-927792}
{334835,-780252}
{176723,-406904}
{-836812,561619}
{784480,-36815}
{859729,-669665}
{445684,-104275}
{-591176,976705}
{407536,999887}
{523758,-397695}
{507293,67093}
{-507880,-185798}
{691689,284888}
{201300,315421}
{462660,-25154}
{-885317,959979}
{-461852,-35222}
{-258502,204590}
{237515,628399}
{418895,593253}
{73810,-698999}
{869692,-959093}
{-952615,-423186}
{541603,-130782}
{-861530,-507564}
{-635920,-404326}
{502337,174328}
{-365422,-68813}
{-164220,751341}
{819230,884762}
{731679,-646773}
{209612,313735}
{-499057,-191172}
{-533453,-526910}
{-146723,-994020}
{987318,988376}
{-386142,-185448}
{487147,532713}
{896658,-529106}
{994039,-177410}
{-664140,146570}
{1079,-270381}
{-893218,-178446}
{882732,-550572}
{-943536,511244}
{-324730,-168007}
{741942,-364655}
{-539954,747575}
{947646,438685}
{-86125,-615027}
{10466,-378377}
{997294,-680571}
{183469,371512}
{754272,-766585}
{236632,-750693}
{-191803,-17677}
{910913,-125172}
{-683929,-494879}
{-52172,-106091}
{-320705,508794}
{978478,-49371}
{938325,-747461}
{-465694,-507040}
{514921,352443}
{981080,-459869}
{736315,-877902}
{-383502,874951}
{-770656,-245379}
{-301049,518880}
{629205,451328}
{282993,307893}
{1584,779245}
{-656452,166171}
{749360,218251}
{-65064,355568}
{-513945,-621851}
{-414197,572867}
{925571,693799}
{-501062,43476}
{180527,-3809}
{98833,-748244}
{-251051,981054}
{-578196,670335}
{-974568,425634}
{-469915,-469164}
{541196,-641048}
{683154,-63403}
{-544243,219159}
{-274191,-9767}
{-452397,359857}
{882941,159731}
{-877877,-283270}
{-583867,-780276}
{952396,-685819}
{-142845,17729}
