{83072,383527}
{675907,-338204}
{-338777,-752927}
{-576958,642419}
{-513129,484091}
{877003,870081}
{126638,754917}
{-721367,715917}
{584890,-433639}
{642321,-970512}
{509691,-25353}
{-740954,798381}
{19150,-552353}
{631493,27757}
{-101902,425380}
{-802964,723925}
{-640363,-685649}
{447906,-300779}
{898098,-562746}
{512405,893133}
{162097,983206}
{-867920,-70219}
{-312135,-311589}
{155394,-539950}
{-230076,115438}
{881759,-154078}
{-260850,937406}
{114949,-341808}
{-794524,-70636}
{854475,669263}
{154954,318706}
{53364,624605}
{84254,479921}
{-156260,782868}
{387822,-227363}
{69311,-779818}
{412683,44776}
{-28307,470765}
{-731889,12109}
{-648127,-105691}
{895256,-253892}
{738112,-24124}
{757034,147204}
{-820659,208678}
{-814474,18998}
{-485992,-63041}
{-797734,40132}
{-748863,-215240}
{-249935,251132}
{24391,-150979}
{526745,-126268}
{-262203,-617744}
{106899,956456}
{645006,-366270}
{-613146,925599}
{-70724,524626}
{-646969,-345705}
{-51014,-971285}
{831866,443662}
{469498,-207743}
{216647,-206287}
{-702195,-341391}
{-15957,-195848}
{444826,444341}
{533231,-763155}
{-805230,680504}
{350492,-249663}
{222569,433386}
{-140104,856368}
{-249229,194639}
{501746,-870369}
{-147960,556866}
{-104754,783935}
{-91458,-65578}
{-144101,298939}
{809646,-842887}
{-890498,829049}
{934012,-923414}
{-451173,-419328}
{-108490,317322}
{-333212,641728}
{121193,422119}
{-59545,150465}
{-490382,-337440}
{729604,-557605}
{-227174,-617872}
{274799,-314479}
{531892,-115033}
{770058,845273}
{-19564,-675045}
{-506949,466799}
{374359,896710}
{7726,286077}
{-453832,-950248}
{-978147,-630420}
{933527,-412141}
{539212,631834}
{43304,-156384}
{687887,66083}
{982921,684708}
{-454106,-262547}
{430232,155067}
{514519,436916}
{-567938,188628}
{-143469,184424}
{-164339,-774026}
{-519490,-914471}
{-839901,-530056}
{-606963,-238942}
{-42395,964073}
{216495,-41959}
{-287044,-410082}
{-569549,-654286}
{-972314,-104612}
{-305419,31212}
{-655260,476325}
{390870,-336416}
{146276,27178}
{219976,665704}
{818225,-974533}
{-707292,-640160}
{-94128,-689908}
{800853,-581866}
{800887,-755334}
{810458,-662021}
{392238,356503}
{758337,-156233}
{134992,-482833}
{-315082,40387}
{904763,327257}
{-969914,-680227}
{4312,-999556}
{-45809,808502}
{-869275,-87260}
{-224211,-241170}
{-411258,-719986}
{883994,-654050}
{-9167,12869}
{927429,-305379}
{-165656,783510}
{-3509,-686512}
{275515,537393}
{-54263,-377428}
{-21064,-710362}
{376286,212312}
{382717,-401532}
{436778,278884}
{-530346,-332398}
{-172904,925139}
{311180,466645}
{-759594,-349465}
{-459986,204215}
{-461236,740224}
{160208,191096}
{885666,-236418}
{-50873,-986866}
{624725,190696}
{-893034,819849}
{-19912,-951785}
{-784638,316169}
{609525,126825}
{-753647,922218}
{824901,573823}
{-764452,136550}
{-509690,-843581}
{-503086,-573850}
{388240,-2896}
{237131,-937251}
{930957,-134888}
{-418995,323915}
{734242,-156669}
{495424,-406368}
{138965,-926336}
{-431877,-683549}
{62817,511494}
{42510,665104}
{-549818,-176569}
{894097,731209}
{435220,164029}
{-699596,-454256}
{-338846,-999112}
{-917776,-627839}
{887605,-317540}
{-625076,-940581}
{301134,-662207}
{-654632,-860568}
{-318291,-57493}
{-113494,374947}
{-929339,-260061}
{-93716,-864706}
{-64232,948435}
{683388,382701}
{6163,-216751}
{-993821,787645}
{620416,-366997}
{393885,223248}
{153000,207336}
{889709,746537}
{772786,-161748}
{583986,477694}
{626356,-806443}
{-290263,-450787}
{-439225,-200086}
{-596726,-674834}
{-425143,-514941}
{472711,305791}
{-993449,-220169}
{-530487,723082}
{910807,814018}
{123612,-148747}
{119586,914447}
{290667,-984537}
{508449,-67660}
{797954,-745155}
{-840990,887336}
{700185,-46818}
{-139941,330561}
{-644139,-863390}
{346641,998536}
{404115,871618}
{1047,930722}
{831228,590403}
{678199,-562193}
{606655,-507874}
{-506845,-47148}
{-354742,951707}
{-206872,375690}
{-933313,-560549}
{705085,251860}
{685646,-727029}
{-357000,779226}
{416731,747250}
{-681033,111557}
{-741934,774157}
{-532004,-596792}
{-397154,-918176}
{-167110,-157051}
{530798,253598}
{691801,-369952}
{-356922,-69106}
{948598,592229}
{280926,-157836}
{516232,796746}
{948967,-571123}
{403455,-5830}
{649253,340551}
{329251,-486583}
{864704,-761127}
{-773352,-22331}
{756740,-385706}
{453294,-741856}
{-897372,-36836}
{559652,-272079}
{339094,-586956}
{-841632,910016}
{666227,-556635}
{-61497,-12354}
{-277632,128207}
{580512,651685}
{-701540,815709}
{-768187,988595}
{-737416,331123}
{-167588,322381}
{949280,791892}
{457981,-866013}
{239304,-985038}
{382781,-853198}
{-362242,864012}
{793693,-274707}
{-946656,628655}
{846969,-985057}
{-830052,325524}
{618192,-60644}
{-704255,195811}
{719404,-689855}
{-754913,-249073}
{-443471,79713}
{129610,541368}
{-177903,-809825}
{821871,-851487}
{-363883,-816057}
{-994812,-192171}
{-97874,832860}
{-991391,401392}
{-605712,343486}
{226472,748899}
{-448276,-967829}
{-731071,228707}
{249945,200090}
{575131,477471}
{-311287,525793}
{392262,-256038}
{-963789,770295}
{521377,631634}
{-114915,758299}
{-937277,459440}
{-550269,-950478}
{-88790,-316905}
{256777,-221254}
{806881,684011}
{-113814,479428}
{10497,641843}
{-229024,489898}
{-424145,390521}
{645867,618314}
{287445,653234}
{-296415,-748759}
{388778,-392464}
{924074,656283}
{501453,96981}
{-216765,-933777}
{-573216,-133823}
{183794,-953740}
{-205854,-570959}
{-518459,124064}
{270985,-409828}
{906919,166627}
{-882735,-175847}
{-887488,777409}
{470919,-198285}
{-181868,-681450}
{-277496,-926991}
{-572125,221690}
{86081,75167}
{-216128,438370}
{23903,235361}
{760840,372093}
{-442500,923471}
{-240901,49089}
{857329,-351350}
{545633,-791064}
{-723058,-661712}
{626525,75046}
{-232799,-80317}
{-841676,-743897}
{59787,427043}
{790788,-374584}
{970711,-596069}
{335973,-666556}
{-290362,-516715}
{-465349,-85814}
{939168,-728785}
{-174040,-583519}
{-177048,-571516}
{523693,615951}
{190533,529246}
{-636151,-104036}
{-561068,-361899}
{768012,-280062}
{-169342,-6521}
{518528,95710}
{637601,-181910}
{131824,-692695}
{46879,885864}
{454741,646542}
{-166149,-79224}
{493152,-641340}
{886633,-524377}
{-274900,137734}
{-324311,110792}
{-636005,296992}
{62426,-402913}
{209754,-51474}
{94894,310064}
{526984,287540}
{-636263,-855776}
{469002,-860662}
{-831654,-249447}
{-811940,-187540}
{766294,-910032}
{-676908,870451}
{-129203,396847}
{168916,625301}
{496303,-753341}
{-993086,-277116}
{622455,329395}
{591503,-827259}
{144387,-852344}
{-217294,-630096}
{-421807,-558182}
{711330,432900}
{183058,209936}
{-837242,-37880}
{532115,-412589}
{-402710,-518413}
{14135,-405391}
{612049,614926}
{99427,143077}
{356590,-55388}
{-799217,752791}
{-789375,-614653}
{157946,482106}
{304087,626253}
{889774,68150}
{104128,-572676}
{374683,-532812}
{-328729,-307920}
{409022,282902}
{-851383,-38385}
{443295,606984}
{-558009,-65603}
{-820378,986604}
{853829,-646560}
{-312031,996783}
{804570,287204}
{-365414,930488}
{986160,-781623}
{-526363,176835}
{-658841,569154}
{-931691,922223}
{152035,-532529}
{-266653,623326}
{834014,-803314}
{-517635,-971722}
{221173,-451748}
{-660450,-350407}
{426520,-317008}
{-512317,662228}
{326513,-646918}
{-242567,182888}
{-736273,313007}
{-720003,-794701}
{-556572,207211}
{-912032,573312}
{-514178,-215261}
{-648050,-209345}
{-590745,86228}
{163506,-428391}
{773818,-672185}
{63125,471995}
{231834,-355218}
{273823,-519415}
{-337349,-332994}
{-130664,478461}
{-435601,-554720}
{-870804,-498885}
{-761508,693941}
{-156455,-444329}
{-363641,87652}
{765076,-943964}
{-860243,606323}
{-374794,-230814}
{167971,928002}
{-805643,720395}
{-634956,910282}
{-98770,-735198}
{709657,618374}
{-948416,577157}
{-876293,-318063}
{-786762,-61481}
{-371409,30505}
{934870,781201}
{-202234,-398234}
{-601592,-281914}
{956281,304479}
{-499623,-231853}
{-583614,145501}
{-617293,-362106}
{233464,202752}
{699011,-775157}
{-712435,239248}
{-825321,-143773}
{-458449,-723296}
{-848388,-852487}
{23563,-839376}
{723469,-666557}
{-631092,643766}
{371761,749847}
{110812,435220}
{-28755,-754733}
{545745,963776}
{-433176,863132}
{814249,616095}
{422488,13149}
{670460,902182}
{-112837,681915}
{-159621,196781}
{733127,194080}
{948042,710002}
{-492616,-874957}
{794140,881580}
{-810702,-825705}
{-588644,-560380}
{416912,-962129}
{877929,-801909}
{-147423,-408425}
{672343,-995182}
{210058,-990322}
{-398188,-776323}
{803629,-208549}
{366912,612252}
{-529723,-878857}
{-770290,-55704}
{195252,531676}
{101054,-551052}
{433994,-870809}
{-968773,-41070}
{286157,-164673}
{537048,955394}
{-388304,-511420}
{33514,-113304}
{549752,614861}
{-690338,517416}
{744285,475013}
{72354,3956}
{-284202,530080}
{-982554,-443518}
{-838223,-566450}
{-559060,-100502}
{843234,-796616}
{-399775,-176402}
{-220755,-894115}
{-685997,170119}
{103699,-346946}
{-704172,975609}
{782400,-932630}
{258811,968770}
{-785494,154115}
{597916,884826}
{-500431,-630279}
{-714010,-712125}
{537596,903961}
{886534,821161}
{-977126,-528892}
{823922,-337980}
{-781546,-831683}
{-341111,235130}
{-13947,-583468}
{-184305,545665}
{873162,-482169}
{884692,-947128}
{94118,-97752}
{492179,-45954}
{-446327,-690184}
{-112643,-184478}
{309221,373046}
{582037,-252427}
{405334,-733393}
{-74923,-151842}
{675038,-124080}
{722327,-959441}
{-566170,-993091}
{-93437,323903}
{464014,451684}
{134159,-19749}
{-475705,-348019}
{-470661,756669}
{304954,-312915}
{87782,-714434}
{440480,-369765}
{-922092,-455075}
{-909117,469156}
{129368,101269}
{279045,711200}
{-504647,895405}
{-385616,-836882}
{-999175,645851}
{-295838,-492071}
{227782,-159533}
{-372404,-217174}
{154592,-662344}
{804730,701843}
{359910,118977}
{-842566,218925}
{-544173,799894}
{-398890,-94939}
{757609,800570}
{-401661,-668784}
{854686,508390}
{223169,-487291}
{-844479,-847105}
{599126,-528784}
{-967804,501809}
{-620641,-30364}
{888220,26761}
{-885677,-364632}
{-63670,-436776}
{120254,388417}
{567333,-651777}
{820051,828258}
{-27736,673047}
{963814,-63624}
{-571344,-178911}
{-341428,715881}
{453564,-728936}
{113721,-57050}
{871375,-884513}
{-407886,997779}
{79834,639497}
{-411235,-932679}
{830506,-958098}
{692132,-614031}
{863634,756513}
{-978819,-695409}
{40888,60117}
{811190,-921395}
{-765720,-453171}
{301010,678033}
{534438,-340448}
{-828609,-927763}
{-815944,-706596}
{534836,163454}
{-500424,-542997}
{-318466,721137}
{-62280,-298139}
{-597155,-13305}
{130802,-913660}
{-345230,688651}
{-562696,474436}
{-315750,673256}
{898461,-646287}
{717643,-338110}
{60229,143214}
{-130921,-344475}
{547272,258132}
{136556,572175}
{860529,-315283}
{203000,-510953}
{-241791,355385}
{524663,-257856}
{-366743,797775}
{-113088,-796386}
{437384,-71360}
{1300,-791691}
{-208645,-556607}
{-614013,550104}
{-224799,333736}
{154482,-889852}
{29661,-55888}
{866876,321608}
{425291,396698}
{-73503,-806919}
{813862,-730793}
{-949585,-802177}
{-741884,-479343}
{-764505,454589}
{93820,973915}
{881251,783454}
{243989,-251631}
{405538,118140}
{459074,165773}
{685327,-620041}
{622363,360574}
{-987079,218031}
{844140,-560093}
{524467,-550430}
{-560696,604448}
{-897610,185633}
{-127018,283841}
{837857,758055}
{40265,-884085}
{-452291,-145240}
{-331060,21820}
{567378,-142481}
{411310,94306}
{-506515,184102}
{-149846,-964378}
{408824,484920}
{359559,513431}
{989619,-626781}
{-364003,-213203}
{-257850,59453}
{-139612,496579}
{470699,798160}
{-667124,645246}
{521967,43536}
{-536168,-730376}
{734138,-883464}
{-524256,548021}
{970851,-488266}
{798233,793590}
{665526,407975}
{391285,-927096}
{220384,831777}
{46098,-800838}
{437807,396875}
{780967,-781169}
{70869,899280}
{-772778,-138033}
{803117,807951}
{-636228,626153}
{224177,613164}
{-538581,-87509}
{-616801,456950}
{947780,186583}
{-544551,-924750}
{297230,792631}
{-645789,331747}
{-854128,-657128}
{-934329,904079}
{-202791,-967796}
{-512971,-735858}
{699863,-34897}
{-45302,-598742}
{540928,479879}
{-28952,987233}
{-288025,-516883}
{-951650,-732261}
{-931048,-492531}
{-161800,-460268}
{-706329,-143076}
{-454812,94163}
{-170188,-219455}
{904168,637719}
{-888047,-933045}
{575562,-512636}
{883860,-506127}
{789055,-425823}
{-461559,247013}
{347715,-949110}
{-952218,-272542}
{-893752,567076}
{64862,-139994}
{-202423,702533}
{176296,-168942}
{693553,460733}
{-200662,-108481}
{-85922,-621778}
{-263153,-931524}
{-804582,457203}
{-35718,546867}
{-768326,361423}
{-976558,428472}
{680628,862221}
{-633951,-466665}
{65290,795011}
{-982764,-3847}
{-743633,693787}
{-576746,535991}
{527052,-808194}
{-983278,-692219}
{-162869,63694}
{-562139,553691}
{137302,474372}
{593735,-944409}
{457769,116717}
{-915848,-898086}
{105621,-465009}
{461444,-271303}
{-748666,-939633}
{383857,-456733}
{360524,678223}
{927823,291626}
{779325,-938606}
{616551,656572}
{-61469,329569}
{797307,665725}
{454370,-375276}
{-135679,-396384}
