{-631211,-18310}
{-825510,265830}
{-221693,302708}
{670726,309993}
{-878247,999221}
{596066,-434285}
{847818,547220}
{261252,41673}
{-600135,-901408}
{-349291,-237609}
{130186,-363209}
{828414,-203554}
{529583,333390}
{-174596,-954676}
{399887,464385}
{-116989,-969799}
{-605569,661267}
{556944,44342}
{-957692,525041}
{-117751,-529764}
{968369,-291483}
{630829,-720877}
{-785053,-210354}
{691320,137664}
{-88357,770247}
{216306,850931}
{-259139,997102}
{-141565,542724}
{-908518,-289896}
{-117364,-88561}
{196034,-322957}
{34565,702741}
{-296550,-286723}
{806076,242352}
{550624,960604}
{284817,839121}
{374533,-769680}
{-658289,912813}
{712654,778676}
{-733389,-388641}
{472903,-579794}
{-331517,-381191}
{-580098,611328}
{882122,-95248}
{579465,267051}
{241667,129075}
{452632,220038}
{907668,-771458}
{802544,215047}
{691897,53200}
{975032,173908}
{-114976,150806}
{652583,-969193}
{-153218,885569}
{-524519,828870}
{751286,-368254}
{470078,-724888}
{698039,-952470}
{-479615,-85721}
{-914034,326030}
{-691383,16364}
{-911990,-487450}
{-44538,905693}
{-435145,-868152}
{375747,-585698}
{-408126,-783855}
{-183043,-830}
{-143101,700692}
{-140582,-716083}
{655987,44578}
{-38350,14848}
{-742717,-897219}
{-994540,229248}
{-58081,808906}
{401177,375200}
{-173595,897261}
{-829946,922247}
{335375,704957}
{435595,-847222}
{-121305,-333774}
{-264354,555508}
{-576125,82058}
{-211148,40079}
{-51648,217419}
{587683,886026}
{-106490,-296783}
{-310787,-757395}
{-443942,66435}
{172691,549230}
{-504856,763117}
{607046,619246}
{296035,577287}
{-494830,325274}
{-54294,-180403}
{-803061,-834173}
{547466,473798}
{559550,-505972}
{691316,-298909}
{109283,-475555}
{273319,326034}
{-34653,-887968}
{-791866,-9527}
{-524668,-878928}
{-781306,-310790}
{-894254,-405262}
{122848,402429}
{-659325,674449}
{967826,219292}
{-170291,-128425}
{694130,-594081}
{500151,809431}
{825735,-622312}
{973981,-342555}
{-768744,-365959}
{141467,-879212}
{559391,-630271}
{-242763,210337}
{-896648,-674190}
{795926,-678254}
{-159338,-378646}
{-846639,267145}
{-466185,80449}
{192012,-235444}
{-576664,518083}
{-142909,274819}
{569836,954854}
{988127,-505921}
{452172,799282}
{642767,951192}
{-218030,753603}
{509801,198443}
{-891760,942891}
{-481944,-592724}
{-203716,936042}
{-699183,-857806}
{-363528,-968666}
{-760512,-152245}
{-469997,-907084}
{-931893,103260}
{859052,376819}
{300858,-392776}
{-517119,-733415}
{289278,886157}
{-285305,-177601}
{811677,-542859}
{-754194,-298469}
{-592468,28237}
{-484879,792516}
{-893099,-327310}
{32607,145018}
{-688944,11690}
{-404495,-57065}
{-556137,-534844}
{-605364,33414}
{-272042,-686351}
{-503707,61157}
{-701156,325521}
{486192,-92646}
{-20213,-186383}
{812128,159380}
{880371,197093}
{-527537,-720566}
{-329158,-74999}
{-922781,748169}
{-561623,-394697}
{-62729,-741450}
{628679,507651}
{689781,327570}
{-361255,-611384}
{792171,-243869}
{-775864,472693}
{492023,841079}
{813051,-619960}
{760118,-958723}
{807742,348102}
{170403,623171}
{-237335,-457448}
{85003,187832}
{538684,-559511}
{399886,-602853}
{673364,88716}
{102721,-822278}
{-550810,444983}
{-364551,-771370}
{821208,-149890}
{967134,-285578}
{-516747,-573524}
{-282677,648069}
{436187,389522}
{-821222,486369}
{-419178,611744}
{36504,904115}
{-167429,282422}
{428726,677380}
{-413089,-380605}
{-464278,-170306}
{283957,-476372}
{-327126,-514209}
{-931092,-48532}
{-546064,343806}
{43649,-885056}
{-194228,936349}
{331837,-340082}
{-864127,733578}
{-107215,290261}
{691190,-699145}
{-967421,626875}
{218822,-263976}
{596909,-771847}
{-229965,435453}
{-62146,394915}
{-804423,-111355}
{-338442,-864479}
{243084,688911}
{-311300,242487}
{286466,-829594}
{-173994,711511}
{-828134,-484261}
{922499,335052}
{-7669,157058}
{-366522,-412742}
{103659,338609}
{-935938,-463582}
{606059,661276}
{413114,-184013}
{-38250,131526}
{65949,724669}
{431484,938230}
{421762,-444610}
{489622,458881}
{-401314,-203460}
{-771136,305925}
{756023,-943996}
{676712,-792020}
{-579099,-334779}
{-916914,-845588}
{660978,-901097}
{110415,613158}
{-837938,37600}
{-718353,-311821}
{351963,-787147}
{-849837,808335}
{-614354,476517}
{453120,388443}
{649300,-301695}
{686515,-789943}
{-249970,-652024}
{-689569,961198}
{-738160,-625705}
{364509,-535431}
{95651,28630}
{-852551,-181367}
{743611,298564}
{916415,-991576}
{-953049,653206}
{-125942,-721148}
{918246,-970597}
{-299390,-261617}
{554973,462311}
{744319,-946373}
{126739,-436553}
{851942,246536}
{108725,-484606}
{-551144,-617268}
{71104,-270643}
{-130890,284034}
{-859507,-130385}
{-908522,-91754}
{-358692,-115413}
{993435,534124}
{-780192,855327}
{261482,-837724}
{-97457,740080}
{159125,-469710}
{288958,-622457}
{713852,-269739}
{279516,801677}
{-265602,-893610}
{391529,-932627}
{-740029,504096}
{397215,102833}
{786789,611971}
{691137,-310224}
{-985637,-996032}
{483616,-56602}
{170507,-350509}
{217646,-733546}
{571985,832161}
{-316,-562539}
{544535,-899850}
{-445936,-677659}
{308536,215225}
{989897,578368}
{-259038,-759438}
{-730512,-471358}
{249124,308694}
{275510,73543}
{-82742,-574216}
{701965,-478750}
{962563,-839652}
{-2801,149861}
{-865396,-294021}
{-402282,-935402}
{587397,937845}
{152328,-719951}
{984780,-763748}
{-583039,215744}
{973472,-16559}
{991916,793610}
{-594218,-8716}
{-853011,-203403}
{225212,858813}
{152634,-131109}
{391429,861157}
{174354,38568}
{169295,-642598}
{-777046,-55520}
{42337,-404762}
{-45352,891254}
{-267912,-166604}
{-328829,-594959}
{711071,731726}
{570015,-551749}
{-862421,937520}
{-667553,-47728}
{-94274,123737}
{-579156,928691}
{-283555,-304613}
{-911509,-369642}
{392686,26502}
{-390160,-739010}
{-809597,-929046}
{-706567,-705538}
{-947764,458966}
{362764,410986}
{-1451,-777204}
{133670,535538}
{-248212,-7556}
{177289,446451}
{-941594,464034}
{870769,967500}
{35845,-382450}
{332622,-563429}
{-27534,247032}
{5976,206060}
{-381608,-448058}
{478682,545783}
{270004,-105434}
{-734887,-477805}
{-17899,169342}
{172190,-684594}
{110401,-879428}
{751194,-407564}
{-817605,-210197}
{750131,272060}
{-321295,197906}
{487428,826914}
{572965,-374347}
{766025,981878}
{27564,-29801}
{-465292,948558}
{-811487,134681}
{-433234,-618750}
{821235,329209}
{-47865,-332488}
{670878,402983}
{284274,-350327}
{246165,646094}
{335993,549852}
{-753406,-227595}
{-609773,978167}
{-218500,739670}
{-981998,-405695}
{-297492,-645277}
{-712038,449103}
{-894232,706658}
{689848,896204}
{459541,-185390}
{-488644,-18821}
{507931,-492008}
{867648,698302}
{-743380,-783906}
{857682,932119}
{-328205,-500637}
{413785,498305}
{39139,-942640}
{-884251,271925}
{-756951,-919109}
{-698635,308237}
{-479488,-415930}
{-843651,-126080}
{-986824,-226907}
{-542058,-792434}
{-445907,145978}
{-733533,759338}
{218834,633580}
{814355,-396481}
{-70958,-149510}
{-160458,123463}
{420808,-66389}
{-112581,581061}
{-112395,-925645}
{-181940,-373409}
{-881927,-355242}
{985805,508623}
{564134,-8370}
{-452223,-390373}
{-519203,354395}
{352584,-227271}
{699493,347905}
{874896,-800707}
{-765302,-971602}
{426170,363367}
{656857,-233395}
{22070,500610}
{636029,-691557}
{827460,490591}
{108741,-926885}
{596809,777457}
{920538,-150215}
{-266281,855511}
{-403819,-69215}
{-749672,4161}
{-461829,-374314}
{651544,853239}
{221900,780920}
{-26212,217818}
{344433,-811957}
{-918615,-570850}
{274871,785322}
{246889,410243}
{522200,-35004}
{686461,-971028}
{186865,764069}
{-347322,196826}
{-868420,-820968}
{194748,-627967}
{-550382,-531160}
{721271,24487}
{762959,-454214}
{466233,-394779}
{-695688,-384675}
{-659234,771764}
{108782,833187}
{21547,810148}
{911441,-406198}
{801210,-913181}
{8675,-50586}
{792636,646506}
{-122712,-86831}
{131180,828099}
{-488326,61991}
{159437,-118801}
{-731946,740588}
{-474184,-134322}
{-539662,-994767}
{-148773,857619}
{190952,53431}
{321545,562095}
{-579814,356742}
{533224,-847128}
{-37541,353823}
{-759983,-31582}
{191553,-668940}
{-186121,611812}
{-508007,-217705}
{-583772,676421}
{-440886,-939836}
{545705,794778}
{-893178,613470}
{-155244,989803}
{-189901,-205624}
{-222299,790094}
{-519678,-78357}
{-824599,304033}
{306440,-276592}
{-549332,-953891}
{738469,651168}
{730913,240511}
{336711,333834}
{-782070,289315}
{-168725,442195}
{-640950,295806}
{-508597,-836534}
{-162267,55935}
{-357785,312949}
{-385072,-528010}
{518094,-280792}
{541269,157409}
{974779,-740317}
{-864332,600116}
{-645521,986355}
{745574,-745523}
{-786392,-229054}
{-130430,893246}
{655906,-985687}
{-299643,944168}
{261198,408648}
{757607,53956}
{482412,-247913}
{-119600,-368342}
{570407,-77455}
{872959,867861}
{-181737,763038}
{-515141,-274300}
{-910189,-938869}
{247209,-589421}
{-551635,513105}
{-349270,95726}
{515842,-139013}
{180880,954664}
{378920,-880996}
{943406,-707400}
{-875242,-39888}
{-157591,-889072}
{985143,-417460}
{-320622,291088}
{204866,-225265}
{436975,785363}
{-416129,-746956}
{340153,-731627}
{619122,374845}
{-437823,41437}
{703091,794377}
{9082,-860178}
{-515565,-636695}
{-820869,805435}
{88415,633530}
{-525244,-680963}
{655171,-958077}
{875222,34458}
{-976912,120524}
{-432798,236941}
{621642,937902}
{814193,198007}
{-332724,368175}
{715194,39331}
{-623444,-500357}
{-515422,595477}
{882149,-515325}
{733702,-300307}
{662901,-316353}
{-500044,898201}
{-345898,209235}
{834013,-468454}
{-282974,993121}
{22124,-327727}
{-341596,256217}
{-150816,-467640}
{794734,-809310}
{816853,-646045}
{492385,742341}
{140846,-820852}
{698105,-740715}
{-439567,-143001}
{466991,-893460}
{474243,950025}
{-663592,600752}
{985344,161694}
{-657576,841124}
{151828,-259240}
{512946,-88662}
{623894,252175}
{667881,-227191}
{543733,-966598}
{455049,206268}
{-851146,-955119}
{-308995,344141}
{976716,347756}
{-640334,960674}
{186580,-355111}
{-395482,33583}
{-796517,183538}
{86030,-210456}
{-794767,1394}
{-961816,601585}
{-467415,946692}
{904258,-890475}
{-638713,-982298}
{864887,-491909}
{53061,431468}
{583753,-113265}
{-325998,519281}
{-978694,263344}
{-588705,-590855}
{-154399,620798}
{-763913,345805}
{174475,808703}
{-550161,-885127}
{919094,-549432}
{-150049,569905}
{226576,-611849}
{-598782,-863741}
{202531,64791}
{-124633,113742}
{285310,45143}
{-199614,-6382}
{-965660,882299}
{180025,-281449}
{840950,258881}
{614500,-711412}
{-125660,-820473}
{223799,-586400}
{893659,381578}
{80311,-730480}
{499273,-198677}
{-620480,-604400}
{891923,-419660}
{-22901,360451}
{425775,-435853}
{-152137,-677182}
{-172294,-176067}
{-965219,335574}
{-556324,143790}
{532876,638232}
{-166968,449719}
{-707464,-856931}
{28092,-301311}
{352035,-744525}
{-37251,813934}
{-345638,-985461}
{-720758,-78764}
{432938,-715431}
{811888,-789777}
{12318,-171088}
{494989,220640}
{969391,-408353}
{404256,46109}
{-408793,-170355}
{197819,-420184}
{-521615,749164}
{819264,-371352}
{-222645,-390492}
{533338,-601658}
{-613296,27868}
{-750796,-285945}
{-624047,289140}
{742420,489623}
{363437,-116035}
{-296225,-532783}
{-548326,273503}
{52906,102890}
{403670,-202252}
{723235,-314055}
{462998,-724647}
{-349517,506450}
{971555,895655}
{628371,342147}
{870212,258359}
{527810,107818}
{529006,85946}
{798268,636521}
{-40194,-22180}
{-612435,102664}
{-669614,888767}
{463755,474680}
{883564,-775583}
{-131286,-342853}
{-193471,949532}
{865799,-808503}
{984219,-814203}
{-396312,699142}
{-952186,-882410}
{-855821,-786906}
{127127,-150757}
{-964389,955705}
{477908,705096}
{9786,-286698}
{-381280,-627657}
{536267,-843517}
{951705,422892}
{-601515,-65408}
{809284,24053}
{746775,-968530}
{-403492,605387}
{705723,-444282}
{-992986,-864594}
{-435735,536204}
{471035,-713465}
{-205891,-319690}
{-513538,307346}
{842001,-521993}
{468000,-177271}
{537964,779225}
{-730491,97199}
{-388928,-72164}
{-629497,-451012}
{-83001,-887562}
{151444,375350}
{989282,757438}
{61720,-631005}
{-111759,167631}
{572547,526975}
{-935233,339937}
{-421767,-437116}
{117148,101306}
{-38083,-299037}
{-410997,484647}
{-28181,109400}
{-562879,500690}
{60361,-615400}
{-145302,-597323}
{301783,-590336}
{877616,-206024}
{-205296,-461563}
{80034,126009}
{-98859,766655}
{30939,-315664}
{295008,605395}
{-923400,44378}
{-755655,-644114}
{363355,-67468}
{873698,-221943}
{993741,-98945}
{-101860,-272837}
{-132944,224101}
{38064,-423762}
{550712,-186645}
{-139853,458136}
{717896,-590360}
{-573134,-582324}
{-678755,214972}
{-65369,-431914}
{594810,663265}
{522509,631336}
{-73666,416586}
{-685739,235227}
{-918825,513728}
{156389,614331}
{814320,652757}
{835611,-78002}
{740686,618792}
{828294,-373414}
{68108,-633978}
{-183220,675981}
{-213291,-631002}
{-322759,-241822}
{-593134,16767}
{-979251,896164}
{-873035,-20129}
{283582,640286}
{702043,-624036}
{661969,-505807}
{526724,281939}
{-900640,505061}
{-936840,959517}
{653596,673025}
{-407633,746458}
{-123696,-561404}
{-179506,711003}
{522456,-272233}
{872118,898663}
{77932,303529}
{444050,449361}
{-155723,-142774}
{334039,-254571}
{-794475,801974}
{519914,370954}
{766785,-610049}
{-197358,930158}
{430933,327061}
{-15230,9626}
{-417307,-252809}
{41632,-246080}
{-360353,-847086}
{-79529,-959636}
{-379725,-485215}
{596894,889373}
{686058,939808}
{511355,909241}
{-620334,-198507}
{706428,535071}
{11140,-984047}
{-637195,936983}
{513366,-631002}
{393067,-656586}
{-255306,-335911}
{-582826,-213823}
{444199,383624}
{-893917,735906}
{856350,995726}
{663635,547462}
{910403,324259}
{-735836,419593}
{614238,276303}
{-519154,918723}
{939455,-632478}
{776540,-738427}
{-606835,644932}
{222357,484469}
{407856,954729}
{-308072,653333}
{648324,-156372}
{456760,-130829}
{-932939,229585}
{-650189,-860866}
{257662,564492}
{-735190,131278}
{-376188,323735}
{497326,-162068}
{-943703,831626}
{-430533,796678}
{762760,109948}
{-31273,-225471}
{995111,287455}
{357423,-910344}
{-60238,454869}
{-729646,-740213}
{-453876,-73811}
{-89791,-803379}
{-415250,-302498}
{884140,772459}
{-836432,128048}
{-515645,-445964}
{790970,170446}
{554769,712463}
{995,930053}
{175261,-461837}
{165256,-74034}
{-329303,-447145}
{943405,-878088}
{-650584,553432}
{261882,-480667}
{-153035,-862295}
{-497903,-763317}
{562776,-300675}
{-26486,-295926}
{-258200,40022}
{355263,-179152}
{279159,484398}
{-974961,-394691}
{-195193,-800526}
{-567831,403260}
{-825994,377137}
{115642,245268}
{934634,93945}
{-240399,851241}
{42680,97598}
{-337702,-182635}
{-267774,-744491}
{102500,484711}
{-370184,-817972}
{534912,896667}
{385529,-314940}
{819208,182484}
{20318,-916527}
{290872,-890915}
{-119320,-912751}
{301655,668813}
{-259310,194664}
{-68523,-300765}
{118941,116978}
{-781886,318535}
{-98045,160223}
{371222,-466062}
{-723542,230862}
{-294774,734036}
{423459,866805}
{-57029,-983034}
{-783275,-632619}
{917974,-885863}
{-704716,-923435}
{-134221,603479}
{805309,-401460}
{-771016,172665}
{582694,-723455}
{-725538,334194}
{-324999,-110970}
{954966,-777491}
{598416,772618}
{127420,-590401}
{-728937,69809}
{645855,249924}
{-800443,-905271}
{-198366,-590291}
{761776,-803337}
{253592,894922}
{837250,584646}
{562134,-934398}
{-203905,-346521}
{765181,-633806}
{88324,-128603}
{334039,365554}
{457154,-812556}
{-786716,-562755}
{412014,107134}
{-877945,-302217}
{-564239,-968608}
{282183,-932042}
{-178488,694196}
{816538,-126841}
{-265638,502937}
{683872,713318}
{-768590,588533}
{898983,246882}
{94986,-829640}
{373401,266175}
{340825,101415}
{-57119,949553}
{-686153,893611}
{-73679,-984410}
{464379,488803}
{19190,-345082}
{-506673,-9845}
{936402,950463}
{-273390,953088}
{-798634,171767}
{392129,891811}
{-190805,826577}
{-486161,-537044}
{-88064,-138026}
{-93845,-993311}
{-979391,344472}
{-32648,101789}
{237199,-353068}
{-857434,132134}
{-158096,-740421}
{311090,668107}
{-196589,-512390}
{-509503,-357680}
{-4970,260173}
{-518212,905901}
{-154018,940237}
{-540845,-615188}
{-549581,-861698}
{-670071,778324}
{891436,194093}
{-351912,-408331}
{772425,913002}
{548966,-83045}
{633368,751434}
{614152,391652}
{-240728,61402}
{-338652,814458}
{-167438,-149525}
{-597322,394733}
{-226360,-178882}
{163634,996809}
{803709,489713}
{-151861,137091}
{171713,-340387}
{-556718,-258951}
{-200393,762007}
{-966334,167461}
{-501472,-5018}
{126771,-980607}
{787068,-385339}
{-388682,850018}
{-239422,-589259}
{-863748,557295}
{-256687,-380354}
{-513039,934213}
{-931159,-198115}
{-978057,25407}
{167539,222551}
{970175,635116}
{781472,-42735}
{72585,-746358}
{437831,-589291}
{-230026,483880}
{-499733,-737613}
{860717,242912}
{210765,102976}
{56531,-427535}
{-480967,520221}
{588799,919823}
{-948789,14498}
{-551115,-858498}
{-180372,-528636}
{-396129,106343}
{274010,-306332}
{-984411,205542}
{-722636,-537428}
{-29340,375063}
{484862,675443}
{406438,-123823}
{-648550,183397}
{461006,-170071}
{536059,-584056}
{728770,-504346}
{-33860,281339}
{-17523,559829}
{564463,-575361}
{-769211,-594711}
{870144,-499437}
{586348,-584665}
{-664411,-679874}
{995318,363084}
{225993,-129377}
{-337825,782900}
{442976,-910188}
{-94444,185445}
{320005,-332735}
{872890,65757}
{641619,-967479}
{-929851,-703113}
{11985,954858}
{40195,-770597}
{-133016,-250857}
{-704182,229046}
{121184,-449038}
{-516180,568373}
{778926,-313234}
{-384914,420117}
{-367336,-746709}
{631230,927703}
{716589,28705}
{133360,963457}
{-856533,285618}
{-964289,49010}
{-908342,-488988}
{415589,727153}
{-802578,-227456}
{-509666,-753553}
{852217,-684024}
{77008,277120}
{-578475,343252}
{-935229,322976}
{-791505,173824}
{-758068,508518}
{-893338,549951}
{-409631,666256}
{-604261,-765924}
{516260,133309}
{124281,674496}
{-905822,-940078}
{327935,-422918}
{533378,-683646}
{-667410,-866717}
{55599,857388}
{401751,859629}
{-184854,49743}
{-506497,405643}
{-240210,-628143}
{978122,-209645}
{982497,-975213}
{-645388,245447}
{411899,-879347}
{-763145,-768660}
{768911,-294132}
{579642,206224}
{-563994,-943496}
{-403926,-572113}
{564931,-73328}
{-426252,-429805}
{-458608,170301}
{-566625,-206749}
{-794363,-129441}
{719155,-230855}
{688531,-343763}
{-327490,997379}
{981701,-621239}
{907981,764604}
{397193,106840}
{429363,817852}
{-851470,-634729}
{282957,372273}
{-558433,582444}
{-668911,-815344}
{-650529,-577064}
{524625,-443597}
{-313570,-404135}
{-901027,485158}
{-687779,-841620}
{-503970,979223}
{966928,-985326}
{141487,-804949}
{274249,-869025}
{-760678,757691}
{900058,335680}
{-383811,-590579}
{-459224,-560825}
{-683090,-62596}
{620212,-322853}
{-404088,-72214}
{-65312,514210}
{290858,-418737}
{-952225,-28998}
{612254,444624}
{88774,71670}
{-582494,-977379}
{219186,964404}
{-983532,338610}
{-14854,-393334}
{643219,15128}
{121986,449977}
{700703,-324216}
{937048,-598339}
{-48652,-722246}
{912947,928112}
{760266,-982322}
{119540,-599333}
{-224724,876701}
{177086,-80949}
{258277,704264}
{-801053,233365}
{433817,-154542}
{197759,-280241}
{349375,251644}
{156716,-268673}
{-983937,728151}
{-27550,-75810}
{251264,-518151}
{-638175,-939021}
{744127,-937256}
{176216,-899910}
{998558,31506}
{-521030,55212}
{482552,-702989}
{629462,-314429}
{-595872,-451542}
{-584096,824539}
{-2623,788607}
{-16288,-741431}
{-877070,207117}
{-591615,-940065}
{82691,-584269}
{-421852,111377}
{731278,288769}
{-990480,-680595}
{-912100,-208942}
{-676217,980232}
{723309,-988385}
{-968178,389090}
{-571502,-281520}
{390556,-48075}
{992816,-474206}
{-450152,13396}
{-142500,-809139}
{-172710,890503}
{13717,247941}
{-807336,551262}
{647389,-890690}
{744179,-678278}
{794109,-757287}
{825783,-643512}
{511521,305500}
{-279019,-617249}
{-593389,274631}
{20720,816560}
{-177174,-224553}
{-683012,-176845}
{573814,239881}
{-741815,404879}
{854542,-456066}
{424880,944798}
{-457004,974491}
{563821,664333}
{-535297,180847}
{-310216,-213929}
{-328824,320626}
{-374201,842473}
{-435883,880803}
{890354,-434530}
{-563528,825082}
{-718570,-386843}
{-896799,990675}
{962383,609545}
{-695412,880344}
{-655675,816855}
{539854,-507818}
{-560256,-296064}
{351368,288130}
{647558,-842303}
{-279663,-269870}
{-556080,-51750}
{-846584,-839604}
{173408,630814}
{-872615,698968}
{80979,593652}
{153175,539283}
{75254,-382088}
{-733063,115461}
{86871,-59133}
{99304,-954213}
{-73694,541474}
{242157,-416177}
{-753973,-310982}
{-410110,-744880}
{750351,-358781}
{-334423,-809554}
{641454,873249}
{804424,-568969}
{-449485,861426}
{-869384,-570278}
{-805931,49002}
{250024,-738403}
{957848,-520786}
{-89925,750564}
{-754526,-27634}
{488271,474065}
{-225545,147898}
{-131592,-755283}
{117934,190561}
{635166,-886833}
{-26147,-922284}
{-256458,402949}
{815159,88431}
{-545686,759685}
{416486,-421658}
{144257,-522599}
{-499726,-148650}
{-642123,246404}
{961601,-339840}
{-360034,747541}
{-691872,515620}
{435467,564287}
{-701387,-437029}
{-162886,144835}
{191286,316002}
{328967,-538678}
{-249593,-545625}
{-139806,-821818}
{166136,106233}
{-131242,9053}
{656466,196772}
{924209,518962}
{153591,985903}
{915870,-810126}
{-440096,812089}
{-167415,448578}
{489844,-972154}
{-225332,-972214}
{-945789,256647}
{-547592,22490}
{129071,-702242}
{-569971,728904}
{386616,-108468}
{-693398,406083}
{111858,-841326}
{-396442,774486}
{-19524,249227}
{-325240,786799}
